主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B0BNHB2898,Color: Black,Sinvanho,"Sinvanho Center Console Organizer Fit for Chevy Chevrolet Silverado/GMC Sierra 2014 2015 2016 2017 2018 2019 1500/2500/3500HD Storage Tray Box Truck Accessories, Full Console w/Bucket Seats Only",https://images-na.ssl-images-amazon.com/images/I/51RRR++kdXL._AC_US200_.jpg,B0BYSMPGH5,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"35,299","-1,288",-4%,Automotive Center Consoles,340,232,"-2,300%","5,797",-23%,24.99,4,62%,5.69,107,5.60%,4.80,13,2022-12-24,FBA,9,4,1,Yize-us,CN,"公司名称：Shenzhen Yize Keji Youxian Gongsi
办公地址：
大浪街道浪口社区
华霆路78号2栋厂房5层东
深圳市
龙华区
广东省
518000
CN",FBA,,Y,,Y,,Automotive Center Consoles by Sinvanho,0.88 pounds,10.9 x 8.3 x 2.1 inches,2023-07-04
,B0C2KCD999,Color: For Xfl Key Chain Jd,TLPSGOU,TLPSGOU Genuine Leather Car Keychain Keyring Accessories Compatible with Chevrolet Chevy Silverado Colorado Equinox Malibu Cruze Key Chain Family Present for Man and Woman Accessories,https://images-na.ssl-images-amazon.com/images/I/41OPDvkHsjS._AC_US200_.jpg,B0C7N9XVBZ,Automotive:Interior Accessories:Keychains,Automotive,"31,400","-13,078",-42%,Keychains,295,219,,"2,625",,11.99,,58%,3.22,10,4.11%,4.10,9,2020-05-02,FBA,7,6,1,hongdongxiandamengshangmaoyouxiangongsi43738,CN,"公司名称：hongdongxiandamengshangmaoyouxiangongsi
办公地址：
槐荫小区7号楼7单元827室
临汾市
洪洞县
山西省
041000
CN",FBA,,,,,,,0.317 ounces,6.22 x 2.24 x 0.47 inches,2023-07-04
,B0B431MZGS,Color: Blue Gray,FEYOUN,"FEYOUN Key Fob Cover Compatible with 2022 2021 2020 Chevy Chevrolet Silverado GMC Sierra 1500 2500 3500 HD Smart 5 Buttons TPU Remote Keyless Key Fob Case Protection Shell Accessories, Blue Gray",https://images-na.ssl-images-amazon.com/images/I/41MyIMcxWjL._AC_US200_.jpg,B0B5HCTWGS,Automotive:Interior Accessories:Key Shells,Automotive,"26,557","-4,607",-17%,Key Shells,261,202,"1,400%","2,415",14%,11.96,,58%,3.22,99,1.98%,4.60,4,2022-06-13,FBA,10,3,1,FEYOUN,CN,公司名称：Ningbo FeiYang DianZiShangWuYouXianGongSi,FBA,,Y,,Y,,Key Shells by FEYOUN,1.13 ounces,4.06 x 3.31 x 0.63 inches,2023-07-03
,B0BNXV4WK7,Model: Purple,Yuebutor,Yuebutor Key Fob Cover Case Compatible with Chevy Chevrolet Silverado Suburban Tahoe Gmc Yukon/Yukon XL Terrain Acadia Shell Keychain Protector Accessories (Purple),https://images-na.ssl-images-amazon.com/images/I/41FRGj0bt1L._AC_US200_.jpg,B0BNXVBX7Q,Automotive:Interior Accessories:Key Shells,Automotive,"32,485","5,647",17%,Key Shells,407,147,"-3,000%","2,346",-30%,15.96,,61%,3.86,63,10.20%,4.30,15,2023-01-11,FBA,10,8,1,Yuebutor,CN,"公司名称：Guangzhou Touyue Trading Co.
办公地址：
黄村北路26号D区二楼7788房之743（仅限办公）
广州
天河
广东
510630
CN",FBA,,,,Y,,,0.03 pounds,2.3 x 1.6 x 0.4 inches,2023-07-03
,B08XZQ52CF,,Holust,Holust Genuine Leather Car Keychain Keyring Accessories Compatible with Chevrolet Chevy Silverado Colorado Equinox Malibu Cruze Key Chain Family Present for Man and Woman,https://m.media-amazon.com/images/I/41GCBjBUQrL._AC_US200_.jpg,B08XZQ52CF,Automotive:Interior Accessories:Keychains,Automotive,"98,762","-44,832",-51%,Keychains,941,128,"6,200%","1,534",62%,11.99,3,58%,3.22,121,4.69%,4.60,6,2021-03-03,FBA,7,1,1,MOEED KART LLC,US,"公司名称：MOEED KART LLC
办公地址：
98 Wadsworth Boulevard
Suite 127 PMB 5203
DENVER
CO
80226
US",FBA,,Y,,,,Keychains by Holust,1.76 ounces,6.14 x 3.46 x 0.35 inches,2023-07-03
,B0C2V5BT7V,,ANRODO,"ANRODO Leather Keychain Replacment for Chevrolet,2014-2018 Chevy Silverado Colorado 2015-2021 Colorado Series Keyring Present for Women and Men Key Chain Keychains with Logo Accessories",https://images-na.ssl-images-amazon.com/images/I/41SVAatTHEL._AC_US200_.jpg,B0C2V5BT7V,Automotive:Interior Accessories:Keychains,Automotive,"272,190","-247,535",-91%,Keychains,1929,111,,"1,441",,12.99,,55%,3.86,1,0.00%,5.00,0,2023-04-17,FBA,5,1,1,HATEEM INTERNATIONAL LLC STORE,US,"公司名称：HATEEM INTERNATIONAL LLC
办公地址：
3131 greenstone trl
Duluth
GA
30096
US",FBA,,,Y,,,,2.08 Ounces,5.83 x 3.35 x 1.22 inches,2023-06-28
,B0BQ3F7LL9,,Sinvanho,"Sinvanho Under Seat Vent Deflectors for Chevy Chevrolet Silverado and GMC Sierra 2019 2018 2017 2016 2015 2014 1500/ 2500HD/ 3500HD, Air Vent Extension Accessories for Rear Passenger Occupant",https://images-na.ssl-images-amazon.com/images/I/41isfxeOu7L._AC_US200_.jpg,B0BQ3F7LL9,Automotive:Exterior Accessories:Deflectors & Shields:Rear Window Wind Deflectors,Automotive,"43,115","33,233",77%,Rear Window Wind Deflectors,1,102,"5,300%","2,344",53%,22.99,6,67%,4.08,36,3.92%,4.20,4,2023-01-04,FBA,10,1,1,,,,FBA,Y,Y,Y,Y,,Rear Window Wind Deflectors by Sinvanho,7.4 ounces,6.69 x 4.21 x 2.2 inches,2023-07-01
,B08FB78MZ2,Size: For Silverado 19-23,Goodyear,"Goodyear Shatterproof Window Deflectors for Trucks Chevrolet (Chevy) Silverado/GMC Sierra 1500 2019-2023 Crew Cab, Tape-on Rain Guards, Vent Deflector, Vent Visor, Truck Accessories, 4pcs- GY003181LP",https://m.media-amazon.com/images/I/51vWv5hEsTL._AC_US200_.jpg,B0C69RKBH2,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"56,427","52,479",116%,Side Window Wind Deflectors & Visors,200,98,"12,900%","7,839",129%,79.99,4,69%,12.67,187,5.10%,4.50,5,2020-08-04,FBM,9,5,1,Spark Lines Inc,US,"公司名称：Spark Lines Inc
办公地址：
1 S Corporate Drive, Suite C
RIVERDALE
NJ
07457
US",FBM,,Y,,Y,,2023 gmc denali truck accessories,2.2 pounds,46.26 x 10.71 x 2.17 inches,2023-06-30
,B0BXQ12WN6,Color: 71,Fivean,"Car Door Sill Protector for Cadillac ATS CTS EXT SRX XTS XLR Sedan ELR,Self-Adhesive Carbon Fiber Tape Anti Scratch Car Door Edge Guards Door Entry Guard Stickers, Inner Accessories…",https://images-na.ssl-images-amazon.com/images/I/51oDqTuuxeL._AC_US200_.jpg,B0BXQ3VBVL,Automotive:Interior Accessories:Door Entry Guard,Automotive,"67,834","36,783",54%,Automotive Door Entry Guard,161,98,"-2,300%","1,175",-23%,11.99,,53%,3.86,12,2.04%,3.60,2,2023-03-06,FBA,7,4,1,,,,FBA,,,,,,,2.39 ounces,6.14 x 2.99 x 0.94 inches,2023-07-04
,B07NQMX54G,,Goodyear,"Goodyear Shatterproof Window Deflectors for Chevrolet (Chevy) Silverado/GMC Sierra 2014-2018 Crew Cab, Tape-on Rain Guards, Window Visors, Vent Deflector, Vent Visor, Truck Accessories, 4 pcs-GY003103",https://images-na.ssl-images-amazon.com/images/I/51BF-UQQufL._AC_US200_.jpg,B07NQMX54G,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"368,180","-118,369",-32%,Side Window Wind Deflectors & Visors,882,96,"-5,700%","7,679",-57%,79.99,7,69%,13.09,217,0.00%,4.40,0,2019-02-05,FBM,9,1,2,Spark Lines Inc,US,"公司名称：Spark Lines Inc
办公地址：
1 S Corporate Drive, Suite C
RIVERDALE
NJ
07457
US",FBM,,,,,,,1.61 pounds,46.2 x 10.6 x 2.1 inches,2023-06-28
,B08FDTPRBT,Size: Fabric,CheroCar,CheroCar for Chevy Silverado Center Console Armrest Pad Cover Interior Accessories for Chevrolet Silverado 2014-2017 (Fabric),https://m.media-amazon.com/images/I/51xIOC5GpsL._AC_US200_.jpg,B09TSY6HBJ,"Automotive:Replacement Parts:Body & Trim:Trim:Interior:Armrests, Parts & Accessories:Armrests",Automotive,"69,860","-11,533",-15%,Automotive Armrests,291,93,"-3,300%","1,951",-33%,20.98,14,50%,7.33,405,4.30%,4.10,4,2020-08-06,FBA,8,3,6,Off-road King,CN,"公司名称：Shenzhen Huamao Chepin.,LTD",FBA,,,,Y,,,4.2 ounces,14.57 x 9.96 x 3.35 inches,2023-06-28
,B0C14M7N1R,,Cartist,"Cartist Dash Cover Custom Fit for Chevy Chevrolet Silverado/GMC Sierra 1500 2014-2018,Silverado/GMC Sierra 2500HD 3500HD 2015-2019 Accessories Dashboard Cover Mat",https://m.media-amazon.com/images/I/21udJMKlZcL._AC_US200_.jpg,B0C14M7N1R,Automotive:Interior Accessories:Covers:Dash Covers,Automotive,"100,631","20,181",7%,Interior Dash Covers,222,86,"63,800%","2,139",638%,24.88,,62%,5.69,1,0.00%,5.00,0,2023-03-30,FBA,7,1,1,Cartist-US,CN,"公司名称：Guangzhou Hengda Technology Industry Co., Ltd.
办公地址：
清湖苏元庄街三横路1号之一
白云区
广州
广东
510440
CN",FBA,,,,Y,,,1.28 pounds,10 x 9 x 3 inches,2023-07-01
,B09J7XSBX1,"Color: 2019-2021, Fit Full Console-Upgrade",Bomely,Bomely Fit 2019-2021 Chevrolet Silverado GMC Sierra Wireless Charger Upgrade 15W Fast Center Console Wireless Charging Tray Pad Chevy Silverado Accessories (Fit Full Console w/Bucket Seats),https://m.media-amazon.com/images/I/416ywqHdfLL._AC_US200_.jpg,B09J7RZ7C5,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"173,674","59,671",92%,Automotive Center Consoles,1500,83,0%,"14,109",0%,169.99,64,82%,5.69,197,8.43%,3.70,7,2021-10-11,FBA,9,6,1,Cooper 1,CN,"公司名称：常州龙速车辆配件有限公司
办公地址：
孟河镇滕村村委塘上28号
常州市
新北区
江苏省
213100
CN",FBA,,,,Y,,,1.48 pounds,9.06 x 3.94 x 1.18 inches,2023-07-03
,B07NQL7F6F,Size: For Silverado 07-13,Goodyear,"Goodyear Shatterproof Window Deflectors for Trucks Chevrolet Silverado/GMC Sierra 2007-2013 Crew Cab, Tape-on Rain Guards, Window Visors, Vent Deflector, Vent Visor, Truck Accessories, 4 pcs- GY003100",https://m.media-amazon.com/images/I/512sScsxizL._AC_US200_.jpg,B0C69RGLJ6,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"168,684","2,130",2%,Side Window Wind Deflectors & Visors,771,81,"-5,300%","6,479",-53%,79.99,14,69%,13.09,254,11.11%,4.30,9,2019-02-05,FBA,9,4,3,Spark Lines Inc,US,"公司名称：Spark Lines Inc
办公地址：
1 S Corporate Drive, Suite C
RIVERDALE
NJ
07457
US",FBA,,,,Y,,,3.15 Pounds,46.18 x 10.63 x 2.09 inches,2023-06-30
,B0BD91QJNX,,Omocyra,"Cargo Net for Pickup Truck Bed Compatible with Chevrolet Chevy Silverado GMC 1500 Sierra Accessories Ford F150 F250 F350 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014 2013, Black",https://m.media-amazon.com/images/I/51FeirkQDhL._AC_US200_.jpg,B0BYN7P1ZK,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Cargo Nets,Automotive,"215,709","-144,946",-67%,Automotive Cargo Nets,560,78,"-1,800%","1,325",-18%,16.99,,57%,4.75,46,10.26%,4.40,8,2022-09-05,FBA,10,1,1,Omocyra,CN,"公司名称：shenzhenshimifanyuankejiyouxiangongsi
办公地址：
横岗街道
信义湛宝大厦D栋1403
深圳市
龙岗区
广东省
518115
CN",FBA,,,,Y,,,10.2 ounces,"71.5""L x 16.2""W",2023-07-03
,B0C4RMHB5B,Color: Keychain-c,aocotain,Genuine Leather Car Keychain Keyring Accessories Compatible with Chevrolet Chevy Silverado Colorado Tahoe Malibu Suburban Camaro Cruze Equinox Sonic Car Keychains Family Present for Man and Woman,https://images-na.ssl-images-amazon.com/images/I/41YKx53MWAL._AC_US200_.jpg,B0C4RTJTH4,Automotive:Interior Accessories:Keychains,Automotive,"466,474","-267,614",-57%,Keychains,463,75,,899,,11.99,,58%,3.22,,,,,2023-05-08,FBA,6,3,1,斛路电子商务有限公司,CN,"公司名称：lingaohuludianzishangwuyouxiangongsi
办公地址：
舞阳坝街道
湖北恩施学院
恩施土家族苗族自治州
恩施市
湖北省
445000
CN",FBA,,,,,,,1.13 ounces,5.31 x 2.28 x 0.67 inches,2023-06-27
,B095CRK5GV,Color: Blue,MECHCOS,Compatible with 2020 2021 Chevrolet Chevy Silverado 1500 2500 3500 Suburban Tahoe GMC Acadia Terrain Yukon Blue TPU Key Fob Cover Case Remote Holder Skin Protector Keyless Entry Sleeve Accessories,https://m.media-amazon.com/images/I/41sFCSIlbkL._AC_US200_.jpg,B097BTY9WJ,Automotive:Interior Accessories:Keychains,Automotive,"57,119","-53,647",-59%,Keychains,567,66,0%,789,0%,11.96,,58%,3.22,278,10.61%,4.40,7,2021-05-18,FBA,8,5,1,Mechcos,CN,"公司名称：Shenzhenshi Yuyuan Keji Youxiangongsi
办公地址：
民治街道民治大道567号优城(宜水商业广场）A栋1502号
深圳市
龙华新区
广东省
518000
CN",FBA,,,,,,,0.634 ounces,4.06 x 3.27 x 0.67 inches,2023-07-03
,B0B5HNNT1B,Color: Black,WSAuto,WSAuto Key Fob Cover with Metal Keychain for Chevy Chevrolet Colorado Silverado Suburban Tahoe GMC Canyon Sierra 1500 2500 3500HD TPU Remote Keyless Key Fob Case Protection Shell Accessories Black,https://images-na.ssl-images-amazon.com/images/I/51bAi-IKR7L._AC_US200_.jpg,B0B5HNVNSV,Automotive:Interior Accessories:Key Shells,Automotive,"229,904","-170,613",-74%,Key Shells,1890,63,"-1,800%",629,-18%,9.99,,53%,3.22,34,1.59%,4.50,1,2022-06-29,FBA,8,4,1,WSAuto,CN,"公司名称：Guangzhouweishimaoyiyouxiangongsi
办公地址：
农林下路81号之
19B1-A1975（集群注册）
广州市
越秀区
广东省
510030
CN",FBA,,,,,,,1.44 ounces,5.59 x 4.61 x 0.59 inches,2023-06-30
,B01LYZ44WI,,OxGord,"Fender Flares for 99-06 Chevy Silverado, Sierra, Avalanche, Suburban (Pack of 4) Bolt On Pocket Fenders Flare Wheel Accessories Best for Chevrolet GM GMC Pick-up Trucks Re-Paintable Trim Guards",https://m.media-amazon.com/images/I/417qZuigHqL._AC_US200_.jpg,B01LYZ44WI,Automotive:Replacement Parts:Body & Trim:Body:Fender Flares,Automotive,"191,979","81,459",76%,Automotive Fender Flares,163,61,"-3,400%","6,096",-34%,99.95,147,31%,53.91,333,8.20%,4.10,5,2015-12-10,NA,8,1,1,Al's Supply,US,"公司名称：Ricardo Caisip
电话号码：310-900-1291",NA,,Y,,,,Automotive Fender Flares by OxGord,16.54 pounds,30 x 10 x 45 inches,2023-07-03
,B07P9N47NF,,LJ INTERNATIONAL,LJ International Quality Accessories Triple Chrome Plated Side Molding Belt Trims for Chevrolet Silverado+GMC Sierra,https://m.media-amazon.com/images/I/512jnI7Ms4L._AC_US200_.jpg,B07P9N47NF,Automotive:Replacement Parts:Body & Trim:Body:Moldings:Side,Automotive,"133,627","87,079",84%,Automotive Side Moldings,53,59,"7,900%","3,716",79%,62.99,11,69%,10.15,113,5.08%,4.50,3,2019-03-01,FBM,7,1,3,A LITTLE PANDA,US,"公司名称：zhenhong lei
办公地址：
19903 Esquiline Ave",FBM,,Y,,,,Automotive Side Moldings by LJ INTERNATIONAL,3.08 pounds,45.25 x 2.75 x 1.75 inches,2023-07-02
,B09LCZW5JJ,Color: Chrome,RT-TCZ,"RT-TCZ for Chevy Steering Wheel Trim Cover, Chrome Interior Accessories for Chevrolet Silverado Suburban GMC Sierra 2014-2018",https://images-na.ssl-images-amazon.com/images/I/51QdbKcaO1L._AC_US200_.jpg,B09Q32KT6Q,Automotive:Interior Accessories:Steering Wheels & Accessories:Steering Accessories,Automotive,"71,494","91,118",127%,Steering Wheel Accessories,1256,57,0%,"1,709",0%,29.99,,71%,4.08,77,12.28%,4.20,7,2021-07-25,FBA,9,3,1,,,,FBA,,,,Y,,,2.08 ounces,7.95 x 4.41 x 1.26 inches,2023-06-29
,B0BVRVNVY5,Color: Xue Sarahs,SARAHS,2 PCS Car Interior Accessories Cup Holder Insert Coaster Silicone Anti Slip Cup Mat for Chevrolet Chevy Silverado Colorado Tahoe Malibu Suburban Camaro Cruze Equinox Sonic,https://images-na.ssl-images-amazon.com/images/I/41CxEgB+gSL._AC_US200_.jpg,B0BVRT7NPK,Automotive:Interior Accessories:Cup Holders,Automotive,"69,106","-33,089",-48%,Automotive Cup Holders,1019,57,"-1,600%",581,-17%,10.20,,53%,3.22,11,0.00%,4.70,0,2023-02-13,FBA,7,4,1,changchunshiqitengriyongpinxiaoshouyouxiangongsi,CN,"公司名称：changchunshiqitengriyongpinxiaoshouyouxiangongsi
办公地址：
二道区
洋浦大街聚宝家园1栋2单元
长春市
吉林
130000
CN",FBA,,,,,,,0.634 ounces,"2.75""L x 2.75""W",2023-06-26
,B0BNLNXT84,,MUNDIK,MUNDIK Metal Auto Tire Valve Stem Compatible with Chevrolet Silverado Colorado Tahoe Malibu Suburban Trim Accessories 4pcs Black,https://m.media-amazon.com/images/I/4131C5sGsFL._AC_US200_.jpg,B0BNLNXT84,Automotive:Tires & Wheels:Accessories & Parts:Valve Stems & Caps:Stem Caps,Automotive,"234,986","106,472",227%,Tire Valve Stem Caps,997,53,"-1,300%",529,-13%,9.99,,53%,3.22,19,5.66%,4.10,3,2022-11-28,FBA,8,1,1,yuxihongtaquminxiushangmaoyouxiangongsi,CN,"公司名称：yuxihongtaquminxiushangmaoyouxiangongsi
办公地址：
老观桥丽阳时代小区
巴中市
巴州区
四川省
636000
CN",FBA,,,,,,,0.35 ounces,3.78 x 2.6 x 0.43 inches,2023-06-30
