主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B07G6QBJP8,Size: 68139805AB,ATRACYPART,"Master Power Window Switch | Replcaement for 2011-2020 Chrysler 300, 2015-2017 Chrysler 200, 2011-2019 Dodge Charger, 2016-2022 Ram 1500 2500 3500 | Replaces# 68139805AB, 56046823AE, 68231805AA",https://images-na.ssl-images-amazon.com/images/I/41uhWXUCypL._AC_US200_.jpg,B0BRK4YP8R,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Interior Switches:Power Window,Automotive,"5,811","-2,191",-38%,Automotive Power Window Switches,5,959,-200%,"29,709",-2%,30.98,29,72%,4.08,"1,225",7.09%,4.60,68,2018-08-04,FBA,8,2,1,ATRACYPART,CN,公司名称：Ruianshiweiruimaoyiyouxiangongsi,FBA,,Y,,,,Automotive Power Window Switches by ATRACYPART,0.44 pounds,6.7 x 2.4 x 2.1 inches,2023-07-05
,B08MZYFC8L,,Orion Motor Tech,"OMT Truck Tailgate Assist, Pickup Tailgate Lift Assist Kit, Truck Accessory Compatible with 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 Dodge Ram 1500 2500 3500",https://images-na.ssl-images-amazon.com/images/I/41hnX03u-CL._AC_US200_.jpg,B08MZYFC8L,Automotive:Replacement Parts:Body & Trim:Body:Truck Beds & Tailgates,Automotive,"5,670",-393,-7%,Truck Beds & Tailgates,9,871,400%,"17,411",4%,19.99,13,58%,5.40,"1,383",8.73%,4.30,76,2020-11-08,FBA,10,1,1,Orion Motor Tech Direct,CN,"公司名称：ShangHaiYunHuimaoyiyouxiangongsi
办公地址：
黄家阙路68号
上海
黄浦区
上海
200011
CN",FBA,,Y,,Y,,2012 dodge ram 2500 accessories,1.03 pounds,10.98 x 3.07 x 1.38 inches,2023-07-04
,B0BBFXD7RT,Size: For RAM | Color: Red,GIANT PANDA,GIANT PANDA Steering Wheel Cover for Dodge Ram 1500 - Car Steering Wheel Covers for Dodge Ram 2500 3500 - Red,https://images-na.ssl-images-amazon.com/images/I/51ezYVpP2RL._AC_US200_.jpg,B0BBFYN5YY,Automotive:Interior Accessories:Steering Wheels & Accessories:Steering Accessories,Automotive,"5,023","-1,410",-23%,"Steering Wheel Accessories
Steering Wheel Covers","29
52",863,"2,900%","18,977",29%,21.99,3,60%,5.40,260,5.10%,4.50,44,2022-08-21,FBA,9,11,1,GIANTPANDA,CN,公司名称：Guang Zhou Wo Man Mao Yi You Xian Gong Si,FBA,,Y,,Y,,Steering Wheel Covers by GIANT PANDA,14.9 ounces,10 x 4 x 3 inches,2023-07-04
,B08PDTNPW8,Color: 5 PCS Full Set/Black-Red,YIERTAI,YIERTAI Dodge Ram Trucks Seat Covers Compatible with 2009-2023 1500 2010-2023 2500 3500 Crew Double Mega Quad Cab Tradesman Classic Laramie Bighorn Longhorn Full Set Black Red,https://images-na.ssl-images-amazon.com/images/I/51ULTzrVORL._AC_US200_.jpg,B09SH817Y2,Automotive:Interior Accessories:Seat Covers & Accessories:Seat Covers,Automotive,"4,155","1,638",39%,Automotive Seat Covers,55,837,"1,600%","167,391",16%,199.99,166,75%,20.65,"2,158",3.23%,4.40,27,2020-11-29,FBA,9,14,1,haomeicp,CN,"公司名称：taizhouhaomeimaoyiyouxiangongsi
办公地址：
洪家街道银泰城8号楼3012室
台州市
椒江区
浙江省
318015
CN",FBA,,Y,,Y,,Automotive Seat Covers by YIERTAI,14.55 pounds,25 x 21 x 6 inches,2023-07-05
,B0B14TGV61,Size: Right Passenger Side,Boine,Boine Right Side Tail Light Compatible With 2009-2018 Dodge Ram 1500 2500 3500 - Bulb Included (Right Passenger Side),https://images-na.ssl-images-amazon.com/images/I/41D6gT2Q4sL._AC_US200_.jpg,B0B14V94HX,"Automotive:Lights & Lighting Accessories:Lighting Assemblies & Accessories:Brake & Tail Light Assemblies, Parts & Accessories:Tail Light Assemblies",Automotive,"4,139","2,304",59%,Automotive Tail Light Assemblies,3,823,-400%,"29,216",-4%,35.50,,61%,8.61,283,4.50%,4.70,37,2022-05-11,FBA,9,3,1,Boine,CN,"公司名称：Yongjiaboliangmaoyiyouxiangongsi
办公地址：
瓯北街道马岙村肖胡巷2号
温州市
永嘉县
浙江省
325105
CN",FBA,,Y,Y,Y,,Automotive Tail Light Assemblies by Boine,2.53 pounds,15.24 x 11.57 x 5.83 inches,2023-07-05
,B00AKEW0JU,,ECOGARD,"ECOGARD XA3462 Premium Engine Air Filter Fits Ram 1500 5.7L 2011-2020, 1500 3.6L 2013-2020, 1500 Classic 5.7L 2019-2020, 2500 6.4L 2014-2018, 2500 5.7L 2011-2019, 1500 3.0L DIESEL 2014-2021",https://images-na.ssl-images-amazon.com/images/I/41zeiP9yqsL._AC_US200_.jpg,B00AKEW0JU,Automotive:Replacement Parts:Filters:Air Filters & Accessories:Air Filters,Automotive,"6,586","-1,302",-20%,Automotive Replacement Air Filters,71,813,"2,400%","11,373",24%,13.99,12,41%,6.10,"2,174",3.94%,4.70,32,2012-12-06,AMZ,9,1,6,Amazon,US,公司名称：All World LLC,AMZ,,Y,,Y,,2019 ram 1500 air filter 5.7 engine,0.96 pounds,14.9 x 9.8 x 2 inches,2023-07-05
,B09YXRSPK5,Size: Front Seat | Color: Gray,BALLIOL,"BALLIOL Pickup Seats Covers Compatible with Dodge Ram 1500 2009-2023 Limited Laramie Big Horn Truck Pleather Seat Covers Custom Fit Dodge Ram 2500 3500 Crew Cab&amp; Quad Cab (Gray,2 PCS Front Seat)",https://images-na.ssl-images-amazon.com/images/I/51urti8iR6L._AC_US200_.jpg,B0C9M65NJM,Automotive:Interior Accessories:Seat Covers & Accessories:Accessories,Automotive,"9,378","-5,238",-56%,"Automotive Seat Cover Accessories
Automotive Seat Covers","55
98",812,"3,400%","88,508",34%,109.00,42,70%,16.87,326,5.17%,4.50,42,2022-04-26,FBA,9,15,1,TZAIWEN,CN,"公司名称：Taizhou aiwen e-commerce co., ltd.
办公地址：
吾悦广场37幢2009室西面
玉环
玉城街道
浙江
317600
CN",FBA,,Y,Y,Y,,dodge ram 1500 seat covers,10.08 pounds,25.75 x 21.4 x 4.41 inches,2023-07-04
,B09NBR3562,Size: 2019-2023 Ram 1500（With 5 inch wide sensor） | Color: Silver-Premium Sunshade,Pigenius,Pigenius Windshield Sun Shade for 2019 2020 2021 2022 2023 Dodge Ram 1500 - Premium Folding Sunshade,https://images-na.ssl-images-amazon.com/images/I/41+UOKx-KFL._AC_US200_.jpg,B0BVF5CP3X,Automotive:Interior Accessories:Sun Protection:Sunshades:Windshield Sunshades,Automotive,"7,605","-3,851",-51%,Automotive Windshield Sunshades,227,796,"23,500%","30,240",235%,37.99,6,55%,11.41,125,0.63%,4.50,5,2021-12-08,FBA,9,6,1,PGS Direct,CN,"公司名称：Hangzhou Yingsen Technology Co.,Ltd",FBA,,Y,,Y,,Automotive Windshield Sunshades by Pigenius,1.3 pounds,34 x 8.8 x 2 inches,2023-07-05
,B08JHJDJXW,Size: Dodge Ram | Color: 2010-2018,SPEEDWOW,SPEEDWOW Dashboard Dash Board Cover Mat Carpet Compatible with 2010-2018 Dodge Ram 1500 2500 3500,https://images-na.ssl-images-amazon.com/images/I/51mbQ+D44kL._AC_US200_.jpg,B09NY86VSM,Automotive:Interior Accessories:Covers:Dash Covers,Automotive,"4,498",-67,-2%,Interior Dash Covers,5,770,-800%,"25,402",-8%,32.99,71,54%,10.15,"2,506",5.97%,4.10,46,2020-09-18,FBA,10,17,1,JYMYAutoparts,CN,"公司名称：Lijuan Zou
办公地址：
柳一村五区28栋1单元305室
义乌市
北苑街道
浙江省
322000
CN",FBA,,Y,,Y,,Interior Dash Covers by SPEEDWOW,1.41 pounds,20 x 6 x 2 inches,2023-07-05
,B07Q2WTZSB,Size: 6.5 FT | Style: Quad-Fold Soft,MOSTPLUS,MOSTPLUS Soft Quad FOLD Truck Bed Tonneau Cover Compatible for 2002-2023 Dodge Ram 1500 Inclu. Classic &amp; New Body/2003-2023 Ram 2500 3500 Fleetside (w/o RamBox) (6.5 FT Bed) On Top——78 Inch,https://images-na.ssl-images-amazon.com/images/I/51BvPrlJRvL._AC_US200_.jpg,B09GFYFPR9,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"6,325",967,15%,Truck Tonneau Covers,10,769,-900%,"149,178",-9%,193.99,143,61%,46.35,"1,575",4.16%,4.40,32,2019-03-31,FBM,9,5,1,MOSTPLUS,CN,"公司名称：changhong chen
办公地址：
鹿城区滨江街道
御景苑5幢601室
温州
浙江
325000
CN",FBM,Y,Y,,Y,,Truck Tonneau Covers by MOSTPLUS,32.9 pounds,71.5 x 22.9 x 5.6 inches,2023-07-05
,B001XUD46S,Style Name: In-Channel - Smoke,Auto Ventshade,"Auto Ventshade [AVS] In-Channel Ventvisor | 2009 - 2018 Ram 1500, 2019 - 2023 Ram 1500 (Classic Body Only), 2010 - 2023 Ram 2500 &amp; 3500 Mega/Crew Cabs - Smoke, 4 pc. | 194109",https://images-na.ssl-images-amazon.com/images/I/41UsSEyVPfL._AC_US200_.jpg,B087Z7PNHJ,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"6,754",263,4%,Side Window Wind Deflectors & Visors,5,766,"-1,600%","49,782",-16%,64.99,374,65%,13.09,"9,746",10.31%,4.10,79,2009-03-18,AMZ,9,5,5,Amazon,US,"公司名称：S&K Wholesales LLC
电话号码：816-652-7555
办公地址：
700 ne 76th street unit A
gladstone
MO
64118
US",AMZ,Y,Y,,Y,,ram window rain guards,2.05 pounds,46.9 x 11.9 x 1.9 inches,2023-07-05
,B09P68ZRT8,,Tsisun,Tsisun Genuine Leather Car Keychain Suit for RAM 1500 2500 3500 Key Chain Keyring Family Present for Man and Woman（Black）,https://images-na.ssl-images-amazon.com/images/I/41sDJnV+wZS._AC_US200_.jpg,B09P68ZRT8,Automotive:Interior Accessories:Keychains,Automotive,"5,251","-1,582",-30%,Keychains,45,765,"24,900%","7,642",249%,9.99,,53%,3.22,512,1.96%,4.60,15,2021-12-25,FBA,7,1,1,qinmeihuaaa,CN,"公司名称：sichuanzhonghuanglijiandianzishangwuyouxiangongsi
办公地址：
同和路329号华凌小区166号楼15单元1569
白云区
广州市
广东省
501515
CN",FBA,,,,,,,1.13 ounces,6.14 x 3.39 x 0.51 inches,2023-07-03
,B09LV9YJ6S,,MechanMagic,Key Fob Fobik Replacement Compatible for Dodge Ram 1500 2013 2014 2015 2016 2017 2018 2019 2020 2021 2500 3500 4500 5500 2013-2018 Pickup Truck Keyless Entry Remote Control GQ4-53T 56046953AE,https://images-na.ssl-images-amazon.com/images/I/41AIVJfn23L._AC_US200_.jpg,B09LV9YJ6S,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"5,610","1,413",22%,Antitheft Keyless Entry Systems,23,757,900%,"22,702",9%,29.99,21,72%,3.97,513,4.10%,4.30,31,2021-11-14,FBA,8,1,1,TotalKeylessRemote,CN,公司名称：shen zhen shi mai kai mai ji ke ji you xian gongsi,FBA,,Y,,,,dodge ram key fob,2.39 ounces,5.28 x 3.94 x 0.98 inches,2023-07-04
,B0BVR4P472,Size: Large size (15 ?''-16'') | Color: B-Black+Gray,West Llama,"West Llama Customized Auto Car Steering Wheel Cover for 2012-2023 Dodge RAM 1500 2500 3500, 15.5-16 inch (Diamond Quilted-Black+Gray-Large Size)",https://images-na.ssl-images-amazon.com/images/I/51pmrwJRIYL._AC_US200_.jpg,B0BVR5SP32,Automotive:Interior Accessories:Steering Wheels & Accessories:Steering Accessories,Automotive,"8,343","-2,338",-28%,"Steering Wheel Accessories
Steering Wheel Covers","59
96",750,"4,100%","14,992",41%,19.99,4,58%,5.40,144,3.20%,4.40,24,2023-02-13,FBA,7,15,1,West Llama Auto,CN,公司名称：Guang Zhou Chuang Yue Mao Yi You Xian Gong Si,FBA,,Y,,Y,,Steering Wheel Covers by West Llama,12.6 ounces,11.34 x 4.92 x 3.03 inches,2023-07-04
,B09CKXF1GK,Size: 2019-2022 Ram Stake Pocket Covers,Moonlinks,"Moonlinks Ram 1500 Stake Pocket Covers, Rear Truck Bed Rail Stake Pocket Cover Compatible with Dodge Ram 2019 2020 2021(Set of 2)",https://images-na.ssl-images-amazon.com/images/I/51iA1ovd1hL._AC_US200_.jpg,B0B5D1146D,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"7,013",-923,-11%,Truck Tonneau Covers,11,711,"1,300%","8,524",13%,11.99,10,53%,3.86,871,6.19%,4.60,44,2021-08-12,FBA,10,2,1,Moonlinks,CN,"公司名称：Shenzhen Ju Ming Jia Xing Industrial Co., Ltd.
办公地址：
西丽万科云城三期6栋2505
深圳市
南山区
广东
518000
CN",FBA,,,,Y,,,0.634 ounces,2.83 x 2.44 x 2.4 inches,2023-07-04
,B01GPP72DG,,A-Premium,A-Premium Hood Lift Supports Shock Struts Replacement for Dodge Ram 1500 2500 3500 5500 2002-2010 2-PC Set,https://images-na.ssl-images-amazon.com/images/I/31hmFj20hNL._AC_US200_.jpg,B01GPP72DG,"Automotive:Replacement Parts:Shocks, Struts & Suspension:Lift Supports",Automotive,"5,588","3,497",67%,Automotive Replacement Shock Lift Supports,4,656,"-2,300%","16,327",-23%,24.89,20,44%,10.15,"4,571",8.23%,4.80,54,2016-06-05,FBA,10,1,2,PremiumpartsWhosale,CN(HK),"公司名称：CENTURY HUATENG NETWORK OVERSEAS LIMITED
办公地址：
FLAT/RM 02, 7/F, SPA CENTRE
NO. 53-55 LOCKHART ROAD
WAN CHAI
HongKong
999077
HK",FBA,,Y,,Y,,Automotive Replacement Shock Lift Supports by A-Pr,1.3 pounds,20.4 x 2.9 x 2.7 inches,2023-07-03
,B0B973JNX6,,Tsisun,Tsisun Genuine Leather Car Keychain Suit for RAM 1500 2500 3500 Key Chain Keyring Family Present for Man and Woman,https://images-na.ssl-images-amazon.com/images/I/41MT6k3JlOS._AC_US200_.jpg,B0B973JNX6,Automotive:Interior Accessories:Keychains,Automotive,"20,130","-15,855",-79%,Keychains,185,655,"26,600%","6,543",266%,9.99,,53%,3.22,93,1.53%,4.60,10,2022-08-10,FBA,7,1,1,qinmeihuaaa,CN,"公司名称：sichuanzhonghuanglijiandianzishangwuyouxiangongsi
办公地址：
同和路329号华凌小区166号楼15单元1569
白云区
广州市
广东省
501515
CN",FBA,,Y,,,,Keychains by Tsisun,1.13 ounces,5.98 x 3.43 x 0.47 inches,2023-07-03
,B01JYSW5PG,,Bosch Automotive,"BOSCH 6016C HEPA Cabin Air Filter - Compatible With Select Chrysler 200, Sebring, Dodge Avenger, Caliber, Journey, Jeep Compass, Patriot, Ram 1500 Pickup",https://images-na.ssl-images-amazon.com/images/I/51CPGf+xSjL._AC_US200_.jpg,B01JYSW5PG,Automotive:Replacement Parts:Filters:Air Filters & Accessories:Passenger Compartment Air Filters,Automotive,"7,602","-1,099",-14%,Automotive Replacement Passenger Compartment Air Filters,119,645,"5,900%","9,655",59%,14.97,106,53%,4.75,418,1.55%,4.70,10,2016-08-07,AMZ,9,1,5,Amazon,US,"公司名称：Amazon Export Sales LLC
办公地址：
345 Boren Ave N",AMZ,,,,Y,,,0.22 pounds,9.3 x 8.3 x 1.3 inches,2023-07-04
,B0BCFPKTQC,Size: 2019-2022 Ram 1500 5ft.7in bed,GEEVOLL,"GEEVOLL Heavy Duty Rubber Truck Bed Mat for 2019-2022 Ram 1500, Custom Fit CrewCab 5.7 Ft Bed Liner, Black",https://images-na.ssl-images-amazon.com/images/I/41RyGZlcOcL._AC_US200_.jpg,B0BL7Z3PGB,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Truck Bed Mats,Automotive,"6,275","1,273",19%,Truck Bed Mats,1,634,"6,300%","76,067",63%,119.98,6,52%,40.05,99,4.10%,4.50,26,2022-11-09,FBA,10,3,1,GEEVOLL,CN,"公司名称：rizhaojunweiguojimaoyiyouxiangongsi
办公地址：
山海路南山海嘉园001幢01单元1702号
日照市
东港区
山东省
276800
CN",FBA,Y,Y,Y,Y,,Truck Bed Mats by GEEVOLL,45.2 pounds,65.7 x 63 x 0.5 inches,2023-07-04
,B0BY939BTY,Color: 6pcs-black,moveland,"moveland Camper Shell Clamps - Heavy Duty Truck Cap Clamps - No Drilling Required Truck Topper Clamps for Chevy Silverado Sierra/Dodge Dakota Ram 1500 2500 3500, F150 F250, Titan, Tundra (6 Pack)",https://images-na.ssl-images-amazon.com/images/I/516cQtwlCDL._AC_US200_.jpg,B0C85Y4Y69,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Cargo Bed Cover Accessories,Automotive,"10,288","-4,892",-48%,Cargo Bed Cover Accessories,2,619,"3,000%","16,087",30%,25.99,,57%,7.33,40,2.10%,4.50,13,2023-04-20,FBA,10,3,1,moveland LLC US,CN,"公司名称：shenzhen besko hardware co.,ltd
办公地址：
南联社区向银路安旭商务园2栋303
深圳
龙岗区
广东省
518116
CN",FBA,,Y,Y,Y,,truck cap clamps,3.39 pounds,8.46 x 4.33 x 3.54 inches,2023-07-04
,B099WDLND5,,TTCR-II,"TTCR-II for Ram 1500 Door Side Organizer Tray 2019 2020 2021 2022 2023, for Ram 1500 Door Pocket Insert 4 Pcs Door Side Storage Box Ram 1500 Door Organizer (Does not fit Ram 2500 and Ram 3500",https://images-na.ssl-images-amazon.com/images/I/41xM+D5UhEL._AC_US200_.jpg,B099VRYM72,Automotive:Interior Accessories:Consoles & Organizers:Trays & Bags,Automotive,"10,680","-2,438",-28%,Automotive Trays & Bags,46,613,"1,000%","10,414",10%,16.99,10,53%,5.40,507,5.06%,4.10,31,2021-07-19,FBA,10,1,1,BestParts,CN,"公司名称：Shenzhen Haihong Auto Parts Co., Ltd.",FBA,,,,Y,,,11.3 ounces,8.31 x 6.61 x 3.03 inches,2023-07-03
