主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B0BNXHX299,Color: Ivory-Gold,GERZEN,"for GMC Yukon Key Fob Cover Case with Bling Keychain, Soft TPU 6 Buttons Key Cover for GMC Sierra Yukon Acadia, Compatible with Chevy Silverado Accessories",https://images-na.ssl-images-amazon.com/images/I/41PTiOn0YaL._AC_US200_.jpg,B0BL29TWX3,Automotive:Interior Accessories:Key Shells,Automotive,"10,301","1,117",10%,Key Shells,70,487,"1,300%","6,813",13%,13.99,4,62%,3.22,148,4.72%,4.50,23,2022-12-02,FBA,10,9,1,GERZEN-US Direct,CN,公司名称：zhuweirou,FBA,,Y,,Y,,Key Shells by GERZEN,2.89 ounces,5.63 x 3.9 x 0.63 inches,2023-07-03
,B0B4P13YG6,Size: for GMC 6 Buttons Case | Color: White-Silver,OFFCURVE,"OFFCURVE Key Fob Cover for GMC Yukon/Yukon XL Terrain Acadia Sierra Soft TPU Key Fob Case for Chevy Chevrolet Suburban Tahoe Car Accessories Holder Remote Smart 6 Buttons Key Protector, White",https://images-na.ssl-images-amazon.com/images/I/313NKSZ0kIL._AC_US200_.jpg,B0C1RHHDC1,Automotive:Interior Accessories:Key Shells,Automotive,"8,347","4,185",50%,Key Shells,43,480,"-1,500%","5,275",-15%,10.99,,56%,3.22,148,3.54%,4.40,17,2022-06-20,FBA,9,32,1,OFF CURVE,CN,"公司名称：Xinghe Meteorite Technology (Shenzhen) Co., Ltd.",FBA,,,,Y,,,0.317 ounces,2.4 x 0.6 x 1.5 inches,2023-07-03
,B08FMVM87V,Size: For Silverado 19-23,CLIM ART,"CLIM ART in-Channel Incredibly Durable Rain Guards for Chevrolet (Chevy) Silverado/GMC Sierra 1500 2019-2023 Crew Cab, Original Window Deflectors, Vent Window Visors, Truck Accessories, 4pcs- 619003LP",https://images-na.ssl-images-amazon.com/images/I/51W54fCv4oL._AC_US200_.jpg,B0C66BGB6P,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"11,033",-219,-2%,Side Window Wind Deflectors & Visors,16,471,"3,000%","35,320",30%,74.99,17,69%,12.25,837,5.94%,4.40,28,2020-08-10,FBA,9,6,3,Spark Lines Inc,US,"公司名称：Spark Lines Inc
办公地址：
1 S Corporate Drive, Suite C
RIVERDALE
NJ
07457
US",FBA,,Y,,Y,,clim art rain guards,1.72 pounds,41.3 x 11.3 x 1.4 inches,2023-07-04
,B092PY8GXJ,Color: （black+black）with white button,JKCOVER,JKCOVER 2PCS Smart Key Fob Case Cover Compatible with 2019 2020 2021 2022 Chevrolet Chevy Silverado and GMC Sierra 1500 2500HD 3500HD Accessories Silicone Black Remote Key Chain Protector (5 Button),https://images-na.ssl-images-amazon.com/images/I/41f-qeDXMjS._AC_US200_.jpg,B09D2X88M9,Automotive:Interior Accessories:Key Shells,Automotive,"8,731","9,625",110%,Key Shells,130,467,-500%,"5,594",-5%,11.98,7,57%,3.40,"1,376",5.78%,4.60,27,2021-04-15,FBA,9,3,1,JKCOVER,CN,"公司名称：Guangzhou Songxianjun Trading Co.,LTD
办公地址：
鹤龙街鹤边五社通达创意园西区二横路1号7栋503室
广州市
白云区
广东
510000
CN",FBA,,Y,,Y,,Key Shells by JKCOVER,0.1 pounds,2.7 x 1.7 x 0.6 inches,2023-07-03
,B0BWRR4JW9,,JKCOVER,JKCOVER Bed Rail Stake Pocket Covers Compatible with Chevy Silverado/GMC Sierra 2500/3500HD(2020-2023 2024) Chevy Silverado/GMC Sierra 1500(2019-2024) Accessories Bed Rail Holes Covers Plugs(2PS),https://images-na.ssl-images-amazon.com/images/I/41vqvVDMGVL._AC_US200_.jpg,B0BWRR4JW9,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"9,633","1,263",13%,Truck Tonneau Covers,23,403,"2,200%","8,055",22%,19.99,4,66%,3.86,30,4.96%,4.40,20,2023-02-23,FBA,10,1,1,JKCOVER,CN,"公司名称：Guangzhou Songxianjun Trading Co.,LTD
办公地址：
鹤龙街鹤边五社通达创意园西区二横路1号7栋503室
广州市
白云区
广东
510000
CN",FBA,,Y,Y,Y,,Truck Tonneau Covers by JKCOVER,2.39 ounces,3.9 x 1.9 x 0.9 inches,2023-07-03
,B0B7KZN9VR,Color: Red,EDBETOS,"Full Size Center Console Organizer Tray Compatible with 2019-2022 Chevy Silverado/GMC Sierra 1500 and 2020-2022 2023 Silverado/Sierra 2500HD 3500HD Accessories -Full Console w/Bucket Seats ONLY, Red",https://images-na.ssl-images-amazon.com/images/I/51KlPr96esL._AC_US200_.jpg,B0B7KYG9VB,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"12,926","2,335",19%,Automotive Center Consoles,122,389,-700%,"13,222",-7%,33.99,,66%,6.39,38,0.77%,4.40,3,2022-07-25,FBA,9,2,1,,,,FBA,,Y,,Y,,Automotive Center Consoles by EDBETOS,1.32 pounds,13.07 x 11.14 x 2.64 inches,2023-07-03
,B08FMVWHX1,Size: For Silverado 1500 19-23,Goodyear,"Goodyear Shatterproof in-Channel Window Deflectors for Chevrolet (Chevy) Silverado/GMC Sierra 1500 2019-2023 Crew Cab,Rain Guards,Window Visors,Vent Deflector, Truck Accessories,4pcs- GY003415LP",https://images-na.ssl-images-amazon.com/images/I/51dQo2RNmXL._AC_US200_.jpg,B0C69PZKW6,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"15,174","-1,453",-10%,Side Window Wind Deflectors & Visors,22,385,"5,500%","30,796",55%,79.99,31,69%,12.67,919,6.75%,4.40,26,2020-08-10,FBM,9,6,1,Spark Lines Inc,US,"公司名称：Spark Lines Inc
办公地址：
1 S Corporate Drive, Suite C
RIVERDALE
NJ
07457
US",FBM,,Y,,Y,,goodyear window deflectors,2.14 pounds,41.9 x 12.1 x 1.8 inches,2023-07-04
,B07RXT7SXS,Color: Black,EDBETOS,EDBETOS Center Console Organizer Tray Compatible with Chevy Silverado 1500/GMC Sierra 1500 2019-2022 Accessories and 2020-2023 Silverado/Sierra 2500/3500 HD Armrest Box - Full Console w/Bucket Seats,https://images-na.ssl-images-amazon.com/images/I/5115TFHtPzL._AC_US200_.jpg,B08VJ3P4Z7,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"22,989","-3,497",-21%,Automotive Center Consoles,241,353,"4,300%","6,491",43%,18.39,23,54%,5.69,"2,011",3.68%,4.60,13,2019-05-15,FBA,9,4,1,BETOS INC,CN,公司名称：Guangzhou Bitusi Maoyi youxian gongsi,FBA,,,,Y,,,1.21 pounds,13.4 x 7.5 x 2.8 inches,2023-07-03
,B08548LD1V,,TN TrunkNets Inc,"Envelope Style Trunk Mesh Cargo Net for GMC Sierra 2013-2023, Automotive Exterior Accessories - Premium Car Trunk Storage Organizers, Cargo Bed Net for Pickup Truck, Smart Vehicle Storage Organizer",https://images-na.ssl-images-amazon.com/images/I/51ehwEVM1PL._AC_US200_.jpg,B08548LD1V,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Cargo Nets,Automotive,"16,411","1,089",7%,Automotive Cargo Nets,59,332,"1,200%","8,283",12%,24.95,18,63%,5.40,"1,334",4.52%,4.60,15,2020-02-23,FBA,8,1,2,TrunkNets Inc,US,公司名称：Trunknets LLC,FBA,,Y,,,,Automotive Cargo Nets by TN TrunkNets Inc,13.2 ounces,8.43 x 6.97 x 2.83 inches,2023-07-04
,B09WMFGQCS,Color: V1 Tray-Black,TOPINSTALL,"TOPINSTALL Center Console Organizer Compatible with 2007-2014 Chevy Silverado GMC Sierra Avalanche Tahoe Suburban Yukon Yukon XL Accessories, Truck Console Organizer Storage Full Size Tray",https://images-na.ssl-images-amazon.com/images/I/510j79ELqpL._AC_US200_.jpg,B0BBGHJWL8,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"17,657","4,720",27%,Automotive Center Consoles,181,307,-700%,"5,829",-7%,18.99,4,51%,6.39,198,6.51%,4.80,20,2022-03-27,FBA,10,3,1,TOPINSTALL,CN,"公司名称：GuangzhouRenliMaoyiYouxianGongsi
办公地址：
BaoyunQuHelongjieHebianTongdaChuanyiyuanXiquErhenglu1Hao7Hao
lou5Lou505fang
Guangzhoushi
Guangdongsheng
510000
CN",FBA,,,,Y,,,1.26 pounds,11.4 x 9.8 x 2.8 inches,2023-07-04
,B0BFWFJSWS,Size: 2019-2023 Silverado/GMC Sierra,Autorder,Autorder Custom Fit for Dashboard Cover Mat for 2019-2022 2023 Chevrolet Silverado/GMC Sierra 1500 2500 3500 Accessories Dash Mat Flannel Nonslip Dash Cover Sunshade Glare UV Rays Protector Black,https://images-na.ssl-images-amazon.com/images/I/51ruFeVrvML._AC_US200_.jpg,B0C5DF16FC,Automotive:Interior Accessories:Covers:Dash Covers,Automotive,"12,589","3,115",25%,Interior Dash Covers,20,306,"12,700%","8,837",127%,28.88,7,63%,6.39,239,6.54%,4.20,20,2022-09-19,FBA,10,9,1,Autorder-US,CN,"公司名称：Guangzhou Huadi Auto Supplies Co., Ltd.
办公地址：
均禾街清湖苏元庄街三横路1号一栋2楼201
广州市
白云区
广东省
510440
CN",FBA,,,,Y,,,1.17 pounds,11.1 x 8.39 x 4.29 inches,2023-07-04
,B07QP1H9V7,,Wheel Accessories Parts,Wheel Accessories Parts 24 Pcs 14mm 1.50 14x1.50 Thread Bulge Acorn 1.90&quot; Long Lug Nuts Chrome 3/4&quot; 19mm Hex Fits Chevy Silverado GMC Sierra 1500 2016+ Ford F 150 2019+ Ram 1500,https://images-na.ssl-images-amazon.com/images/I/41M+HLWTNxL._AC_US200_.jpg,B07QP1H9V7,Automotive:Tires & Wheels:Accessories & Parts:Lug Nuts & Accessories:Lug Nuts,Automotive,"38,264","-12,035",-31%,Wheel & Tire Lug Nuts,101,289,-500%,"6,993",-5%,24.20,13,59%,6.39,988,4.84%,4.50,14,2019-04-10,FBA,10,1,1,Wheel Accessories Parts,US,"公司名称：MAS Franchising Inc
电话号码：1-877-514-0889
办公地址：
2901 W MacArthur Blvd
111
Santa Ana
CA
92704
US",FBA,,,,Y,,,2.79 pounds,6.69 x 4.84 x 2.44 inches,2023-07-04
,B09448BZSG,Color: Balck,TACOBRO,TACORBO Center Console Organizer Tray for 2007-2014 GMC Sierra 2500 3500 Accessories Yukon XL Silverado 2500 3500 Suburban 1500 Tahoe / 07-13 GMC Sierra 1500 Chevy Silverado Suburban 2500 Avalanche,https://images-na.ssl-images-amazon.com/images/I/510FbyKbTCL._AC_US200_.jpg,B09DNZWJWQ,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"19,426","5,632",21%,Automotive Center Consoles,193,265,"-2,000%","4,767",-20%,17.99,5,51%,6.10,598,9.81%,4.80,26,2021-05-03,FBA,9,4,1,TACOBRO,CN,公司名称：chaozhou yibeimaoyi youxiangongsi,FBA,,,,Y,,,1.25 pounds,10.5 x 10 x 3 inches,2023-07-03
,B0892B2T2F,,JKCOVER,JKCOVER Compatible with (2014 2015 2016 2017 2018) Chevy Silverado/GMC Sierra， (2015-2020) Chevy Suburban/Tahoe/GMC Yukon Center Console Organizer Tray Accessories - Full Console w/Bucket Seats ONLY,https://images-na.ssl-images-amazon.com/images/I/51eq3vl6bNL._AC_US200_.jpg,B08XC2JZFZ,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"25,172","-10,976",-44%,Automotive Center Consoles,168,262,"2,900%","4,713",29%,17.99,6,53%,5.69,"1,268",6.49%,4.80,17,2020-06-20,FBA,9,1,1,JKCOVER,CN,"公司名称：Guangzhou Songxianjun Trading Co.,LTD
办公地址：
鹤龙街鹤边五社通达创意园西区二横路1号7栋503室
广州市
白云区
广东
510000
CN",FBA,,,,Y,,,1.1 pounds,13.43 x 7.52 x 2.72 inches,2023-07-04
,B09C5S84K7,Color: Black & Black with Red Button,PIMCAR,"PIMCAR Remote Silicone Protector Smart 5-Button Key Fob Case Cover Compatible with 2019-2023 Chevrolet Chevy Silverado and GMC Sierra 1500 2500HD 3500HD Accessories (Black with Red Button, 2PCS)",https://images-na.ssl-images-amazon.com/images/I/418ShVBr6+L._AC_US200_.jpg,B09HX4Z2BF,Automotive:Interior Accessories:Key Shells,Automotive,"36,092","-15,539",-43%,"Key Shells
Keychains","199
214",257,-200%,"3,081",-2%,11.99,6,57%,3.40,654,7.39%,4.60,19,2021-08-08,FBA,9,3,1,PIMCAR,CN,"公司名称：guangzhouhuangannamaoyiyouxiangongsi
办公地址：
鹤龙街鹤边通达创意园西区二横路1号7号楼5楼506
广州市
白云区
广东省
510000
CN",FBA,,Y,,Y,,Key Shells by PIMCAR,4.2 ounces,8.7 x 5.7 x 0.7 inches,2023-07-04
,B07R8G6H66,Size: Half-size | Color: Black,JOJOMARK,"JOJOMARK Center Console Organizer Tray fits for 2019-2022 GMC Sierra/Chevy Silverado 1500 Accessories, 2020-2021 2022 2023 Silverado/Sierra 2500 HD/3500 HD -Full Center Console Models Only",https://images-na.ssl-images-amazon.com/images/I/5161Z6hnMML._AC_US200_.jpg,B0C42T4VNB,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"23,037","-4,651",-20%,Automotive Center Consoles,221,255,300%,"4,816",3%,18.89,24,55%,5.69,"2,561",7.45%,4.60,19,2019-04-25,FBA,9,6,1,JOJOMARK,CN,"公司名称：Shenzhen LianTaiying electronic Technology Co.,LTD
办公地址：
红星社区
红星国际新城一期2-31D
深圳市
宝安区松岗街道
广东
518000
CN",FBA,,Y,,Y,,Automotive Center Consoles by JOJOMARK,1.19 pounds,"6.8""D x 12.5""W x 2.5""H",2023-07-04
,B0BFDL7SWZ,Size: Fit Full Console | Color: 2022-2023,Xipoo,"Xipoo Fit Chevrolet Silverado Wireless Charger 2022-2023 15W Fast Charging Wireless Charger Tray for 2022 2023 Chevy Silverado GMC Sierra 1500 2500HD 3500HD Accessories (Fit Full Console, 2022-2023)",https://images-na.ssl-images-amazon.com/images/I/51lpaq3INrL._AC_US200_.jpg,B09V1DW7HH,Automotive:Tools & Equipment:Garage & Shop:Electric Vehicle Charging Equipment:Charging Stations,Automotive,"18,298","5,533",30%,Automotive Center Consoles,184,253,"3,700%","43,007",37%,169.99,32,82%,5.69,55,1.19%,3.50,3,2022-09-14,FBA,9,8,1,Eureka 1,CN,"公司名称：Changzhouyuechicheliangpeijianyouxiangongsi
办公地址：
孟河镇汤家村委西潘23号
常州市
新北区
江苏省
213000
CN",FBA,,,,Y,,,1.41 pounds,11.54 x 8.54 x 2.72 inches,2023-07-04
,B0BJCY4DSN,Color: Black,PIMCAR,PIMCAR Compatible with 2014-2018 Chevy Silverado/GMC Sierra 1500 and 2015-2019 Chevy Silverado/GMC Sierra 2500 HD/3500 HD Center Console Organizer Storage Box Insert Tray Accessories,https://images-na.ssl-images-amazon.com/images/I/51RGvY8IXXL._AC_US200_.jpg,B0BVBLL9ZT,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"27,986","-7,280",-26%,Automotive Center Consoles,208,246,"-2,800%","5,901",-28%,23.99,3,61%,5.69,62,5.28%,4.90,13,2022-10-16,FBA,9,2,1,PIMCAR,CN,"公司名称：guangzhouhuangannamaoyiyouxiangongsi
办公地址：
鹤龙街鹤边通达创意园西区二横路1号7号楼5楼506
广州市
白云区
广东省
510000
CN",FBA,,Y,,Y,,Automotive Center Consoles by PIMCAR,14.7 ounces,11.26 x 8.74 x 2.68 inches,2023-07-03
,B09B4PMHBB,Color: Red,TACOBRO,"TACOBRO Center Console Organizer Compatible with 2014-2018 GMC Sierra 1500 /Chevy Silverado 1500 Accessories 2015-2020 Yukon XL/Tahoe Suburban Insert Tray Armrest Storage ABS Plastic, Red",https://images-na.ssl-images-amazon.com/images/I/51II9uMVsNL._AC_US200_.jpg,B09HZW1N7Q,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"22,737",-711,-3%,Automotive Center Consoles,233,236,"1,100%","4,009",11%,16.99,,47%,6.39,309,10.17%,4.70,24,2021-07-23,FBA,9,9,1,,,,FBA,,,,Y,,,1.1 pounds,13.35 x 10.51 x 2.83 inches,2023-07-03
,B0BNHB2898,Color: Black,Sinvanho,"Sinvanho Center Console Organizer Fit for Chevy Chevrolet Silverado/GMC Sierra 2014 2015 2016 2017 2018 2019 1500/2500/3500HD Storage Tray Box Truck Accessories, Full Console w/Bucket Seats Only",https://images-na.ssl-images-amazon.com/images/I/51RRR++kdXL._AC_US200_.jpg,B0BYSMPGH5,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"35,299","-1,288",-4%,Automotive Center Consoles,340,232,"-2,300%","5,797",-23%,24.99,4,62%,5.69,107,5.60%,4.80,13,2022-12-24,FBA,9,4,1,Yize-us,CN,"公司名称：Shenzhen Yize Keji Youxian Gongsi
办公地址：
大浪街道浪口社区
华霆路78号2栋厂房5层东
深圳市
龙华区
广东省
518000
CN",FBA,,Y,,Y,,Automotive Center Consoles by Sinvanho,0.88 pounds,10.9 x 8.3 x 2.1 inches,2023-07-04
,B0BCPSSVM4,Color: 2019-2023 Silverado/Sierra(balck),DIAMOOKY,"Center Console Organizer for 2019-2022 Chevy Silverado/GMC Sierra 1500 and 2020-2023 Silverado/Sierra 2500HD/3500HD Interior Accessories, Armrest Tray Full-Size (Full Console w/Bucket Seats ONLY)",https://images-na.ssl-images-amazon.com/images/I/51cXgXxiMjL._AC_US200_.jpg,B0BVQQH6H7,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"37,769","-10,942",-29%,Automotive Center Consoles,389,230,-300%,"6,897",-3%,29.99,5,61%,7.33,89,4.35%,4.70,10,2022-08-31,FBA,9,4,1,Hengxiangyuan US,CN,"公司名称：shen zhen shi hengxiangyuan ke ji you xian gong si
办公地址：
坂田街道大发埔社区大发路27号龙壁工业区3栋101
深圳市
龙岗区
广东省
518000
CN",FBA,,Y,,Y,,Automotive Center Consoles by DIAMOOKY,1.46 pounds,13.03 x 11.22 x 3.11 inches,2023-07-04
