主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B00SVYKAVQ,,Husky Liners,"Husky Liners | Weatherbeater | Fits 2015 - 2023 Ford F-150, 2022 - 2023 F-150 Lightning, 17-20 Ford F-250/F-350, 2018 Ford F 450 (Crew Cabs, Supercrew, Full Coverage) | Second Row Liner, Black | 19371",https://images-na.ssl-images-amazon.com/images/I/31C1DMWjWuL._AC_US200_.jpg,B00SVYKAVQ,Automotive:Interior Accessories:Floor Mats & Cargo Liners:Floor Mats,Automotive,"60,252","-27,031",-45%,Automotive Floor Mats,386,210,"1,900%","16,797",19%,79.99,44,51%,27.37,961,5.24%,4.80,11,2015-01-27,AMZ,9,1,5,Amazon,US,"公司名称：The Wholesale House, Inc.
电话号码：419-542-7739
办公地址：
503 W High St
Hicksville
Ohio
43526-1037
US",AMZ,,Y,,Y,,Automotive Floor Mats by Husky Liners,9 pounds,"36.5""L x 4""W x 30.5""Th",2023-07-04
,B09B75FZ35,Size: Ford F150 Console Organizer,Ecarzo,Ecarzo Center Console Organizer Fits for 2021 2022 2023 Ford F150 Lightning Console Tray Storage Box Accessories (Full Console w/Bucket Seats ONLY),https://images-na.ssl-images-amazon.com/images/I/51RquL1rjPL._AC_US200_.jpg,B0C7BGHW36,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"36,367","3,751",10%,Automotive Center Consoles,374,167,200%,"3,839",2%,22.99,10,58%,6.10,253,6.59%,4.30,11,2021-06-28,FBA,10,2,1,Ecarzo US,CN,"公司名称：YE SI
办公地址：
Babu District Xinxing Community
Baoquan Lane No. 67,
Hezhou
Guangxi
542800
CN",FBA,,,,Y,,,1.59 pounds,13.15 x 11.54 x 2.17 inches,2023-07-04
,B07NSKM24B,,Syneticusa,Syneticusa Retractable Hard Tonneau Cover Fits 2004-2023 Ford F-150 (incl. Raptor/Lightning) 5’6” (67”) Truck Bed Matte Black Aluminum Waterproof,https://images-na.ssl-images-amazon.com/images/I/41a9qIEeIYL._AC_US200_.jpg,B07NSKM24B,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"94,935","-7,812",-8%,Truck Tonneau Covers,103,116,-300%,"98,598",-3%,849.99,167,85%,2.70,580,6.03%,4.60,7,2019-02-24,FBM,9,1,1,DT Trading Inc,US,"公司名称：DT Trading Inc
电话号码：626-360-5034",FBM,,Y,,Y,,Truck Tonneau Covers by Syneticusa,,,2023-07-04
,B094QV23J9,Style: X-act Contour,Husky Liners,"Husky Liners — X-ACT Contour | 2021 - 2023 Ford F-150 SuperCrew (Includes 22-23 Lightning Models) with Fold Flat Under seat Storage Box, Front &amp; 2nd Seat Floor Mats, Black, 3 pc. | 53468",https://images-na.ssl-images-amazon.com/images/I/41Au2E9RTSL._AC_US200_.jpg,B0BKRBPHQ1,Automotive:Interior Accessories:Floor Mats & Cargo Liners:Floor Mats,Automotive,"35,527","15,728",44%,Automotive Floor Mats,303,96,-400%,"16,411",-4%,170.95,,71%,24.43,54,4.17%,4.60,4,2021-05-11,AMZ,9,2,6,Amazon,US,"公司名称：Plexon, Inc.
电话号码：718-732-3888
办公地址：
1992 Morris Ave
Suite 304
Union
NJ
07083
US",AMZ,,,,Y,,,14 pounds,33 x 26 x 5 inches,2023-07-04
,B08PCC6K2Y,,TN TrunkNets Inc,Truck Bed Envelope Style Mesh Cargo Net for Ford F 150 2015-2023 - Car Accessories - Premium Organizer and Storage - Cargo Net for Pickup - Vehicle Carrier Organizer for Ford F-150 Lightning,https://images-na.ssl-images-amazon.com/images/I/51q5a8CX8nL._AC_US200_.jpg,B08PCC6K2Y,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Cargo Nets,Automotive,"36,355","48,525",133%,Automotive Cargo Nets,141,83,900%,"2,070",9%,24.95,3,68%,4.24,388,4.82%,4.30,4,2020-11-29,FBA,7,1,2,TrunkNets Inc,US,"公司名称：Trunknets LLC
办公地址：
151 Calle de San Francisco
Ste 200 PMB 5236
SAN JUAN
PR
00901
US",FBA,,Y,,,,Automotive Cargo Nets by TN TrunkNets Inc,10.8 ounces,6.93 x 5.75 x 2.36 inches,2023-07-03
,B00R6M00DM,,Bedrug,"Bedrug Classic Bed Mat | 2015 - 2023 Ford F-150 67.1 Bed (Includes 22 - 23 Lightning Models, Spray-In or No Bed Liner), Charcoal Grey | BMQ15SCS",https://m.media-amazon.com/images/I/41UMYM-gevL._AC_US200_.jpg,B00R6M00DM,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Truck Bed Mats,Automotive,"43,596","21,286",41%,Truck Bed Mats,27,81,-600%,"13,608",-6%,168.00,35,59%,44.25,327,7.41%,4.70,6,2014-12-21,AMZ,9,1,5,Amazon,US,"公司名称：Max n Company LLC
办公地址：
30190 US Highway 19N Ste #1260
Clearwater
FL
33761
US",AMZ,,Y,,Y,,Truck Bed Mats by Bedrug,8 pounds,69 x 12 x 12 inches,2023-07-01
,B0BX97BW4N,Style: Stand Envelope Net,BestEvMod,BestEvMod for F-150 Lightning Envelope Style Front Trunk Frunk Cargo Net Extra Strong Hook Stretchable Elastic Mesh Compatible with 2023 2022 Ford F-150 Lightning Accessories (Stand Envelope Net),https://m.media-amazon.com/images/I/51Q9mJgkYGL._AC_US200_.jpg,B0BX954VMX,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Cargo Nets,Automotive,"126,892","83,322",127%,Automotive Cargo Nets,381,76,"4,200%","1,519",42%,19.99,,64%,4.24,9,7.89%,5.00,6,2023-03-01,FBA,9,2,1,BestEvMod,CN,"公司名称：guangzhoushihuangxiaojingkejiyouxiangongsi
办公地址：
黄埔大道中336号
第六层E98
广州
天河
广东
510655
CN",FBA,,,,Y,,,6.7 ounces,7.05 x 7.01 x 1.93 inches,2023-07-03
,B083ZQJ71D,Size: iArmor Pocket Steps | Color: Black,APS,APS Stainless Steel Pocket Steps Running Boards Side Bars Compatible with Ford F150 2015-2023 SuperCrew Cab &amp; F150 Lightning 2022-2023 &amp; F-250 F-350 Super Duty 2017-2022 Crew Cab,https://images-na.ssl-images-amazon.com/images/I/31MUr5Rb0EL._AC_US200_.jpg,B089Q53FHM,Automotive:Exterior Accessories:Running Boards & Steps:Running Boards,Automotive,"52,090","166,826",320%,Running Boards,31,76,"4,600%","18,996",46%,249.95,26,68%,41.73,276,2.63%,4.60,2,2019-07-26,FBM,9,3,1,AutoMaxStyling,US,"公司名称：APS AUTO PARTS SPECIALIST INC
电话号码：866-633-0839
办公地址：
100 E. MAIN ST.
ONTARIO
CA
91761
US",FBM,,,,Y,,,500 Pounds,88 x 11 x 7 inches,2023-07-04
,B01LWZBCUD,,Husky Liners,"Husky Liners Weatherbeater | Fits 2022 - 2023 Ford F - 150 Lightning, 2021 - 2023 Ford F - 150, 2017 - 2022 F - 250, F - 350, F - 450 (Supercrew, Crew Cab) | Second Row Liner, Black | 14401",https://m.media-amazon.com/images/I/31fKr7ZvpnL._AC_US200_.jpg,B01LWZBCUD,Automotive:Interior Accessories:Floor Mats & Cargo Liners:Floor Mats,Automotive,"41,983","-14,982",-26%,Automotive Floor Mats,331,70,-900%,"5,599",-9%,79.99,,59%,21.07,57,1.43%,4.70,1,2016-09-23,AMZ,9,1,5,Amazon,US,"公司名称：Max n Company LLC
办公地址：
30190 US Highway 19N Ste #1260
Clearwater
FL
33761
US",AMZ,,,,Y,,,6.4 pounds,"33""L x 26""W x 4""Th",2023-07-01
,B0B56ZH79W,"Size: 5'5""Bed",Toptiny,Toptiny Hard Folding Truck Bed Tonneau Cover | HTF016 | Fits 2015-2023 Ford F150 | F150 Lightning 5'5&quot;Bed (66&quot;),https://m.media-amazon.com/images/I/51iuUabnsgL._AC_US200_.jpg,B0BRQW1CTZ,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"188,660","-6,077",-11%,Truck Tonneau Covers,501,69,"16,400%","33,806",164%,489.95,,78%,34.51,12,4.35%,4.60,3,2021-08-23,FBM,9,2,1,TRUCKPRO,US,公司名称：EZAUTONYC,FBM,,,,Y,,,60 pounds,,2023-07-03
,B0BN1CKS78,Size: 5.5 Bed (2015-2023) | Color: M-Series,Bestwyll,"Bestwyll Truck Bed Cover, Retractable Tonneau Cover, Compatible with 2015-2023 Ford F-150 (incl. Raptor/Lightning) 5.5 Ft Bed",https://images-na.ssl-images-amazon.com/images/I/51pviIzQrpL._AC_US200_.jpg,B0BRQJPFZ9,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"35,480","171,898",484%,Truck Tonneau Covers,249,65,"13,600%","51,999",136%,799.99,26,77%,62.31,6,1.54%,4.20,1,2022-11-26,FBM,9,4,1,Bestwyll,CN,"公司名称：Foshan Wuyingtui Trading Co. , Ltd.
办公地址：
容桂街道高黎社区尚湖路1号风情尚庭5栋115室
佛山市
顺德区
广东省
528306
CN",FBM,,,,Y,,,103.8 pounds,70 x 15 x 13 inches,2023-07-04
,B0B685Z51S,Color: Retro Grey,BestEvMod,BestEvMod for F-150 Lightning Accessories Storage Box Organizer Center Console Tray Compatible with Ford F150 F-150 Lightning 2022 2023 (Retro Grey),https://m.media-amazon.com/images/I/41-H0v83VGL._AC_US200_.jpg,B0B684XN7Z,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"234,445","-36,289",-33%,Automotive Center Consoles,1833,54,"1,500%","1,349",15%,24.99,,59%,6.39,31,5.56%,4.80,3,2022-07-10,FBA,9,2,1,BestEvMod,CN,"公司名称：guangzhoushihuangxiaojingkejiyouxiangongsi
办公地址：
黄埔大道中336号
第六层E98
广州
天河
广东
510655
CN",FBA,,Y,,Y,,Automotive Center Consoles by BestEvMod,1.4 pounds,"12""D x 2""W x 11""H",2023-06-30
,B09KLR2974,,PIMCAR,PIMCAR Center Console Organizer Compatible with Ford F150 2021 2022 2023 and F150 Lightning 2022 Armrest Insert Accessories ABS Tray Pallet Storage Box Container,https://m.media-amazon.com/images/I/51CMOpI-5uL._AC_US200_.jpg,B09KLR2974,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"87,365","214,895",369%,Automotive Center Consoles,770,50,"5,500%",849,55%,16.99,4,57%,4.75,66,6.00%,4.10,3,2021-11-04,FBA,10,1,1,PIMCAR,CN,"公司名称：guangzhouhuangannamaoyiyouxiangongsi
办公地址：
鹤龙街鹤边通达创意园西区二横路1号7号楼5楼506
广州市
白云区
广东省
510000
CN",FBA,,,,Y,,,10.2 ounces,"13.1""L x 4.7""W x 2.24""H",2023-06-30
,B0721VT99M,,APS,APS iArmor Steel Off-Road Steps Armor Compatible with Ford F150 2015-2023 SuperCrew Cab &amp; F150 Lightning 2022-2023 &amp; F-250 F-350 Super Duty 2017-2022 Crew Cab (Nerf Bars Side Steps),https://m.media-amazon.com/images/I/41OR1ifcOSL._AC_US200_.jpg,B0721VT99M,Automotive:Exterior Accessories:Running Boards & Steps:Running Boards,Automotive,"174,661","-12,429",-15%,Running Boards,338,48,-300%,"10,557",-3%,219.95,8,67%,40.47,100,2.08%,4.50,1,2017-06-14,FBM,9,1,1,AutoMaxStyling,US,"公司名称：APS AUTO PARTS SPECIALIST INC
电话号码：866-633-0839
办公地址：
100 E. MAIN ST.
ONTARIO
CA
91761
US",FBM,,,,Y,,,49.9 pounds,88.58 x 11.42 x 7.09 inches,2023-07-02
,B0B52N6K1W,,MX Auto,MX Auto Customizable Center Console Organizer &amp; Storage-Fits (2021-2024) Ford F150 | (2022-2024) Raptor &amp; Lightning | (2023-24) F250 &amp; F350 - Interior Accessories Armrest &amp; Middle Glovebox Organizer,https://images-na.ssl-images-amazon.com/images/I/51hw+pO0ADL._AC_US200_.jpg,B0B52N6K1W,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"152,266","-52,631",-35%,Automotive Center Consoles,2324,46,"-4,700%","2,113",-47%,45.95,,69%,7.49,28,4.35%,4.10,2,2022-06-23,FBM,10,1,1,MX AUTO,US,"公司名称：Matt Besley
办公地址：
3141 Tiger Run Court
Suite 111
Carlsbad
CA
92010
US",FBM,,,,Y,,,2 pounds,5 x 13 x 9 inches,2023-06-27
,B0BPSBBT4F,,AUXKO,Auxko All Weather Floor Mats Fits for Ford F150 Supercrew 2021-2023(Include Lightning 22-23)(Only Bench Seat w/Under Seat Storage) TPE Rubber Liners Accessoires Odorless Mats,https://m.media-amazon.com/images/I/41RLRSxpjhL._AC_US200_.jpg,B0C6JQ7KF2,Automotive:Interior Accessories:Floor Mats & Cargo Liners:Floor Mats,Automotive,"77,272","-37,073",-21%,Automotive Floor Mats,659,39,"220,000%","4,484",2200%,114.99,3,62%,26.95,71,0.00%,4.30,69,2022-12-12,FBA,9,1,2,Auxko,CN,"公司名称：shanghai fushen information technology co., ltd
办公地址：
沽源路110弄15号211-242室
上海
虹口区
200434
CN",FBA,,,,Y,,,6.6 pounds,"29""L x 21""W x 0.15""Th",2023-07-03
,B0BZ1C3F29,,TN TrunkNets Inc,Frunk Middle Mesh Cargo Net for Ford F-150 Lightning Pro XLT Lariat 2022-2023 - Premium Frunk Organizer and Storage - Luggage Net for Pickup Truck - Best Car Organizer for Ford F-150 Lightning,https://m.media-amazon.com/images/I/51Q0G1kFkPL._AC_US200_.jpg,B0BZ1C3F29,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Cargo Nets,Automotive,"234,217","116,764",67%,Automotive Cargo Nets,565,39,"86,700%",778,867%,19.95,,64%,4.24,1,0.00%,5.00,0,2023-03-19,FBA,7,1,2,TrunkNets Inc,US,"公司名称：Trunknets LLC
办公地址：
151 Calle de San Francisco
Ste 200 PMB 5236
SAN JUAN
PR
00901
US",FBA,,,,,,,7.4 ounces,6.93 x 6.1 x 2.09 inches,2023-06-30
,B071RFVNYZ,,Bedrug,"Bedrug XLT Bed Mat | 2015 - 2023 Ford F-150 67.1 Bed (Includes 22 - 23 Lightning Models), Charcoal Grey | XLTBMQ15SCS",https://m.media-amazon.com/images/I/51pmX9YERpL._AC_US200_.jpg,B071RFVNYZ,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Truck Bed Mats,Automotive,"233,396","54,913",41%,Truck Bed Mats,110,35,"28,700%","7,350",288%,210.00,21,64%,43.83,153,2.86%,4.50,1,2017-04-20,AMZ,9,1,5,Amazon,US,"公司名称：CAO Sales
办公地址：
10930 Endeavour Way
Ste E
Seminole
FL
33777
US",AMZ,,Y,,Y,,Truck Bed Mats by Bedrug,8 pounds,69 x 11.5 x 11.5 inches,2023-07-01
,B0713M87GJ,Color: Gloss Black,TAC TRUCK ACCESSORIES COMPANY,TAC Side Steps Fit 2015-2023 Ford F150 SuperCrew Cab &amp; 2022-2023 F150 Lightning EV |2017-2023 F250/350/450/550 Super Duty Crew Cab Truck Pickup 3&quot; Black Nerf Bars Running Boards 2Pcs,https://m.media-amazon.com/images/I/31xUxGlTFUL._AC_US200_.jpg,B0BSN2ZPSL,Automotive:Exterior Accessories:Running Boards & Steps:Running Boards,Automotive,"211,939","-1,257",-1%,Running Boards,432,32,"3,600%","5,743",36%,179.49,75,60%,44.67,605,6.25%,4.70,2,2016-10-24,FBM,9,3,2,TSS_USA,US,"公司名称：California
办公地址：
1746 TARA WAY
SAN MARCOS
CA
92078
US",FBM,,,,Y,,,51.7 Pounds,88 x 12 x 8 inches,2023-06-28
,B0C3W8RJ26,,Flowkottu,Retractable Hard Truck Bed Tonneau Cover Fits 2004-2023 Ford F-150 5.5-5.6 FT Bed (incl. Lightning/Raptor) by Flowkottu…,https://m.media-amazon.com/images/I/51goHVgkAKL._AC_US200_.jpg,B0C3W8RJ26,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"182,602","-29,310",-20%,Truck Tonneau Covers,489,30,"100,000%","22,499",1000%,749.98,,76%,68.19,3,3.33%,4.40,1,2023-04-27,FBM,9,1,1,Flowkottu Tonneau Bed Cover,CN,"公司名称：foshanshifoluoketuqichepeijianyouxiangongsi
办公地址：
里水镇河村巫庄南路1号厂房5楼（住所申报)
佛山市
南海区
广东省
528241
CN",FBM,,,,Y,,,118 pounds,69.69 x 14.96 x 13.78 inches,2023-07-03
,B07QFSP9H3,Size: Star Armor,Tyger Auto,Tyger Auto 6.6&quot; Blade Running Boards Compatible with 2015-2023 Ford F-150; 2022-2023 F-150 Lightning; 2017-2022 F-250 F-350 Super Duty | Supercrew Cab | TG-BL8F7198 | Side Step Nerf Bars,https://m.media-amazon.com/images/I/410obaga40L._AC_US200_.jpg,B0C7LZMSR6,Automotive:Exterior Accessories:Running Boards & Steps:Running Boards,Automotive,"118,250","162,939",138%,Running Boards,203,28,"-4,600%","11,172",-46%,399.00,37,45%,158.49,557,0.00%,4.80,0,2019-02-12,AMZ,10,2,2,Amazon,US,"公司名称：Tyger Auto Inc.
电话号码：866-340-3038
办公地址：
1313 E. Maple Street
STE 201-565
BELLINGHAM
WA
98225
US",AMZ,,,,Y,,,300 Pounds,85.82 x 10.59 x 12.16 inches,2023-07-01
,B0C3PTL45V,Size: 18 Feet,PRIMECOM,PRIMECOM 80 Amp 20X Faster 22KW 220Volt Level-2 18ft to 50ft Cord Lengths Smart Electric Vehicle EV Charging Station Ford Transit F-150 Lightning Lucid Air Polestar TeslaXS Taycan (18 Feet),https://m.media-amazon.com/images/I/51QWsr71BwL._AC_US200_.jpg,B0C3PB68R6,Automotive:Tools & Equipment:Garage & Shop:Electric Vehicle Charging Equipment:Charging Stations,Automotive,"183,736","-186,363",-62%,Electric Vehicle Charging Stations,221,26,"30,000%","32,474",300%,"1,249.00",,84%,16.45,2,0.00%,5.00,0,2023-04-25,FBA,7,5,1,PRIMECOM . TECH,US,"公司名称：Primecom Technolgies LLC
电话号码：408-598-3300
办公地址：
3303 Harbor Blvd. STE C11
Costa Mesa
CA
92626
US",FBA,,,,Y,,,16.02 pounds,1.97 x 3.15 x 7.87 inches,2023-07-03
