国家/地区,集团,整车厂/品牌,车种,级别,车型,动力总成,202301,202302,202303,202304,202305,202306,,
荷兰,Ferrari,Ferrari (2021-),Cars,F,Portofino,ICE,1,1,1,0,0,0,-,-
荷兰,Ferrari,Ferrari (2021-),Cars,F,Roma,ICE,-,1,0,0,3,1,-,-
荷兰,Ferrari,Ferrari (2021-),Cars,F,SF90 Stradale,PHV,4,4,3,1,5,1,-,-
荷兰,Aston Martin,Aston Martin (2008-),Cars,F,DB11 (Aston Martin (2008-)),ICE,-,2,0,0,1,0,-,-
荷兰,Aston Martin,Aston Martin (2008-),Cars,F,DBS (Aston Martin (2008-)),ICE,-,-,-,-,1,0,-,-
荷兰,Aston Martin,Aston Martin (2008-),Cars,F,Vantage (Aston Martin (2008-)),ICE,2,1,0,0,2,0,-,-
荷兰,Aston Martin,Aston Martin (2008-),Cars,SUV-E,DBX (Aston Martin (2008-)),ICE,4,3,0,0,2,0,-,-
荷兰,上海汽车工业(集团)总公司,MG (2006-),Cars,C,MG 4,EV,25,115,142,94,248,497,-,-
荷兰,上海汽车工业(集团)总公司,MG (2006-),Cars,C,MG-5,EV,23,46,143,18,75,252,-,-
荷兰,上海汽车工业(集团)总公司,MG (2006-),Cars,SUV-C,MG ZS SUV,EV,28,67,154,35,228,541,-,-
荷兰,上海汽车工业(集团)总公司,MG (2006-),Cars,SUV-D,MG HS,PHV,2,76,55,3,5,58,-,-
荷兰,上海汽车工业(集团)总公司,MG (2006-),Cars,SUV-D,MG MARVEL R,EV,28,23,18,5,4,26,-,-
荷兰,小鹏汽车 (XPeng),小鹏汽车,Cars,D,XPeng P5,EV,1,0,0,0,0,0,-,-
荷兰,蔚来汽车 (NIO),蔚来汽车,Cars,D,NIO ET5,EV,-,-,5,6,13,12,-,-
荷兰,蔚来汽车 (NIO),蔚来汽车,Cars,E,NIO ET7,EV,2,1,6,5,4,6,-,-
荷兰,蔚来汽车 (NIO),蔚来汽车,Cars,SUV-D,NIO EL7,EV,8,3,4,6,6,4,-,-
荷兰,其他中小整车集团,爱驰汽车(Aiways),Cars,SUV-D,U5,EV,-,-,7,20,41,1,-,-
荷兰,其他中小整车集团,Lucid Motors,Cars,E,Lucid Air,EV,8,4,0,0,2,5,-,-
荷兰,其他中小整车集团,Morgan,Cars,E,Morgan +4,ICE,-,-,3,0,0,0,-,-
荷兰,其他中小整车集团,Morgan,Cars,E,Morgan Plus 6,ICE,-,-,2,1,0,0,-,-
荷兰,其他中小整车集团,Other,Cars,不可分级,N/A,N/A,176,169,228,318,254,237,-,-
奥地利,大众集团,大众,Cars,A,up!,EV,0,0,1,0,0,0,-,-
奥地利,大众集团,大众,Cars,A,up!,ICE,6,26,32,33,33,53,-,-
奥地利,大众集团,大众,Cars,B,Polo,ICE,588,99,202,320,140,371,-,-
奥地利,大众集团,大众,Cars,C,Golf,PHV,62,76,50,52,53,81,-,-
奥地利,大众集团,大众,Cars,C,Golf,ICE,370,395,508,292,366,333,-,-
奥地利,大众集团,大众,Cars,C,ID.3,EV,52,87,156,129,121,232,-,-
奥地利,大众集团,大众,Cars,D,Arteon,PHV,3,6,5,3,3,3,-,-
奥地利,大众集团,大众,Cars,D,Arteon,ICE,8,10,9,5,9,8,-,-
奥地利,大众集团,大众,Cars,D,Passat (Santana),PHV,3,1,2,9,4,2,-,-
奥地利,大众集团,大众,Cars,D,Passat (Santana),ICE,176,89,159,130,106,225,-,-
奥地利,大众集团,大众,Cars,SUV-C,ID.4,EV,133,170,233,233,242,227,-,-
奥地利,大众集团,大众,Cars,SUV-C,T-Cross,ICE,274,166,348,146,258,173,-,-
奥地利,大众集团,大众,Cars,SUV-C,T-Roc,ICE,170,198,259,235,502,382,-,-
奥地利,大众集团,大众,Cars,SUV-C,Taigo,ICE,375,160,286,122,122,166,-,-
奥地利,大众集团,大众,Cars,SUV-C,Tiguan,PHV,1,20,49,50,30,78,-,-
奥地利,大众集团,大众,Cars,SUV-C,Tiguan,ICE,305,301,363,258,239,218,-,-
奥地利,大众集团,大众,Cars,SUV-D,ID.5,EV,32,46,60,73,70,41,-,-
奥地利,大众集团,大众,Cars,SUV-E,Touareg,PHV,11,3,3,2,8,37,-,-
奥地利,大众集团,大众,Cars,SUV-E,Touareg,ICE,16,7,3,10,8,6,-,-
奥地利,大众集团,大众,Cars,MPV,Caddy (2020-),ICE,247,315,397,291,406,407,-,-
奥地利,大众集团,大众,Cars,MPV,ID.Buzz,EV,103,48,25,9,13,23,-,-
奥地利,大众集团,大众,Cars,MPV,Sharan,ICE,2,0,0,0,0,0,-,-
奥地利,大众集团,大众,Cars,MPV,Touran,ICE,57,66,79,81,120,110,-,-
奥地利,大众集团,大众,Cars,不可分级,Crafter,ICE,4,7,1,5,3,2,-,-
奥地利,大众集团,大众,Cars,不可分级,VW Kombi,ICE,88,124,195,230,176,239,-,-
奥地利,大众集团,大众,Cars,不可分级,VW Transporter,PHV,53,50,79,61,76,76,-,-
奥地利,大众集团,大众,Light Trucks,MPV,Caddy (2020-),ICE,152,138,254,113,123,175,-,-
奥地利,大众集团,大众,Light Trucks,MPV,ID.Buzz,EV,1,0,12,1,78,34,-,-
奥地利,大众集团,大众,Light Trucks,不可分级,Crafter,EV,0,0,0,0,14,0,-,-
奥地利,大众集团,大众,Light Trucks,不可分级,Crafter,ICE,81,96,159,102,89,131,-,-
奥地利,大众集团,大众,Light Trucks,不可分级,VW Transporter,ICE,177,218,402,311,297,396,-,-
奥地利,大众集团,奥迪,Cars,B,Audi A1,ICE,41,72,167,41,74,135,-,-
奥地利,大众集团,奥迪,Cars,C,Audi A3,PHV,40,57,123,43,55,70,-,-
奥地利,大众集团,奥迪,Cars,C,Audi A3,ICE,102,108,226,142,150,189,-,-
奥地利,大众集团,奥迪,Cars,D,Audi A4,Mild HV,91,129,82,194,107,184,-,-
奥地利,大众集团,奥迪,Cars,D,Audi A4,ICE,2,0,3,4,15,0,-,-
奥地利,大众集团,奥迪,Cars,D,Audi A4,N/A,50,10,28,6,31,16,-,-
奥地利,大众集团,奥迪,Cars,D,Audi A5,Mild HV,14,14,14,15,16,16,-,-
奥地利,大众集团,奥迪,Cars,D,Audi A5,ICE,1,0,4,0,1,2,-,-
奥地利,大众集团,奥迪,Cars,D,Audi A5,N/A,5,8,10,7,10,18,-,-
奥地利,大众集团,奥迪,Cars,D,TT,ICE,4,4,7,15,4,8,-,-
奥地利,大众集团,奥迪,Cars,E,Audi A6,Mild HV,35,28,55,50,49,127,-,-
奥地利,大众集团,奥迪,Cars,E,Audi A6,PHV,37,31,58,80,57,86,-,-
奥地利,大众集团,奥迪,Cars,E,Audi A7,Mild HV,0,0,1,1,0,2,-,-
奥地利,大众集团,奥迪,Cars,E,Audi A7,PHV,2,1,0,2,2,0,-,-
奥地利,大众集团,奥迪,Cars,E,Audi e-tron GT,EV,34,11,4,5,10,7,-,-
奥地利,大众集团,奥迪,Cars,F,Audi A8,Mild HV,0,0,3,0,5,1,-,-
奥地利,大众集团,奥迪,Cars,F,Audi A8,PHV,2,1,2,2,5,7,-,-
奥地利,大众集团,奥迪,Cars,F,Audi A8,ICE,1,1,1,2,1,1,-,-
奥地利,大众集团,奥迪,Cars,F,Audi R8,ICE,0,0,1,0,0,1,-,-
奥地利,大众集团,奥迪,Cars,SUV-C,Audi Q2,ICE,10,13,43,39,47,72,-,-
奥地利,大众集团,奥迪,Cars,SUV-C,Audi Q3,PHV,53,32,31,15,14,28,-,-
奥地利,大众集团,奥迪,Cars,SUV-C,Audi Q3,ICE,210,183,341,131,164,270,-,-
奥地利,大众集团,奥迪,Cars,SUV-C,Audi Q4 e-tron,EV,170,186,185,206,321,159,-,-
奥地利,大众集团,奥迪,Cars,SUV-D,Audi Q5,Mild HV,168,96,77,50,103,123,-,-
奥地利,大众集团,奥迪,Cars,SUV-D,Audi Q5,PHV,16,33,84,19,39,45,-,-
奥地利,大众集团,奥迪,Cars,SUV-E,Audi Q7,Mild HV,19,27,23,23,20,17,-,-
奥地利,大众集团,奥迪,Cars,SUV-E,Audi Q7,PHV,5,5,7,5,5,26,-,-
奥地利,大众集团,奥迪,Cars,SUV-E,Audi Q7,ICE,3,1,8,5,3,0,-,-
奥地利,大众集团,奥迪,Cars,SUV-E,Audi Q8,Mild HV,62,75,61,39,46,36,-,-
奥地利,大众集团,奥迪,Cars,SUV-E,Audi Q8,PHV,38,13,47,27,44,67,-,-
奥地利,大众集团,奥迪,Cars,SUV-E,Audi Q8,ICE,0,0,1,3,0,3,-,-
奥地利,大众集团,奥迪,Cars,SUV-E,Audi e-tron,EV,33,57,70,59,93,107,-,-
奥地利,大众集团,斯柯达 (Skoda),Cars,B,Fabia,ICE,368,226,368,222,242,214,-,-
奥地利,大众集团,斯柯达 (Skoda),Cars,C,Octavia (Laura),PHV,23,23,29,20,26,24,-,-
奥地利,大众集团,斯柯达 (Skoda),Cars,C,Octavia (Laura),ICE,442,520,751,475,728,731,-,-
奥地利,大众集团,斯柯达 (Skoda),Cars,C,Skoda SCALA,ICE,76,34,103,77,67,78,-,-
奥地利,大众集团,斯柯达 (Skoda),Cars,D,Skoda Superb,PHV,4,5,4,6,9,0,-,-
奥地利,大众集团,斯柯达 (Skoda),Cars,D,Skoda Superb,ICE,140,99,167,106,114,197,-,-
奥地利,大众集团,斯柯达 (Skoda),Cars,SUV-C,Kamiq,ICE,270,163,378,154,181,126,-,-
奥地利,大众集团,斯柯达 (Skoda),Cars,SUV-C,Karoq,ICE,366,244,380,215,236,318,-,-
奥地利,大众集团,斯柯达 (Skoda),Cars,SUV-C,Kodiaq,ICE,190,116,271,155,224,251,-,-
奥地利,大众集团,斯柯达 (Skoda),Cars,SUV-D,Enyaq iV,EV,133,236,241,220,261,376,-,-
奥地利,大众集团,SEAT,Cars,B,Ibiza,ICE,391,192,316,197,305,326,-,-
奥地利,大众集团,SEAT,Cars,C,CUPRA Born,EV,253,222,276,254,244,216,-,-
奥地利,大众集团,SEAT,Cars,C,Leon,PHV,63,53,136,85,161,134,-,-
奥地利,大众集团,SEAT,Cars,C,Leon,ICE,107,58,136,216,319,332,-,-
奥地利,大众集团,SEAT,Cars,SUV-B,Arona,ICE,547,221,345,229,292,266,-,-
奥地利,大众集团,SEAT,Cars,SUV-C,Ateca,ICE,606,300,360,195,323,372,-,-
奥地利,大众集团,SEAT,Cars,SUV-C,CUPRA Formentor,PHV,5,68,64,27,41,28,-,-
奥地利,大众集团,SEAT,Cars,SUV-C,CUPRA Formentor,ICE,188,113,133,126,202,189,-,-
奥地利,大众集团,SEAT,Cars,SUV-C,Tarraco,PHV,24,11,6,4,12,4,-,-
奥地利,大众集团,SEAT,Cars,SUV-C,Tarraco,ICE,56,81,139,71,77,103,-,-
奥地利,大众集团,SEAT,Cars,MPV,Alhambra,ICE,40,11,9,6,2,0,-,-
奥地利,大众集团,Porsche (2013-),Cars,E,Boxster/Cayman,ICE,1,11,24,12,22,34,-,-
奥地利,大众集团,Porsche (2013-),Cars,E,Taycan,EV,32,16,20,18,13,22,-,-
奥地利,大众集团,Porsche (2013-),Cars,F,Panamera,PHV,11,7,7,14,6,7,-,-
奥地利,大众集团,Porsche (2013-),Cars,F,Porsche 911,ICE,22,21,112,51,54,67,-,-
奥地利,大众集团,Porsche (2013-),Cars,SUV-D,Macan,ICE,25,10,37,18,16,12,-,-
奥地利,大众集团,Porsche (2013-),Cars,SUV-E,Cayenne,PHV,43,25,37,51,33,23,-,-
奥地利,大众集团,Porsche (2013-),Cars,SUV-E,Cayenne,ICE,0,0,2,1,1,0,-,-
奥地利,大众集团,Bentley,Cars,SUV-E,Bentayga,PHV,0,0,0,0,0,1,-,-
奥地利,大众集团,Bentley,Cars,SUV-E,Bentayga,ICE,0,0,0,0,3,0,-,-
奥地利,大众集团,Bentley,Cars,不可分级,N/A,PHV,0,0,2,1,0,1,-,-
奥地利,大众集团,Bentley,Cars,不可分级,N/A,N/A,1,2,2,1,2,1,-,-
奥地利,大众集团,Lamborghini,Cars,不可分级,N/A,N/A,2,2,4,2,3,2,-,-
奥地利,丰田集团,丰田,Cars,B,Vitz (Yaris),HV,146,102,124,107,129,153,-,-
奥地利,丰田集团,丰田,Cars,B,Vitz (Yaris),ICE,39,30,18,62,59,48,-,-
奥地利,丰田集团,丰田,Cars,C,86,ICE,5,4,4,5,16,1,-,-
奥地利,丰田集团,丰田,Cars,C,Corolla,HV,71,75,105,110,137,139,-,-
奥地利,丰田集团,丰田,Cars,C,Corolla,ICE,0,0,0,0,0,1,-,-
奥地利,丰田集团,丰田,Cars,C,Prius,PHV,4,0,0,0,0,33,-,-
奥地利,丰田集团,丰田,Cars,D,Camry,HV,12,4,8,5,6,3,-,-
奥地利,丰田集团,丰田,Cars,E,MIRAI,FCV,0,0,0,0,0,3,-,-
奥地利,丰田集团,丰田,Cars,F,Supra,ICE,1,0,2,2,0,0,-,-
奥地利,丰田集团,丰田,Cars,SUV-A,Aygo X,ICE,39,27,46,40,32,42,-,-
奥地利,丰田集团,丰田,Cars,SUV-C,C-HR,HV,99,96,151,75,77,69,-,-
奥地利,丰田集团,丰田,Cars,SUV-C,Corolla Cross,HV,124,89,61,32,38,74,-,-
奥地利,丰田集团,丰田,Cars,SUV-C,Yaris Cross,HV,163,175,188,183,249,185,-,-
奥地利,丰田集团,丰田,Cars,SUV-C,Yaris Cross,ICE,8,28,18,9,13,15,-,-
奥地利,丰田集团,丰田,Cars,SUV-D,Highlander,HV,0,1,0,0,0,2,-,-
奥地利,丰田集团,丰田,Cars,SUV-D,RAV4,HV,53,70,86,81,107,89,-,-
奥地利,丰田集团,丰田,Cars,SUV-D,RAV4,ICE,0,0,1,1,0,0,-,-
奥地利,丰田集团,丰田,Cars,SUV-D,bZ4X,EV,14,9,21,11,17,17,-,-
奥地利,丰田集团,丰田,Cars,SUV-E,Land Cruiser,ICE,62,18,14,4,4,16,-,-
奥地利,丰田集团,丰田,Cars,不可分级,ProAce,EV,3,1,19,2,0,3,-,-
奥地利,丰田集团,丰田,Cars,不可分级,ProAce,ICE,14,32,17,15,25,48,-,-
奥地利,丰田集团,丰田,Cars,不可分级,ProAce City,EV,2,3,25,2,1,1,-,-
奥地利,丰田集团,丰田,Cars,不可分级,ProAce City,ICE,21,12,18,21,25,9,-,-
奥地利,丰田集团,丰田,Light Trucks,Pickup Truck,Hilux,ICE,40,48,64,23,41,42,-,-
奥地利,丰田集团,丰田,Light Trucks,不可分级,ProAce,EV,5,9,15,10,15,14,-,-
奥地利,丰田集团,丰田,Light Trucks,不可分级,ProAce,ICE,35,18,46,37,37,62,-,-
奥地利,丰田集团,雷克萨斯,Cars,E,Lexus ES,N/A,2,4,3,4,2,3,-,-
奥地利,丰田集团,雷克萨斯,Cars,F,Lexus LC,N/A,0,0,1,0,0,0,-,-
奥地利,丰田集团,雷克萨斯,Cars,F,Lexus LS,N/A,0,0,0,0,0,1,-,-
奥地利,丰田集团,雷克萨斯,Cars,SUV-C,Lexus UX,HV,4,1,10,2,6,2,-,-
奥地利,丰田集团,雷克萨斯,Cars,SUV-D,Lexus NX,N/A,13,6,11,12,6,8,-,-
奥地利,丰田集团,雷克萨斯,Cars,SUV-D,Lexus RZ,EV,0,0,0,0,0,2,-,-
奥地利,丰田集团,雷克萨斯,Cars,SUV-E,Lexus RX,N/A,0,0,9,18,4,8,-,-
奥地利,雷诺-日产联盟,日产,Cars,B,March (Micra),ICE,42,35,4,7,5,15,-,-
奥地利,雷诺-日产联盟,日产,Cars,C,Leaf,EV,2,9,8,14,7,10,-,-
奥地利,雷诺-日产联盟,日产,Cars,SUV-B,Juke,HV,4,6,5,13,5,15,-,-
奥地利,雷诺-日产联盟,日产,Cars,SUV-B,Juke,ICE,19,22,10,8,11,13,-,-
奥地利,雷诺-日产联盟,日产,Cars,SUV-C,Ariya,EV,6,4,2,0,5,4,-,-
奥地利,雷诺-日产联盟,日产,Cars,SUV-C,Dualis (Qashqai),HV/MHV,89,72,80,103,80,111,-,-
奥地利,雷诺-日产联盟,日产,Cars,SUV-D,X-Trail,HV/MHV,8,18,48,30,31,82,-,-
奥地利,雷诺-日产联盟,日产,Cars,不可分级,Primastar,ICE,5,2,5,7,6,7,-,-
奥地利,雷诺-日产联盟,日产,Cars,不可分级,Townstar,EV,0,0,0,0,0,4,-,-
奥地利,雷诺-日产联盟,日产,Cars,不可分级,Townstar,ICE,6,6,20,12,16,19,-,-
奥地利,雷诺-日产联盟,日产,Light Trucks,不可分级,Interstar,ICE,0,2,6,4,4,5,-,-
奥地利,雷诺-日产联盟,日产,Light Trucks,不可分级,Primastar,ICE,3,3,11,4,5,8,-,-
奥地利,雷诺-日产联盟,日产,Light Trucks,不可分级,Townstar,EV,0,0,0,0,3,2,-,-
奥地利,雷诺-日产联盟,日产,Light Trucks,不可分级,Townstar,ICE,5,1,9,5,6,2,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,A,Twingo,EV,12,10,17,17,4,24,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,A,Twingo,ICE,7,6,5,2,0,1,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,B,Clio,HV,20,4,25,13,20,16,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,B,Clio,ICE,155,162,200,91,101,185,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,B,ZOE,EV,22,19,21,37,21,17,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,C,Megane,EV,23,115,166,114,53,82,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,C,Megane,PHV,0,1,5,1,2,2,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,C,Megane,ICE,40,63,55,38,35,34,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,SUV-B,Captur,PHV,52,49,76,47,64,151,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,SUV-B,Captur,ICE,35,53,54,67,82,107,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,SUV-C,Arkana,HV,87,46,79,47,122,106,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,SUV-C,Austral,HV,71,145,146,98,154,137,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,SUV-C,Kadjar,ICE,0,0,1,0,0,0,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,SUV-C,Koleos,ICE,3,5,3,0,3,2,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,MPV,Espace,ICE,3,2,8,7,1,4,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,MPV,Espace,N/A,0,0,0,0,0,6,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,MPV,Scenic,ICE,18,26,49,29,22,22,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,不可分级,Kangoo,EV,0,0,0,0,0,3,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,不可分级,Kangoo,ICE,24,20,53,55,39,48,-,-
奥地利,雷诺-日产联盟,雷诺,Cars,不可分级,Renault Trafic,ICE,26,16,51,13,34,41,-,-
奥地利,雷诺-日产联盟,雷诺,Light Trucks,B,Clio,ICE,0,0,10,3,11,6,-,-
奥地利,雷诺-日产联盟,雷诺,Light Trucks,不可分级,Kangoo,EV,28,51,36,7,15,20,-,-
奥地利,雷诺-日产联盟,雷诺,Light Trucks,不可分级,Kangoo,ICE,18,16,21,22,24,36,-,-
奥地利,雷诺-日产联盟,雷诺,Light Trucks,不可分级,Renault Express,ICE,58,67,84,115,139,147,-,-
奥地利,雷诺-日产联盟,雷诺,Light Trucks,不可分级,Renault Master,EV,0,0,0,0,1,0,-,-
奥地利,雷诺-日产联盟,雷诺,Light Trucks,不可分级,Renault Master,ICE,42,26,57,20,35,36,-,-
奥地利,雷诺-日产联盟,雷诺,Light Trucks,不可分级,Renault Trafic,ICE,40,88,130,58,88,165,-,-
奥地利,雷诺-日产联盟,Dacia,Cars,B,Dacia Sandero,ICE,244,409,402,281,183,292,-,-
奥地利,雷诺-日产联盟,Dacia,Cars,SUV-B,Spring Electric,EV,45,56,55,24,27,35,-,-
奥地利,雷诺-日产联盟,Dacia,Cars,SUV-C,Duster,ICE,282,225,378,208,205,218,-,-
奥地利,雷诺-日产联盟,Dacia,Cars,MPV,Jogger,HV,0,0,3,1,18,11,-,-
奥地利,雷诺-日产联盟,Dacia,Cars,MPV,Jogger,ICE,73,219,250,198,218,189,-,-
奥地利,雷诺-日产联盟,Dacia,Cars,不可分级,Dokker,ICE,1,0,0,0,0,0,-,-
奥地利,雷诺-日产联盟,Dacia,Light Trucks,SUV-C,Duster,ICE,9,3,10,9,5,7,-,-
奥地利,雷诺-日产联盟,Alpine,Cars,E,A110,ICE,1,2,3,4,4,7,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,A,Fiat 500,EV,27,162,118,83,120,159,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,A,Fiat 500,Mild HV,66,115,130,54,45,120,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,A,Fiat 500,ICE,13,18,15,7,16,11,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,A,Fiat Panda,Mild HV,36,27,51,10,7,64,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,A,Fiat Panda,ICE,20,11,26,50,42,13,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,C,Tipo,Mild HV,8,5,13,6,5,13,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,C,Tipo,ICE,56,63,58,64,36,76,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,SUV-B,500X,Mild HV,8,7,4,1,6,42,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,SUV-B,500X,ICE,9,5,10,17,17,14,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,不可分级,Doblo,EV,10,5,4,7,2,1,-,-
奥地利,Stellantis,菲亚特 (2021-),Cars,不可分级,Scudo,EV,2,0,4,2,0,1,-,-
奥地利,Stellantis,菲亚特 (2021-),Light Trucks,不可分级,Doblo,EV,5,8,9,5,4,1,-,-
奥地利,Stellantis,菲亚特 (2021-),Light Trucks,不可分级,Doblo,ICE,36,60,28,40,23,46,-,-
奥地利,Stellantis,菲亚特 (2021-),Light Trucks,不可分级,Ducato,EV,0,0,0,1,0,1,-,-
奥地利,Stellantis,菲亚特 (2021-),Light Trucks,不可分级,Ducato,ICE,69,38,25,64,67,79,-,-
奥地利,Stellantis,菲亚特 (2021-),Light Trucks,不可分级,Fiorino,ICE,0,0,1,0,0,0,-,-
奥地利,Stellantis,菲亚特 (2021-),Light Trucks,不可分级,Scudo,EV,5,2,5,10,2,34,-,-
奥地利,Stellantis,菲亚特 (2021-),Light Trucks,不可分级,Scudo,ICE,10,12,6,23,10,29,-,-
奥地利,Stellantis,吉普 (2021-),Cars,SUV-B,Jeep Avenger,EV,0,0,0,0,7,55,-,-
奥地利,Stellantis,吉普 (2021-),Cars,SUV-B,Renegade,PHV,15,12,11,28,17,6,-,-
奥地利,Stellantis,吉普 (2021-),Cars,SUV-B,Renegade,ICE,0,5,5,0,1,0,-,-
奥地利,Stellantis,吉普 (2021-),Cars,SUV-C,Compass (Jeep (2009-)),PHV,45,34,49,41,32,29,-,-
奥地利,Stellantis,吉普 (2021-),Cars,SUV-C,Compass (Jeep (2009-)),ICE,4,5,6,7,2,0,-,-
奥地利,Stellantis,吉普 (2021-),Cars,SUV-C,Wrangler (Jeep (2009-)),PHV,3,3,1,7,7,5,-,-
奥地利,Stellantis,吉普 (2021-),Cars,SUV-E,Grand Cherokee (Jeep (2009-)),PHV,0,0,0,2,5,17,-,-
奥地利,Stellantis,Alfa Romeo (2021-),Cars,D,Alfa Romeo GIULIA,ICE,11,3,15,8,5,8,-,-
奥地利,Stellantis,Alfa Romeo (2021-),Cars,SUV-C,Tonale,PHV,103,86,113,54,39,22,-,-
奥地利,Stellantis,Alfa Romeo (2021-),Cars,SUV-C,Tonale,N/A,2,4,12,28,9,3,-,-
奥地利,Stellantis,Alfa Romeo (2021-),Cars,SUV-D,Stelvio,ICE,27,13,24,16,13,33,-,-
奥地利,Stellantis,Maserati (2021-),Cars,E,Ghibli,ICE,0,0,0,2,1,0,-,-
奥地利,Stellantis,Maserati (2021-),Cars,SUV-E,Grecale,Mild HV,4,0,4,0,5,1,-,-
奥地利,Stellantis,Maserati (2021-),Cars,SUV-E,Grecale,ICE,1,0,0,1,0,3,-,-
奥地利,Stellantis,Maserati (2021-),Cars,SUV-E,Maserati Levante,ICE,0,0,1,0,0,0,-,-
奥地利,Stellantis,Maserati (2021-),Cars,不可分级,N/A,N/A,1,0,2,0,3,0,-,-
奥地利,Stellantis,标致 (2021-),Cars,B,Peugeot 208,EV,23,22,72,30,37,86,-,-
奥地利,Stellantis,标致 (2021-),Cars,B,Peugeot 208,ICE,63,38,39,52,45,66,-,-
奥地利,Stellantis,标致 (2021-),Cars,C,Peugeot 308,PHV,1,16,26,20,26,20,-,-
奥地利,Stellantis,标致 (2021-),Cars,C,Peugeot 308,ICE,24,53,135,83,69,102,-,-
奥地利,Stellantis,标致 (2021-),Cars,C,Peugeot 408,PHV,0,0,50,8,41,55,-,-
奥地利,Stellantis,标致 (2021-),Cars,D,Peugeot 508,PHV,1,2,1,3,4,4,-,-
奥地利,Stellantis,标致 (2021-),Cars,D,Peugeot 508,ICE,5,2,8,5,1,1,-,-
奥地利,Stellantis,标致 (2021-),Cars,SUV-B,Peugeot 2008,EV,42,18,49,19,13,20,-,-
奥地利,Stellantis,标致 (2021-),Cars,SUV-B,Peugeot 2008,ICE,88,56,98,36,19,78,-,-
奥地利,Stellantis,标致 (2021-),Cars,SUV-C,Peugeot 5008 SUV,ICE,72,23,42,36,22,55,-,-
奥地利,Stellantis,标致 (2021-),Cars,MPV,Peugeot 3008,PHV,25,24,8,0,14,24,-,-
奥地利,Stellantis,标致 (2021-),Cars,MPV,Peugeot 3008,ICE,39,46,95,104,66,43,-,-
奥地利,Stellantis,标致 (2021-),Cars,MPV,Rifter,EV,11,14,5,18,11,9,-,-
奥地利,Stellantis,标致 (2021-),Cars,MPV,Rifter,ICE,47,15,8,3,0,1,-,-
奥地利,Stellantis,标致 (2021-),Cars,不可分级,Peugeot Expert,EV,1,3,6,7,3,4,-,-
奥地利,Stellantis,标致 (2021-),Light Trucks,不可分级,Boxer,ICE,22,40,29,53,40,16,-,-
奥地利,Stellantis,标致 (2021-),Light Trucks,不可分级,Peugeot Expert,EV,14,23,40,20,21,30,-,-
奥地利,Stellantis,标致 (2021-),Light Trucks,不可分级,Peugeot Expert,ICE,27,14,23,83,66,68,-,-
奥地利,Stellantis,标致 (2021-),Light Trucks,不可分级,Peugeot Partner,EV,11,21,17,7,12,4,-,-
奥地利,Stellantis,标致 (2021-),Light Trucks,不可分级,Peugeot Partner,ICE,28,69,45,117,47,16,-,-
奥地利,Stellantis,雪铁龙 (2021-),Cars,B,C3,ICE,112,125,91,60,47,136,-,-
奥地利,Stellantis,雪铁龙 (2021-),Cars,C,C4,EV,21,9,50,55,39,51,-,-
奥地利,Stellantis,雪铁龙 (2021-),Cars,C,C4,ICE,28,21,28,20,25,45,-,-
奥地利,Stellantis,雪铁龙 (2021-),Cars,C,C4 X,EV,0,16,32,15,7,44,-,-
奥地利,Stellantis,雪铁龙 (2021-),Cars,D,C5 X,PHV,9,33,127,24,4,9,-,-
奥地利,Stellantis,雪铁龙 (2021-),Cars,D,C5 X,ICE,48,20,11,8,1,5,-,-
奥地利,Stellantis,雪铁龙 (2021-),Cars,SUV-B,C3 Aircross,ICE,19,21,32,79,54,54,-,-
奥地利,Stellantis,雪铁龙 (2021-),Cars,SUV-C,C5 Aircross,PHV,7,12,13,28,16,5,-,-
奥地利,Stellantis,雪铁龙 (2021-),Cars,SUV-C,C5 Aircross,ICE,51,25,35,49,58,135,-,-
