主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B00M07GQO0,,ENA,ENA Set of 6 Ignition Coil Pack Compatible with Chevrolet GMC Olds Saab Isuzu Trailblazer Envoy Rainer Colorado Canyon Replacement For UF303 C1395 UF-303,https://images-na.ssl-images-amazon.com/images/I/41qbJTpE1PL._AC_US200_.jpg,B00M07GQO0,Automotive:Replacement Parts:Ignition Parts:Coil Packs,Automotive,"11,879","-1,657",-12%,Automotive Replacement Ignition Coil Packs,7,325,-500%,"22,421",-5%,68.99,63,73%,8.45,"3,652",7.08%,4.60,23,2014-07-20,FBA,9,1,2,U.S. Based seller,US,"公司名称：Aceon-Bright, Inc.
电话号码：1-626-965-0590",FBA,Y,Y,,Y,,Automotive Replacement Ignition Coil Packs by ENA,0.01 ounces,9.5 x 3.5 x 6.5 inches,2023-07-04
,B0B9RCD6V6,,RICHWEI,"Gas Cap,Fuel Cap For Chevrolet Chevy Colorado,Malibu,Impala,Cobalt,Equinox,Trailblazer,Aveo,Corvette,Aveo &amp; GMC Canyon,Envoy,Savana &amp; Pontiac G6 &amp;Buick Lucerne LaCrosse &amp; Cadillac DTS,CTS,95995094",https://images-na.ssl-images-amazon.com/images/I/414xW6YCj7L._AC_US200_.jpg,B0B9RCD6V6,Automotive:Replacement Parts:Caps:Fuel Tank Caps,Automotive,"13,614","2,424",18%,Automotive Replacement Fuel Tank Caps,52,314,"-1,500%","4,392",-15%,13.99,,56%,4.08,65,5.10%,4.30,16,2022-08-15,FBA,9,1,1,RICHWEI,CN,"公司名称：wen zhou rui chi dian zi shang wu you xian gong si
办公地址：
状元街道状元桥行政村前梅北路90号
温州市
龙湾区
浙江省
325000
CN",FBA,,Y,Y,,,Automotive Replacement Fuel Tank Caps by RICHWEI,2.89 ounces,4 x 2.9 x 5 inches,2023-07-04
,B00QEC0ANA,Style: In-Channel - Smoke,Auto Ventshade,"Auto Ventshade [AVS] In-Channel Ventvisor | 2015 - 2022 Chevrolet/GMC Colorado/Canyon Crew Cab - Smoke, 4 pc. | 194995",https://images-na.ssl-images-amazon.com/images/I/41UsSEyVPfL._AC_US200_.jpg,B0C3WNM96X,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"28,389","5,809",20%,Side Window Wind Deflectors & Visors,82,308,"-1,900%","20,016",-19%,64.99,109,66%,12.67,"3,548",12.66%,4.30,39,2014-11-29,AMZ,9,5,7,Amazon,US,"公司名称：S&K Wholesales LLC
电话号码：816-652-7555
办公地址：
700 ne 76th street unit A
gladstone
MO
64118
US",AMZ,,Y,,Y,,chevy colorado bug deflector,2.14 pounds,46.9 x 11.9 x 1.9 inches,2023-07-04
,B0B38P78MT,,Rydowenna,"20pcs Fender Wheelhouse CD Console Bolt Screw Compatible with GM, Chevrolet, Camaro, Colorado,Cadillac, Buick,Cruze, BMW 11570498",https://images-na.ssl-images-amazon.com/images/I/41vslmKze6L._AC_US200_.jpg,B0B38P78MT,Automotive:Replacement Parts:Body & Trim:Body:Clips,Automotive,"26,427","-5,818",-22%,Automotive Clips,193,301,-100%,"2,886",-1%,9.59,,42%,4.08,98,2.66%,4.50,8,2022-06-05,FBA,7,1,1,TOPCNOEM-AUTO,CN,"公司名称：jinzhongkaifaqukaifengyuanshangmaoyouxiangongsi
办公地址：
山西示范区晋中开发区汇通产业园区
安宁大街676号（凤凰城小区2幢2单元2-403室）
晋中市
山西
030600
CN",FBA,Y,Y,Y,,,Automotive Clips by Rydowenna,0.57 pounds,6.06 x 5.39 x 1.02 inches,2023-07-02
,B0BNHBXCHG,,SOYATER,SOYATER Leather Car Keychain Set for Chevrolet Silverado Colorado Tahoe Malibu Suburban Camaro Cruze Equinox Sonic r Men's and Women's Family Presents Keychain Keyring Lanyard Accessories (Black),https://m.media-amazon.com/images/I/41KUgwEx5RL._AC_US200_.jpg,B0BNHBXCHG,Automotive:Interior Accessories:Keychains,Automotive,"44,114","4,587",13%,Keychains,442,288,"-4,500%","3,450",-45%,11.98,,58%,3.22,37,0.00%,4.60,0,2022-11-27,FBA,7,1,1,yuxihongtaquminxiushangmaoyouxiangongsi,CN,公司名称：yuxihongtaquminxiushangmaoyouxiangongsi,FBA,,,Y,,,,1.76 ounces,5.71 x 2.2 x 0.55 inches,2023-07-03
,B09539X4D7,Size: For Colorado 15-22,Goodyear,"Goodyear Shatterproof in-Channel Window Deflectors for Trucks Chevrolet (Chevy) Colorado/GMC Canyon 2015-2022 Crew Cab, Rain Guards, Window Visors, Vent Deflector,Truck Accessories,4pcs.-GY003429LP",https://images-na.ssl-images-amazon.com/images/I/51dGyQvytnL._AC_US200_.jpg,B0C69R9GQ7,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"15,964","-3,112",-19%,Side Window Wind Deflectors & Visors,51,283,"2,800%","24,335",28%,85.99,3,70%,12.67,252,6.01%,4.50,17,2021-05-16,FBA,9,6,2,Spark Lines Inc,US,"公司名称：Spark Lines Inc
办公地址：
1 S Corporate Drive, Suite C
RIVERDALE
NJ
07457
US",FBA,,Y,,Y,,goodyear window deflectors,4.24 pounds,41.9 x 12.1 x 1.8 inches,2023-07-04
,B099RVJRX1,,JomGorg,Fuel Pressure Regulator Vacuum Line Tube for GMC Sierra for Chevrolet Silverado Suburban Tahoe Colorado Avalanche Yukon 4.8 5.3 6.0 1999-2005 Replaces 17113556,https://images-na.ssl-images-amazon.com/images/I/21gQyobL+wL._AC_US200_.jpg,B099RVJRX1,Automotive:Replacement Parts:Fuel System:Fuel Injection:Pressure Regulators & Accessories:Pressure Regulators,Automotive,"28,596","6,812",32%,Automotive Replacement Fuel Injection Pressure Regulators,16,282,"-2,100%","2,791",-21%,9.90,,44%,4.08,273,7.80%,4.40,22,2021-07-18,FBA,8,1,1,JonTurn Direct Shop,CN,公司名称：JIAOZUOSHIJUNTUMAOYIYOUXIANGONGSI,FBA,,,,,,,0.317 ounces,6.77 x 4.96 x 1.42 inches,2023-07-04
,B09ST7Q7LJ,Size: For Chevy Silverado GMC Sierra 2019-2023 | Color: Matte Black,xinghe,"Xinghe for 2019-2023 Chevy Silverado GMC Sierra Chevrolet Colorado, Rear Middle Window American Flag Decals, Matte Black USA Flag Decal for Truck Back Window, Waterproof Vinyl, Durable and Easy Remove Truck Decal (Matte Black) (For Chevy Silverado GMC Sierra 2019-2022, Matte Black)",https://images-na.ssl-images-amazon.com/images/I/51HpQ3Dl4fL._AC_US200_.jpg,B0BCFNPNTH,"Automotive:Exterior Accessories:Bumper Stickers, Decals & Magnets:Decals",Automotive,"20,808","-5,372",-26%,Automotive Decals,334,281,"11,200%","4,209",112%,14.98,10,62%,3.40,112,2.14%,4.50,6,2022-03-17,FBA,9,14,1,xinghe vinyl,CN,"公司名称：Shenzhenshixinghelingshouyouxianzerengongsi
办公地址：
招商街道沿山社区南海大道1079号
花园城数码大厦B座202-B052
深圳市
南山区
广东省
518000
CN",FBA,,,,Y,,,5.9 ounces,14.72 x 9.45 x 0.28 inches,2023-07-04
,B0B5GZMR8V,Color: Red,Tukellen,Tukellen for Chevrolet Key Fob Cover Soft TPU Full Protection Key Shell Key Case Compatible with Chevrolet Chevy Silverado Suburban Tahoe Colorado GMC Sierra Yukon Canyon 4 Buttons (Red),https://images-na.ssl-images-amazon.com/images/I/41MSzznTBnL._AC_US200_.jpg,B0B5GZ2LSB,Automotive:Interior Accessories:Key Shells,Automotive,"38,108","-10,501",-28%,Key Shells,449,278,"-1,100%","3,889",-11%,13.99,,62%,3.22,88,2.88%,4.70,8,2022-06-29,NA,8,5,1,Tukellen,CN,"公司名称：Shenzhen Yinjiang Industrial Co., Ltd.
办公地址：
龙岗区坂田街道大发埔社区里浦街7号
TOP科技中心2栋701、70501
深圳市
广东省
518129
CN",NA,,,,,,,0.634 ounces,2.6 x 1.6 x 0.6 inches,2023-07-02
,B017UQH0W2,Style: Aeroskin II - Textured Black,Auto Ventshade,"Auto Ventshade [AVS] Aeroskin II Hood Protector | 2015 - 2022 Chevrolet Colorado, Low Profile - Textured Black, 1 pc. | 436113",https://images-na.ssl-images-amazon.com/images/I/51D9qst3C6L._AC_US200_.jpg,B0BLWB9K7R,Automotive:Exterior Accessories:Deflectors & Shields:Bug & Hood Shields,Automotive,"28,326","6,896",35%,Bug & Hood Shields,8,267,"2,400%","29,367",24%,109.99,92,44%,45.51,"2,001",3.75%,4.40,10,2015-11-10,AMZ,10,7,5,Amazon,US,公司名称：Juiced Auto Parts LLC,AMZ,,Y,,Y,,Bug & Hood Shields by Auto Ventshade,4.98 pounds,69.5 x 15 x 8 inches,2023-07-04
,B0B5GZ56RJ,Color: Blue,Tukellen,Tukellen for Chevrolet Key Fob Cover Soft TPU Full Protection Key Shell Key Case Compatible with Chevrolet Chevy Silverado Suburban Tahoe Colorado GMC Sierra Yukon Canyon 4 Buttons (Blue),https://images-na.ssl-images-amazon.com/images/I/41wS1ezM5dL._AC_US200_.jpg,B0B5GZ2LSB,Automotive:Interior Accessories:Key Shells,Automotive,"29,914","-11,373",-38%,Key Shells,889,263,"-1,400%","3,679",-14%,13.99,,62%,3.22,92,4.56%,4.70,12,2022-06-29,FBA,8,4,1,Tukellen,CN,"公司名称：Shenzhen Yinjiang Industrial Co., Ltd.
办公地址：
龙岗区坂田街道大发埔社区里浦街7号
TOP科技中心2栋701、70501
深圳市
广东省
518129
CN",FBA,,,,,,,0.634 ounces,2.6 x 1.6 x 0.6 inches,2023-07-03
,B0BDWCG726,Color: 8,BOATSHIP,8PCS Fuel Cap Filler Gas Door Rubber Stop Bumper Stopper for Chevrolet Silverado Colorado Suburban Tahoe S10 GMC Sierra Yukon XL 1500 2500 3500 HD Cadillac Escalade Replace 15283098 15711102 15768697,https://images-na.ssl-images-amazon.com/images/I/41WibBPVzwL._AC_US200_.jpg,B0BDWJLVQ7,Automotive:Replacement Parts:Body & Trim:Body:Bumpers,Automotive,"17,349","7,338",42%,Automotive Bumpers,16,232,"1,500%","1,389",15%,5.99,3,31%,3.22,53,4.31%,4.60,10,2022-09-10,FBA,10,3,1,Kainingstore,CN,"公司名称：shaodongkaiyudianzishangwuyouxiangongsi
办公地址：
邵东市大禾塘街道
邦盛凤凰城A17栋1304室
邵阳市
邵东市
湖南
422800
CN",FBA,,,Y,Y,,,0.634 ounces,2.32 x 2.01 x 0.51 inches,2023-07-04
,B0C2KCD999,Color: For Xfl Key Chain Jd,TLPSGOU,TLPSGOU Genuine Leather Car Keychain Keyring Accessories Compatible with Chevrolet Chevy Silverado Colorado Equinox Malibu Cruze Key Chain Family Present for Man and Woman Accessories,https://images-na.ssl-images-amazon.com/images/I/41OPDvkHsjS._AC_US200_.jpg,B0C7N9XVBZ,Automotive:Interior Accessories:Keychains,Automotive,"31,400","-13,078",-42%,Keychains,295,219,,"2,625",,11.99,,58%,3.22,10,4.11%,4.10,9,2020-05-02,FBA,7,6,1,hongdongxiandamengshangmaoyouxiangongsi43738,CN,"公司名称：hongdongxiandamengshangmaoyouxiangongsi
办公地址：
槐荫小区7号楼7单元827室
临汾市
洪洞县
山西省
041000
CN",FBA,,,,,,,0.317 ounces,6.22 x 2.24 x 0.47 inches,2023-07-04
,B007FIT2RC,,EPIC LIGHTING,EPIC LIGHTING AMOE Replacement Rear Brake Tail Lights Compatible for Chevrolet 04-12 Colorado 04-12 GMC Canyon 06-08 Isuzu Pickup [ GM2800164 19417444 20825943 GM2801164 19417443 20825942 ] Pair,https://images-na.ssl-images-amazon.com/images/I/4147+5r1nDL._AC_US200_.jpg,B007FIT2RC,"Automotive:Lights & Lighting Accessories:Lighting Assemblies & Accessories:Brake & Tail Light Assemblies, Parts & Accessories:Tail Light Assemblies",Automotive,"38,520","49,095",127%,Automotive Tail Light Assemblies,75,211,"1,700%","13,067",17%,61.93,22,70%,9.41,965,6.16%,4.80,13,2012-02-28,FBM,10,1,1,EPIC LIGHTING,US,"公司名称：CA
电话号码：1-840-200-9911",FBM,,Y,,Y,,Automotive Tail Light Assemblies by EPIC LIGHTING,3.96 pounds,17 x 9 x 10 inches,2023-07-03
,B084KVX7MR,,Red Hound Auto,"Red Hound Auto Tailgate Bushing Rear Right Compatible with Chevrolet GMC Colorado Canyon 2015-2020, Silverado 1500 2014-2020, Silverado 2500HD/3500HD 2015-2020 for Vehicles with Lift Assist",https://m.media-amazon.com/images/I/210oT4KOJZL._AC_US200_.jpg,B084KVX7MR,Automotive:Replacement Parts:Body & Trim:Body:Truck Beds & Tailgates,Automotive,"52,414","-5,885",-18%,Truck Beds & Tailgates,111,194,-500%,"1,930",-5%,9.95,3,46%,3.86,301,1.03%,3.90,2,2020-02-05,FBA,7,1,1,redhoundauto,US,"公司名称：Discount Auto Experts, Inc.
电话号码：1-866-521-1333",FBA,,,,,,,0.32 ounces,2 x 2 x 1 inches,2023-07-03
,B09P67NKBF,,SUPALAND,Key Fob Remote Replacement Fits for Chevy Silverado GMC Sierra 1500 2500 3500 2014 2015 2016 2017 2018 2019 2020 GMC Canyon Chevrolet Colorado 2015-2021 Keyless Entry Remote Start M3N-32337100,https://images-na.ssl-images-amazon.com/images/I/312r0O9NmwL._AC_US200_.jpg,B09P67NKBF,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"36,008","-12,527",-35%,"Antitheft Keyless Entry Systems
Automotive Replacement Parts","186
7689",185,-800%,"4,060",-8%,21.95,3,70%,3.33,151,4.86%,4.10,9,2021-12-24,FBA,8,1,1,Supaland Official,CN,"公司名称：shen zhen shi yi ji ke ji you xian gong si
办公地址：
玉塘街道长圳社区长升路42号1栋B座3304
深圳市
光明区
广东省
518132
CN",FBA,,Y,,,,2015 chevy silverado 1500 accessories,0.07 pounds,4.96 x 4.17 x 0.67 inches,2023-07-04
,B09X3W3DJ6,Color: Silver 1,jokmoest,Keyless Entry Replacement Key Fob Cover Case fit for 2014 2015 2016 2017 Chevrolet Chevy Silverado Colorado/GMC Sierra Canyon Key Fob Shell M3N-32337100 (Silver 1),https://m.media-amazon.com/images/I/41km67rtIOL._AC_US200_.jpg,B09L15673M,Automotive:Interior Accessories:Key Shells,Automotive,"58,541","-34,850",-52%,Key Shells,660,182,"-1,700%","1,727",-17%,9.49,,44%,3.86,162,8.79%,4.40,16,2020-08-18,FBA,7,4,1,jokmoest,CN,"公司名称：beijingxingkonghangpeijiaoyukejiyouxiangongsi
办公地址：
小红门乡鸿博家园六区7号楼7单元601
北京市
朝阳区
北京市
100001
CN",FBA,,Y,,,,Key Shells by jokmoest,0.634 ounces,4.29 x 2.68 x 0.87 inches,2023-07-03
,B08JJWNQQZ,Color: USA Flag Reflective,BDTrims,BDTrims Tailgate 3D Domed Raised Letters Intended for 2021-2022 Chevrolet Colorado Models (USA Flag Reflective),https://images-na.ssl-images-amazon.com/images/I/417MtpMCetL._AC_US200_.jpg,B0BGZN7CHR,"Automotive:Exterior Accessories:Bumper Stickers, Decals & Magnets:Decals",Automotive,"40,385","-1,923",-5%,Automotive Decals,333,181,"1,300%","9,040",13%,49.95,6,85%,,96,10.50%,4.40,19,2020-09-18,FBM,8,22,2,BDTrims,US,"公司名称：BDTRIMS GLOBAL CORP
电话号码：800-410-2669
办公地址：
12718 Crystal Clear Pl
BRADENTON
FL
34211
US",FBM,,,,,,,0.25 pounds,,2023-07-01
,B0B7XF4WNN,,RICHWEI,"12673134 Oil Pressure Sensor For 2009-2020 Chevy Chevrolet Silverado 1500 2500 3500,Express,Avalanche,Camaro,Tahoe,Colorado,Cruze,Equinox,Suburban &amp;GMC Savana,Sierra,Yukon,Canyon&amp;Cadillac CTS,Escalade",https://images-na.ssl-images-amazon.com/images/I/41dE41MZ7qL._AC_US200_.jpg,B0B7XF4WNN,Automotive:Replacement Parts:Sensors:Transmission Oil Pressure,Automotive,"17,392","7,067",30%,Automotive Replacement Transmission Oil Pressure Sensors,5,176,-500%,"3,497",-5%,19.87,,66%,3.86,43,5.11%,4.40,9,2022-07-27,FBA,9,1,1,RICHWEI,CN,"公司名称：wen zhou rui chi dian zi shang wu you xian gong si
办公地址：
状元街道状元桥行政村前梅北路90号
温州市
龙湾区
浙江省
325000
CN",FBA,,,Y,,,,1.44 ounces,1.6 x 1.6 x 2.8 inches,2023-07-04
,B08YNCQ5Z4,Size: 4 Button | Color: Silver,Muxkenper,"Key Fob Keyless Entry Remote Shell Case Fits for Chevy Chevrolet Silverado Colorado/GMC Sierra Canyon 2014 2015 2016 2017 M3N-32337100 Smart Car Key Button Pad Outer Cover (Silver, 4 Button)",https://images-na.ssl-images-amazon.com/images/I/41FCRet54EL._AC_US200_.jpg,B08YNQGZHF,Automotive:Interior Accessories:Key Shells,Automotive,"36,411","-7,770",-21%,Key Shells,386,175,200%,"1,746",2%,9.98,,53%,3.22,562,7.43%,4.40,13,2021-03-10,FBA,7,3,1,Muxkenper,CN,公司名称：shenzhenshixinjiemaoyiyouxiangongsi,FBA,,Y,,,,Key Shells by Muxkenper,0.774 ounces,4.72 x 2.83 x 0.51 inches,2023-07-03
,B00P8DEXFC,Size: Weatherbeater Front Floor Liners | Style: Crew/Extended Cab,Husky Liners,"Husky Liners - Weatherbeater | Fits 2015 - 2022 Chevrolet Colorado, 2015 - 2022 GMC Canyon (Ext, Dbl &amp; Crew Cabs), Front Row Liner, Black | 18111c, 33&quot;L x 23&quot;W x 4&quot;Th",https://images-na.ssl-images-amazon.com/images/I/41loklbKklL._AC_US200_.jpg,B07G8SJTTW,Automotive:Interior Accessories:Floor Mats & Cargo Liners:Floor Mats,Automotive,"50,055",-295,-1%,Automotive Floor Mats,221,171,"-1,300%","15,388",-13%,89.99,28,63%,19.39,884,6.43%,4.80,11,2014-11-03,AMZ,9,3,6,Amazon,US,公司名称：Archer Logistics Inc.,AMZ,,Y,,Y,,Automotive Floor Mats by Husky Liners,5 pounds,"33""L x 23""W x 4""Th",2023-07-04
,B07BHDCG6K,,Rexka,Rexka Fender Liner Splash Shield Bolt Screw 11548270 Compatible with GM Chevrolet Camaro Colorado Cruze Equinox Impala Malibu Traverse Cadillac ATS CT6 CTS XT5 XTS (Pack of 10),https://images-na.ssl-images-amazon.com/images/I/41IQzCNoVKL._AC_US200_.jpg,B07BHDCG6K,Automotive:Replacement Parts:Body & Trim:Body:Clips,Automotive,"26,477","27,703",105%,Automotive Clips,163,169,"-1,700%","1,350",-17%,7.99,3,45%,3.22,232,4.73%,4.50,8,2018-03-14,FBA,8,1,1,REXKA,CN,"公司名称：HQ Automotive Co., Limited",FBA,,Y,,,,Automotive Clips by Rexka,1.44 ounces,4.88 x 4.02 x 0.75 inches,2023-07-03
