主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B0BYS4PW8D,Size: Lower Center Console Tray | Color: Leather Black,TripleAliners,TripleAliners for Rivian R1T &amp; R1S Lower Center Console Tray Storage Insert Box with Leather Trim Interior Accessories Compatible with Rivian R1T/R1S 2022 2023 (Leather Black),https://images-na.ssl-images-amazon.com/images/I/41jsxwzblVL._AC_US200_.jpg,B0C5JBMMKT,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"93,015","-4,809",-5%,Automotive Center Consoles,565,149,"7,400%","4,394",74%,29.49,,60%,7.33,5,0.67%,3.80,1,2023-03-16,FBA,7,4,1,TripleAliner,CN,"公司名称：guangzhoushidingdiankejiyouxiangongsi
办公地址：
高科路32,34号B1栋南座第二层211-154房
广州市
天河区
广东省
510520
CN",FBA,,,,,,,1.7 pounds,16.77 x 11.57 x 2.24 inches,2023-07-04
,B097XP1L6T,"Size: Outer 57MM , Inner 50MM | Color: Silver",KitsPro,"KitsPro 2.25Inch 57MM Wheel Center Caps for Tesla Model S Model X Model Y Model 3 Rivian R1T Rim Hub Caps 6005879 00 A, Pack of 4 (Silver, Outer 57MM, Inner 50MM)",https://images-na.ssl-images-amazon.com/images/I/31mWSZK2UZL._AC_US200_.jpg,B0C623MSBW,Automotive:Tires & Wheels:Accessories & Parts:Wheel Accessories & Parts:Center Caps,Automotive,"51,920","-32,841",-63%,Wheel Center Caps,108,128,"5,700%","3,070",57%,23.99,7,67%,4.24,190,2.34%,4.20,3,2021-08-08,FBA,9,12,1,The KitsPro,CN,"公司名称：NanGuan QiPei Foshan YouXianGongSi
办公地址：
狮山镇南浦村南浦工业园北区5号之一
佛山
南海区
广东
528000
CN",FBA,,,,Y,,,5.6 ounces,5.98 x 4.06 x 3.62 inches,2023-07-04
,B0C6GK3461,,BestEvMod,BestEvMod for Rivian R1T R1S Cup Holder Lower Center Console Organizer Tray with Large Capacity Drink Cup Holder Compatible with Rivian R1T R1S 2022 2023 Fit 32oz Bottle Accessories (Black),https://m.media-amazon.com/images/I/41LXl4jKtIL._AC_US200_.jpg,B0C6GK3461,Automotive:Interior Accessories:Cup Holders,Automotive,"133,359","23,461",41%,Automotive Cup Holders,1201,104,,"3,638",,34.99,,63%,7.81,,,,,2023-05-26,FBA,7,1,1,BestEvMod,CN,"公司名称：guangzhoushihuangxiaojingkejiyouxiangongsi
办公地址：
黄埔大道中336号
第六层E98
广州
天河
广东
510655
CN",FBA,,,,Y,,,1.96 pounds,16.2 x 11.7 x 3.5 inches,2023-07-03
,B0BV9CK71F,Color: grey,RIVIGEAR,RIVIGEAR Sun Shade for Rivian R1T | Glass Roof Sunshade with UV/Heat Insulation Cover Compatible with 2022 2023 Rivian R1T | Foldable &amp; No Clips/Suctions Needed | Stay Cool &amp; Comfortable | Grey,https://images-na.ssl-images-amazon.com/images/I/41EziBSm8PL._AC_US200_.jpg,B0BJ73G7TS,Automotive:Interior Accessories:Sun Protection:Sunshades:Windshield Sunshades,Automotive,"19,098","49,880",261%,Automotive Windshield Sunshades,465,98,"-3,600%","4,899",-37%,49.99,,60%,12.67,27,12.24%,4.00,12,2023-02-08,FBA,10,2,1,RIVIGEAR Direct,CN,公司名称：yingruiguojitiyufuwushenzhenyouxiangongsi,FBA,,,,Y,,,1.55 pounds,27 x 19.5 x 1 inches,2023-07-03
,B0BKSM45D4,,KUST,KUST Windshield Sun Shade for Rivian R1T 2022 2023 Sunshade Window Sun Visor Protector Foldable Blocks UV Rays Keep Your Car Cooler,https://images-na.ssl-images-amazon.com/images/I/21Umm2U674L._AC_US200_.jpg,B0BKSM45D4,Automotive:Interior Accessories:Sun Protection:Sunshades:Windshield Sunshades,Automotive,"38,545","59,435",154%,Automotive Windshield Sunshades,629,94,"9,800%","2,714",98%,28.88,,59%,7.49,4,3.19%,4.50,3,2022-10-27,FBA,9,1,1,KUST JAPAN,JP,"公司名称：CAPAS Co., Ltd.",FBA,,,,Y,,,10.8 ounces,13.54 x 12.48 x 3.27 inches,2023-07-04
,B0C744L1G5,Color: Expanded Cupholders,YEE PIN,"YEE PIN R1T Lower Console Organizer for Rivian R1T R1S Lower Center Console Organizer Expanded Cupholders, Lower Storage Box Organizer for Rivian R1T R1S 2022 2023 Accessories",https://images-na.ssl-images-amazon.com/images/I/51eU6NCoNaL._AC_US200_.jpg,B0C7436691,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"37,675","14,803",39%,Automotive Center Consoles,240,91,,"3,636",,35.96,,74%,4.24,20,20.88%,3.80,19,2023-06-04,FBM,9,3,2,YEE PIN,CN,"公司名称：Shenzhen hongxinyuan tradinglimited company
办公地址：
大浪街道高峰社区三合路1号
5栋310
深圳市
龙华区
广东
518083
CN",FBM,,,,Y,,,10.6 ounces,10.24 x 8.27 x 1.02 inches,2023-07-04
,B0BR951HSD,Size: 2022 2023 Rivian R1T,Autorder,Autorder Custom Fit for Dashboard Cover Mat Rivian R1T 2022 2023 Accessories Dash Mat Flannel Nonslip Dash Cover Sunshade Glare UV Rays Protector Black,https://images-na.ssl-images-amazon.com/images/I/41LudKr4riL._AC_US200_.jpg,B0C7CL7PH3,Automotive:Interior Accessories:Covers:Dash Covers,Automotive,"28,772","18,913",66%,Interior Dash Covers,60,90,"365,000%","3,019",3650%,33.55,9,66%,6.39,95,0.00%,4.10,94,2022-12-28,FBA,9,8,1,Autorder-US,CN,"公司名称：Guangzhou Huadi Auto Supplies Co., Ltd.
办公地址：
均禾街清湖苏元庄街三横路1号一栋2楼201
广州市
白云区
广东省
510440
CN",FBA,,,,Y,,,13.4 ounces,14.88 x 7.64 x 3.58 inches,2023-07-03
,B0BP6VJ7Q2,Color: Black,BestEvMod,"BestEvMod for Rivian R1T Foldable Roof Sunshade 2 Layer Accessories,Sunroof Reflective Covers Blocks Glare Blocks UV Rays Heat &amp; Sun Protection Compatible with Rivian R1T 2022 2023 Accessories (Black)",https://images-na.ssl-images-amazon.com/images/I/41EcutB05bL._AC_US200_.jpg,B0BP68R5VC,Automotive:Replacement Parts:Body & Trim:Body:Sunroofs,Automotive,"41,747","120,224",288%,Automotive Sunroofs,3,84,"5,600%","3,775",56%,44.95,,58%,12.25,14,7.14%,3.60,6,2022-12-05,FBA,9,2,1,BestEvMod,CN,"公司名称：guangzhoushihuangxiaojingkejiyouxiangongsi
办公地址：
黄埔大道中336号
第六层E98
广州
天河
广东
510655
CN",FBA,,,Y,Y,,,1.45 pounds,21.5 x 21.25 x 1.5 inches,2023-07-04
,B0BV2M9DBS,,Generic,BrainExploder Tow Hook Plate Mount for Rivian R1T and R1S,https://m.media-amazon.com/images/I/41MG-cCSQmL._AC_US200_.jpg,B0BV2M9DBS,Automotive:Exterior Accessories:License Plate Covers & Frames:Frames,Automotive,"95,726","-44,396",-35%,License Plate Frames,1127,77,-900%,"4,619",-9%,59.99,,79%,3.86,11,6.49%,3.70,5,2023-02-06,FBA,7,1,1,BrainExploder,US,"公司名称：BrainExploder LLC
办公地址：
14816 Kornblum Ave
Hawthorne
CA
90250-8437
US",FBA,,,,,,,1.76 ounces,"1.2""L x 1.5""W",2023-07-03
,B0BKSZ7PMS,Color: 4PCS Door Storage,Ruiya,"4 Packs Rivian R1T 2022+ Door Side Storage Box 2022+ Rivian R1T ABS Door Tray Organizer Rivian R1T Accessories Secondary Storage Box Compatible with 2022 2023 Rivian R1T Pickup,Trucks",https://m.media-amazon.com/images/I/414lWPH7XcL._AC_US200_.jpg,B0BKT21F3T,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"63,118","-1,852",-2%,Automotive Center Consoles,636,72,"5,800%","2,015",58%,27.99,11,65%,5.69,199,1.39%,4.10,1,2022-10-27,FBA,9,10,2,R U I Y A,CN,"公司名称：Shenzhen Hengda Electronic Communication Co., Ltd.
办公地址：
大浪街道
高峰社区三合路1号5栋330室
深圳市
龙华区
广东省
518109
CN",FBA,,,,Y,,,10.2 ounces,9.88 x 7.83 x 3.11 inches,2023-07-03
,B0BRNX6534,Size: Windshield Sunshade,Galaxy Auto Shield,"Galaxy Auto Shield Custom Fit Windshield Sun Shade for 2022 2023 Rivian R1T Truck, Insulated Window Sunshade Privacy Accessories Blockout UV Reflector Protection - Made in USA",https://images-na.ssl-images-amazon.com/images/I/41dln-NxzpL._AC_US200_.jpg,B0BV4B23XS,Automotive:Interior Accessories:Sun Protection:Sunshades:Windshield Sunshades,Automotive,"27,010","31,915",134%,Automotive Windshield Sunshades,605,72,"2,600%","2,663",26%,36.99,,52%,12.25,9,2.78%,4.30,2,2023-01-03,FBA,7,4,2,GalaxyAutoShield,US,"公司名称：LUMINOUS AUTO GROUP LLC
办公地址：
14417 Stonebridge View Drive
Gaithersburg
MD
20877
US",FBA,,,,,,,9.6 ounces,29.65 x 7.56 x 3.82 inches,2023-07-04
,B0BXP8JNDL,Size: Console Organzier,Jaronx,"Jaronx Compatible with RIVIAN R1S/R1T Console Organzier 2022 2023, Center Console Organizer for RIVIAN R1T, Armrest Storage Tray for RIVIAN R1S",https://images-na.ssl-images-amazon.com/images/I/41zF-agqKkL._AC_US200_.jpg,B0BXP7RVL9,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"43,269","10,497",26%,Automotive Center Consoles,417,69,"470,000%","1,103",4700%,15.99,,51%,5.40,6,4.35%,3.40,3,2023-03-06,FBA,8,2,1,HotTech,CN,"公司名称：Shenzhen Runsheng Investment Development co., LTD
办公地址：
新安街道创业二路与前进一路交汇处
天悦壹号玖苑A座3302室
深圳市
宝安区
广东
518000
CN",FBA,,,,Y,,,9.1 ounces,8.31 x 6.73 x 2.64 inches,2023-07-04
,B0C2RXSXKZ,Item Package Quantity: 4,Megawatt,"Megawatt Pro Series Billet Jack Puck - Professional Magnetic Jack Puck for Rivian R1S and R1T - Works with Floor Jack, Lift, or Bottle Jack (4)",https://m.media-amazon.com/images/I/51YR5MD54kL._AC_US200_.jpg,B0C2RQ8287,"Automotive:Tools & Equipment:Garage & Shop:Vehicle Lifts, Hoists & Jacks:Jacks:Floor Jacks",Automotive,"179,655","-13,358",-22%,Floor Jacks (Automotive),263,68,,"10,812",,159.00,,80%,7.62,2,1.47%,5.00,1,2023-04-17,NA,9,2,1,Electruck4x4,US,"公司名称：Electruck Automotive Inc
办公地址：
1091 alcatraz ave
Oakland
CA
94608
US",NA,,,,Y,,,4.41 pounds,16.15 x 5.85 x 4.9 inches,2023-07-03
,B0BZ79321K,Color: Upgrade-4 Pack,RIVIGEAR,RIVIGEAR Jack Pucks Floor Jack Lifting Jack Pad Neodymium Magnets Top Lift Point Adapter with Storage Case Compatible with Rivian R1T R1S - Upgrade 4 Pack,https://images-na.ssl-images-amazon.com/images/I/41OeyHIHTJL._AC_US200_.jpg,B0BZ79FSSL,"Automotive:Tools & Equipment:Garage & Shop:Vehicle Lifts, Hoists & Jacks:Jacks:Floor Jacks",Automotive,"238,889","-145,242",-61%,Floor Jacks (Automotive),285,67,"-4,400%","7,704",-44%,114.99,,78%,7.49,8,5.97%,4.60,4,2023-03-21,FBA,9,2,1,RIVIGEAR Direct,CN,公司名称：yingruiguojitiyufuwushenzhenyouxiangongsi,FBA,,,,Y,,,3.9 pounds,8.74 x 8.34 x 3.74 inches,2023-07-04
,B0BRSHWMBK,Size: Upper Layer,Octomo,"Front Trunk Mat Fit for Rivian R1T R1S 2023 2022 Accessories, All Weather Waterproof Upgrade Upper Layer TPE Front Cargo Liner Trunk Mat",https://images-na.ssl-images-amazon.com/images/I/513JtT8Ky9L._AC_US200_.jpg,B0BVR85LJZ,Automotive:Interior Accessories:Floor Mats & Cargo Liners:Cargo Liners,Automotive,"40,026","64,014",160%,Cargo Liners,113,57,"9,300%","2,564",93%,44.99,,51%,15.19,5,1.75%,5.00,1,2023-01-05,FBA,9,3,1,Octomo Direct,US,公司名称：TOYS PARTNER TRADE INC,FBA,,,,Y,,,5.29 pounds,23 x 52 x 2 inches,2023-07-04
,B0BXW7L3WY,,WDG,"WDG Update Center Console Organizer Tray for 2022 Rivian R1T R1S Accessories, Interior Accessory Armrest Storage Box ABS Material with PVC Trim",https://m.media-amazon.com/images/I/51AVipgSYML._AC_US200_.jpg,B0BXW7L3WY,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"122,585","102,912",107%,Automotive Center Consoles,1134,55,"35,000%",879,350%,15.99,,51%,5.40,3,3.64%,5.00,2,2023-03-08,FBA,9,1,1,YingYan Shop,CN,"公司名称：shenzhen yingyan Apparel co., LTD.
电话号码：+86 189 3889 2102",FBA,,,,Y,,,9.6 ounces,8.39 x 6.77 x 2.6 inches,2023-07-03
,B0B85KB49B,Color: Black Carbon Fiber,TWRAPS,Tunnel Door Sill Wrap for Rivian R1T Black Carbon Fiber,https://m.media-amazon.com/images/I/51XkyihrVjL._AC_US200_.jpg,B0B85F1DR1,Automotive:Interior Accessories:Door Entry Guard,Automotive,"88,746","-18,210",-20%,Automotive Door Entry Guard,275,54,-200%,"1,617",-2%,29.95,,74%,3.22,5,1.85%,4.70,1,2022-07-29,FBA,8,2,1,TWRAPS,US,公司名称：SilverWiz,FBA,,,,Y,,,2.4 ounces,11.38 x 8.94 x 0.28 inches,2023-07-03
,B0C4VLG5RH,,SnapPlate,"SnapPlate? Gen2 for Rivian R1T &amp; R1S - No-Drill License Plate Holder, Front License Plate Mounting Kit, No Adhesives, Height-Adjustable, Removable, License Frame (Only Fits Rivian R1T&amp;S 2022-2023+)",https://images-na.ssl-images-amazon.com/images/I/51ZwH9V6vrL._AC_US200_.jpg,B0C4VLG5RH,Automotive:Exterior Accessories:License Plate Covers & Frames:Frames,Automotive,"79,659","63,911",80%,License Plate Frames,902,53,"16,500%","7,418",165%,139.97,,80%,7.65,6,7.55%,4.60,4,2023-04-30,FBA,9,1,2,EveryAmp,US,"公司名称：EveryAmp, Inc
办公地址：
7343 El Camino Real
Suite 167
Atascadero
California
93422
US",FBA,,,,Y,,,1.6 pounds,9.7 x 9.4 x 6.4 inches,2023-07-04
,B0BX2317TM,,Jack Pucks,Magnetic Jack Puck Adapter Kit for Rivian R1T &amp; R1S w/Zippered Case,https://m.media-amazon.com/images/I/51rNq71v7JL._AC_US200_.jpg,B0BX2317TM,"Automotive:Tools & Equipment:Garage & Shop:Vehicle Lifts, Hoists & Jacks",Automotive,"94,055","6,343",3%,"Vehicle Lifts, Hoists & Jacks",364,44,"5,300%","7,917",53%,179.95,,81%,7.97,2,0.00%,5.00,0,2023-02-27,FBA,6,1,1,JACKPUCKS,US,"公司名称：JackPucks.com LLC
电话号码：480-550-8749
办公地址：
67 S Higley Road
Ste 103222
GILBERT
AZ
85296
US",FBA,,,,,,,5.04 pounds,9.57 x 8.78 x 4.8 inches,2023-07-03
,B0BR8JYJSC,,AutoMate Pro,"AutoMate Pro Custom Fit Windshield Foldable Sunshade for 2022 2023 Rivian R1T Truck, Compact Sun Shade Block UV Rays Visor Protector Folding Dual-Purpose (Made in USA)",https://m.media-amazon.com/images/I/51xYwzpaGlL._AC_US200_.jpg,B0BR8JYJSC,Automotive:Interior Accessories:Sun Protection:Sunshades:Windshield Sunshades,Automotive,"55,557","55,730",48%,Automotive Windshield Sunshades,1026,43,"5,000%","2,063",50%,47.99,,59%,12.25,8,11.63%,3.70,5,2022-12-27,FBM,7,1,2,AutoMatePro,US,"公司名称：Only Shades, LLC
办公地址：
14417 Stonebridge View Drive
North Potomac
MD
20878
US",FBM,,,,,,,1.72 pounds,29.96 x 11.5 x 2.48 inches,2023-07-03
,B0BTTGT7CW,Size: Floor Mats Set for R1T,Naibeve,"Naibeve Floor Mats for Rivian R1T 2022 2023- All Weather Custom Fit Rivian R1T Floor Mats,for Rivian R1T Floor Liner Front Trunk Liner Cargo Tray Trunk Waterproof Interior Accessories",https://m.media-amazon.com/images/I/41rskEDDrVL._AC_US200_.jpg,B0BXSNZPBL,Automotive:Interior Accessories:Floor Mats & Cargo Liners:Cargo Liners,Automotive,"202,188","-426,899",-76%,"Truck Bed Mats
Cargo Liners
Automotive Floor Mats","96
657
1748",36,"14,700%","5,759",147%,159.99,,70%,24.43,2,0.00%,4.50,0,2023-02-02,FBA,9,3,1,Naibeve,CN,"公司名称：Hefei Naibeiwei Technology Co.,Ltd.
办公地址：
四川路与贵阳路交口时光印象A22栋1902
合肥市
包河区
安徽省
230041
CN",FBA,,,Y,Y,,,17.86 pounds,"33""L x 6.02""W x 25""Th",2023-06-30
,B0C1RSJTYS,,BestEvMod,"BestEvMod for Rivian R1T R1S Front Door Side Insert Storage Box, Front Inner Door Handle Organizer Set of 2 with PVC Trim Compatible with Rivian R1T R1S 2022 2023 Accessories",https://m.media-amazon.com/images/I/41otp2A1LwL._AC_US200_.jpg,B0C1RSJTYS,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Door Handles,Automotive,"166,818","55,847",30%,Automotive Interior Door Handles,450,34,"-2,500%",645,-25%,18.99,,63%,4.24,3,0.00%,3.30,0,2023-04-06,NA,8,1,1,BestEvMod,CN,"公司名称：guangzhoushihuangxiaojingkejiyouxiangongsi
办公地址：
黄埔大道中336号
第六层E98
广州
天河
广东
510655
CN",NA,,,Y,Y,,,3.84 ounces,5.5 x 1.8 x 3.5 inches,2023-06-28
,B09ZSM4R5C,Size: Full Bumper (5pcs),TWRAPS,TWRAPS Bumper Clear Protection Film (PPF) for Rivian R1T / R1S Full Bumper (5pcs),https://m.media-amazon.com/images/I/41OlQOM4vcL._AC_US200_.jpg,B0B6YZGJQJ,Automotive:Exterior Accessories:Bumpers & Bumper Accessories:Bumper Guards,Automotive,"75,104","34,251",24%,"Protective Shields
Automotive Exterior Accessories","102
12791",34,"-1,900%","4,758",-19%,139.95,5,82%,4.75,15,8.82%,4.40,3,2022-07-18,FBA,9,3,1,TWRAPS,US,公司名称：SilverWiz,FBA,,,,Y,,,13.7 ounces,12.52 x 2.52 x 2.4 inches,2023-07-03
,B09ZRVL45R,Color: Dark Smoke (30% VLT),TWRAPS,TWRAPS Headlights Smoke Tint for Rivian R1T / R1S Dark Smoke (30% VLT),https://m.media-amazon.com/images/I/51ep1-BmB6L._AC_US200_.jpg,B09ZRZN477,Automotive:Lights & Lighting Accessories:Light Covers,Automotive,"180,084","119,105",70%,Light Covers & Lenses,326,33,"-1,100%","3,298",-11%,99.95,3,81%,4.24,16,27.27%,4.50,9,2022-06-30,FBM,9,4,1,TWRAPS,US,公司名称：SilverWiz,FBM,,,,Y,,,7.2 ounces,9.37 x 2.48 x 2.44 inches,2023-07-03
