主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B0834MGNHM,,AUTOGINE,AUTOGINE Super Bright 6000K White LED Interior Light Kit Package for 2016 2017 2018 2019 2020 2021 2022 Toyota Tacoma + Install Tool,https://images-na.ssl-images-amazon.com/images/I/512E-qGYP6L._AC_US200_.jpg,B0834MGNHM,Automotive:Replacement Parts:Lighting & Electrical:Lighting,Automotive,"3,088","-1,342",-29%,Automotive Replacement Lighting Products,10,"1,006",-600%,"19,103",-6%,18.99,68,68%,3.22,"4,938",6.96%,4.60,70,2018-05-11,FBA,9,1,1,BESION LED,CN,"公司名称：xiamenzhouyoushixinxikejiyouxiangongsi
办公地址：
厦门火炬高新区软件园三期诚毅北大街59号404室之一
厦门
集美
福建
361021
CN",FBA,,Y,,Y,,tacoma interior led lights,1.44 ounces,6.97 x 5.08 x 0.47 inches,2023-07-05
,B07C7WNDZG,Color: black,JDMCAR,"JDMCAR Compatible with Center Console Organizer 2023 Toyota Tacoma Accessories 2022 2021 2020 2019 2018 2017 2016, Tacoma Insert ABS Black Material Tray",https://images-na.ssl-images-amazon.com/images/I/511nRu8KMyS._AC_US200_.jpg,B08PV5LSFJ,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"6,148",941,27%,Automotive Center Consoles,39,928,-400%,"12,982",-4%,13.99,61,51%,4.75,"7,519",4.85%,4.80,45,2018-04-15,FBA,9,2,1,JDMCAR,CN,公司名称：Guangzhouzhigongmaoyiyouxiangongsi,FBA,,,,Y,,,0.46 pounds,7.8 x 1.8 x 7.6 inches,2023-07-04
,B018AIGLSI,Style: In-Channel - Smoke,Auto Ventshade,"Auto Ventshade [AVS] In-Channel Ventvisor | 2016 - 2023 Toyota Tacoma Double Cab - Smoke, 4 pc. | 194768",https://images-na.ssl-images-amazon.com/images/I/41UsSEyVPfL._AC_US200_.jpg,B0BKYDS7VR,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"6,026","-2,495",-43%,Side Window Wind Deflectors & Visors,5,918,-100%,"54,979",-1%,59.89,357,63%,13.09,"7,401",8.39%,4.50,77,2015-12-10,AMZ,9,5,7,Amazon,US,"公司名称：TGL VENTURES, LLC
电话号码：602-383-4485
办公地址：
13019 N 97th Dr
SUN CITY
AZ
85351
US",AMZ,Y,Y,,Y,,auto ventshade avs in-channel ventvisor / rain gua,2.33 pounds,46.88 x 11.88 x 1.88 inches,2023-07-04
,B00ACM8KI0,,HitchSafe,HitchSafe HS7021T Nickel Cadmium Hitch Bolt for Toyota Tacoma - Pair,https://images-na.ssl-images-amazon.com/images/I/41xpQAs7KOL._AC_US200_.jpg,B00ACM8KI0,Automotive:Exterior Accessories:Towing Products & Winches:Hitch Accessories:Hitch Clips & Pins,Automotive,"29,938","-25,623",-86%,Towing Hitch Clips & Pins,54,874,"1,400%","16,562",14%,18.95,273,68%,3.22,493,0.00%,4.60,0,2012-11-23,FBA,9,1,4,FJM Security Products,US,"公司名称：Frank J. Martin Co.
电话号码：800-859-6082
办公地址：
18424 Hwy 99
LYNNWOOD
WA
98037
US",FBA,,Y,,Y,,hitch safe,0.1 pounds,2 x 1 x 2 inches,2023-07-02
,B08HVH3QL6,Color: red,JKCOVER,"JKCOVER Premium Custom Liner Mat Accessories Compatible with Toyota Tacoma 2016 2017 2018 2019 2020 2021 2022, Cup Holder, Door Pocket and Center Console Inserts 19 Pcs (Double Cab, Red Trim)",https://images-na.ssl-images-amazon.com/images/I/51MiyTp8wxL._AC_US200_.jpg,B08N11KH73,Automotive:Interior Accessories:Cup Holders,Automotive,"6,298","-1,183",-18%,Automotive Cup Holders,103,802,"1,800%","15,229",18%,18.99,18,63%,4.24,"1,801",4.86%,4.50,39,2020-09-11,FBA,10,5,1,JKCOVER,CN,"公司名称：Guangzhou Songxianjun Trading Co.,LTD",FBA,,,,Y,,,0.62 pounds,16.7 x 7.4 x 0.7 inches,2023-07-05
,B087N6H35X,Size: For Tacoma 16-23,Voron Glass,"Voron Glass in-Channel Extra Durable Rain Guards for Trucks Toyota Tacoma 2016-2023 Double Cab, Window Deflectors, Vent Window Visors, 4 Pieces - 220056",https://images-na.ssl-images-amazon.com/images/I/51sba34JtAL._AC_US200_.jpg,B0C66DM1WV,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"6,985",-828,-11%,Side Window Wind Deflectors & Visors,6,766,-400%,"45,952",-4%,59.99,30,65%,12.25,"1,433",5.48%,4.30,42,2020-04-23,FBA,8,6,3,Spark Lines Inc,US,"公司名称：Spark Lines Inc
办公地址：
1 S Corporate Drive, Suite C
RIVERDALE
NJ
07457
US",FBA,,,,,,,1.43 pounds,41.3 x 11.4 x 1.4 inches,2023-07-05
,B01GGQUR1S,,EPAuto,"EPAuto GP683 (17801-0P010 / CA9683) Replacement for Toyota Rigid Panel V6 Engine Air Filter for 4Runner (2003-2009), FJ Cruiser (2007-2009), Tacoma (2005-2015), Tundra (2005-2011)",https://images-na.ssl-images-amazon.com/images/I/51bxV62GckL._AC_US200_.jpg,B01GGQUR1S,Automotive:Replacement Parts:Filters:Air Filters & Accessories:Air Filters,Automotive,"4,691","1,288",27%,Automotive Replacement Air Filters,46,744,"-1,200%","11,137",-12%,14.97,6,44%,6.10,"3,080",2.69%,4.80,20,2016-05-31,FBA,9,1,1,EPFamily Direct,US,"公司名称：EP Family Corp
电话号码：800-349-0716",FBA,,Y,,Y,,air filter tacoma,1.1 pounds,14.33 x 8.46 x 2.64 inches,2023-07-05
,B07CJHTDVV,Color: Multicolor,Rexka,Rexka 12pcs Transfer &amp; Differential Service Gasket Kit Compatible with Toyota Lexus 4Runner Land Cruiser Tundra Tacoma FJ Cruiser Highlander RAV4 Sequoia Sienna 1215710010 9043024003 90430A0003,https://images-na.ssl-images-amazon.com/images/I/41nYyRMbiIL._AC_US200_.jpg,B0BLLQR3GM,Automotive:Replacement Parts:Gaskets:Engine Kit Gasket Sets,Automotive,"5,916","2,267",38%,"Automotive Replacement Transfer Case Components
Automotive Replacement Engine Kit Gasket Sets","1
1",704,200%,"4,920",2%,6.99,30,39%,3.22,"1,297",6.53%,4.70,46,2018-04-19,FBA,7,2,1,REXKA,CN,"公司名称：HQ Automotive Co., Limited",FBA,Y,Y,,,,Automotive Replacement Engine Kit Gasket Sets by R,0.176 ounces,5.08 x 4.21 x 0.28 inches,2023-07-05
,B09J4JKKMP,,JDMCAR,"JDMCAR Compatible with Toyota Tacoma 2005-2015 A/C Air Conditioning Control Switch Knob Button, HVAC Control Knob Tacoma Heater Temperature HVAC Fan Control Knob - (A Set of 3 Knobs)",https://images-na.ssl-images-amazon.com/images/I/519T7+fPHkL._AC_US200_.jpg,B09J4JKKMP,Automotive:Replacement Parts:Switches & Relays:Switches:Air Conditioning:Air Conditioning & Heater Control,Automotive,"5,018","1,042",21%,Automotive Replacement Heater Control Switches,1,685,900%,"10,953",9%,15.99,5,61%,3.86,"1,006",5.84%,4.60,40,2021-10-10,FBA,10,1,1,JDMCAR,CN,公司名称：Guangzhouzhigongmaoyiyouxiangongsi,FBA,Y,Y,,Y,,Automotive Replacement Heater Control Switches by,3.52 ounces,3.9 x 3.23 x 2.64 inches,2023-07-04
,B08HH12M95,,ONER AUTO PARTS,"Fuel Tank Filler Cap,Gas Cap Compatible With Toyota - 4Runner, Avalon, Camry, Corolla, Highlander, Matrix, Sequoia, Sienna, Solara, Tacoma, Tundra, GX470, ES330, ES300，Replace# 77300-33070 7730033070",https://images-na.ssl-images-amazon.com/images/I/31Hf38NrOUL._AC_US200_.jpg,B08HH12M95,Automotive:Replacement Parts:Caps:Fuel Tank Caps,Automotive,"7,300","2,078",28%,Automotive Replacement Fuel Tank Caps,10,679,"-1,500%","7,455",-15%,10.98,,48%,4.08,669,3.83%,4.30,26,2020-09-03,FBA,9,1,1,ONER AUTO PARTS,CN,公司名称：Ruian baotian construction machinery factory,FBA,,Y,,,,Automotive Replacement Fuel Tank Caps by ONER AUTO,2.82 ounces,4.25 x 3.74 x 2.48 inches,2023-07-04
,B018AIGTGC,Style: Hoodflector - Smoke,Auto Ventshade,"Auto Ventshade [AVS] Hoodflector/Bug Shield | 2016 - 2023 Toyota Tacoma| Medium Profile - Smoke, 1 pc. | 21681",https://images-na.ssl-images-amazon.com/images/I/21AD6AOqyLL._AC_US200_.jpg,B0BLM27CWS,Automotive:Exterior Accessories:Deflectors & Shields:Bug & Hood Shields,Automotive,"8,140","-1,427",-18%,Bug & Hood Shields,3,669,100%,"37,457",1%,41.03,160,31%,29.97,"4,410",8.37%,4.50,56,2015-12-16,AMZ,9,9,5,Amazon,US,公司名称：TAP Worldwide LLC,AMZ,Y,Y,,Y,,Bug & Hood Shields by Auto Ventshade,3 pounds,69.8 x 10.5 x 4.8 inches,2023-07-05
,B0BDG3BYQW,Size: 10.6 inch,RLB-HILON,"RLB-HILON 10.6” Rear View Mirror, Universal Fit Type, Compatible with Jeep Wrangler Kia Optima Soul Sorento Nissan Rogue Altima Toyota Corolla Camry Tacoma Ford F150 Focus Honda Civic Accord And More",https://images-na.ssl-images-amazon.com/images/I/41IwuoEfpXL._AC_US200_.jpg,B0C5T7KZ6H,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Mirrors,Automotive,"6,077","1,026",17%,Automotive Interior Mirrors,37,649,"1,900%","16,867",19%,25.99,,64%,5.40,90,3.24%,4.40,21,2022-09-06,FBA,8,2,1,Hilon AUTOPARTS Store,CN,"公司名称：ruianshiruilaiboguojimaoyiyouxiangongsi
办公地址：
安阳北路
瑞枫锦园11幢2401
瑞安市
瑞祥新区
浙江省
325200
CN",FBA,,Y,,,,Automotive Interior Mirrors by RLB-HILON,1.06 pounds,11.26 x 4.8 x 3.11 inches,2023-07-04
,B09NZKBJ18,Color: Full Set/Black-Red,Tomatoman,Tomatoman Toyota Tacoma Seat Covers 2005-2023 Access Crew Double Extended Cab TRD Sport Offroad Limited SR5 V6 Truck Airbag Compatible Car Cushions(Full Set/Black-Red),https://images-na.ssl-images-amazon.com/images/I/51tAMbBJsDL._AC_US200_.jpg,B09NZNGXWM,Automotive:Interior Accessories:Seat Covers & Accessories:Seat Covers,Automotive,"10,863","-7,062",-47%,"Automobile Seat Cover Sets
Automotive Seat Covers","31
104",641,800%,"128,193",8%,199.99,37,74%,21.91,432,3.59%,4.50,23,2021-12-22,FBA,9,12,1,Tomatoman,CN,"公司名称：taizhoubikedianzishangwuyouxiangongsi
办公地址：
松门镇锦阳路71号阳光海岸茗苑6幢4号
台州市
温岭市
浙江省
317511
CN",FBA,,Y,,Y,,Automotive Seat Covers by Tomatoman,8.53 pounds,26 x 22.6 x 7.1 inches,2023-07-04
,B08DD3HVB1,Size: Left | Color: gray,Dasbecan,Dasbecan Left Driver Side Sun Visor Compatible with Toyota Tacoma 2005-2012 74320-04181-B1 Gray Without Light,https://images-na.ssl-images-amazon.com/images/I/41wQm-U0-cL._AC_US200_.jpg,B09DFCCTX3,Automotive:Interior Accessories:Sun Protection:Visors,Automotive,"6,001",480,8%,Automotive Sun Protection Visors,11,621,700%,"14,593",7%,23.50,36,59%,6.10,"1,242",5.15%,4.60,32,2020-08-01,FBA,10,6,1,Dasbecan,CN,"公司名称：Hangzhou Beikenkeji Co.,Ltd
办公地址：
孔家埭村160、161号2幢314室
杭州市
拱墅区
浙江省
310005
CN",FBA,,Y,,Y,,Automotive Sun Protection Visors by Dasbecan,1.68 pounds,18.3 x 8.5 x 3 inches,2023-07-04
,B08C7LT7P9,Color: Smoked Type A,HIGH FLYING,"HIGH FLYING Car Accessories LED Side Mirrors, Sequential Dynamic Turn Signal Lights Indicator, Pair for Toyota Tacoma 2016-2022, RAV4 XA50 2019-2022, Highlander XU70 2020-2022, Set of 2, Smoked Black",https://images-na.ssl-images-amazon.com/images/I/41G7+-onl-S._AC_US200_.jpg,B098341ML2,Lights & Lighting Accessories:Lighting Assemblies & Accessories:Signal Light Assemblies:Marker Light Assemblies:Side Marker & Turn Signal Combos,Lights & Lighting Accessories,"8,845","-1,460",-19%,Automotive Combo Turn Signal & Side Marker Light Assemblies,1,599,300%,"26,955",3%,45.00,123,72%,5.69,"1,891",0.00%,4.80,0,2020-07-01,FBA,9,4,2,Car Decoration Club,CN(HK),"公司名称：HIGH FLYING TRADE CO., LIMITED
电话号码：86-202-905-3109",FBA,Y,Y,,Y,,Automotive Combo Turn Signal & Side Marker Light A,12 ounces,9.53 x 7.4 x 3.43 inches,2023-07-04
,B09FFCT1FY,Size: ac outer rings | Color: red,JDMCAR,"JDMCAR Compatible with 2023 Toyota Tacoma Premium Aluminum Alloy A/C Vent Ring Outer Trim Decoration Covers fit 2016-2021 2022 Tacoma A/C Outlet Vent Accessories -(4 pcs Set, Red)",https://images-na.ssl-images-amazon.com/images/I/51vCsDM3-LL._AC_US200_.jpg,B09H6KP4KS,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"7,421","1,579",20%,Automotive Center Consoles,54,581,-100%,"15,100",-1%,25.99,16,70%,3.86,878,7.92%,4.60,46,2021-09-02,FBA,9,4,1,JDMCAR,CN,公司名称：Guangzhouzhigongmaoyiyouxiangongsi,FBA,,Y,,Y,,Automotive Center Consoles by JDMCAR,1.76 ounces,5.24 x 4.84 x 1.14 inches,2023-07-05
,B07NRWR1JB,Color: Red,JDMCAR,"JDMCAR Liner Accessories Compatible with 2023 2022 Toyota Tacoma 2016 2017 2018 2019 2020 2021 Custom Fit Cup and Door Center Console Inserts (Double Cab, Red Trim)",https://images-na.ssl-images-amazon.com/images/I/518Cqx-hKuL._AC_US200_.jpg,B08MD9FP8S,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"11,634","-2,780",-24%,Automotive Center Consoles,88,573,"1,300%","12,600",13%,21.99,40,66%,4.24,"3,636",37.00%,4.50,212,2019-02-14,FBA,10,6,1,JDMCAR,CN,公司名称：Guangzhouzhigongmaoyiyouxiangongsi,FBA,,Y,,Y,,Automotive Center Consoles by JDMCAR,10.8 ounces,15.5 x 7 x 1 inches,2023-07-04
,B00KYJ23HA,Style: Air Filter,K&amp;N,"K&amp;N Engine Air Filter: Increase Power &amp; Towing, Washable, Premium, Replacement Air Filter: Compatible with 2014-2019 Toyota Truck and SUV V6/V8 (Tundra, Tacoma, Sequoia), 33-5017",https://images-na.ssl-images-amazon.com/images/I/51UbWS-0UiS._AC_US200_.jpg,B0BMRYNC99,Automotive:Replacement Parts:Filters:Air Filters & Accessories:Air Filters,Automotive,"8,363",741,9%,Automotive Replacement Air Filters,116,571,"6,000%","41,106",60%,71.99,59,77%,6.10,"2,467",3.50%,4.80,20,2014-06-12,AMZ,8,2,21,Amazon,US,"公司名称：Innovative Performance Plus Customs, DBA FASTMODZ
办公地址：
102 Amberglow Pl
CARY
NC
27513
US",AMZ,,Y,,,,2019 toyota tacoma air filter,1.95 pounds,12.2 x 1.7 x 14 inches,2023-07-05
,B098RMCSRT,,D-Lumina,D-Lumina Windshield Sunshade Compatible with Toyota Tacoma 2016 2017 2018 2019 2020 2021 2022 2023 - Foldable Front Window Sun Shade Shield Protector,https://m.media-amazon.com/images/I/41lXnvJ-gCL._AC_US200_.jpg,B0B9RJBNVM,Automotive:Interior Accessories:Sun Protection:Sunshades:Windshield Sunshades,Automotive,"41,046","2,403",48%,Automotive Windshield Sunshades,808,565,"2,700%","16,921",27%,29.95,,65%,6.10,399,2.12%,4.60,12,2021-07-06,NA,9,1,1,D-Lumina,CN,"公司名称：RAINBOW OPTO-ELECTRONIC CO.,LIMITED",NA,,Y,,Y,,Automotive Windshield Sunshades by D-Lumina,10.2 ounces,"5""L x 5""W",2023-07-03
,B08CV5LRVR,,FEBRYTOLD,"FEBRYTOLD 100Pcs Trim Door Panel Retainer Clips, Car Push Fastener Clips, Door Trim Clips for Toyota Corolla Camry Sequoia Tundra Tacoma, Replace OEM: 90467-10188 with 1Pcs Plastic Fastener Remover",https://images-na.ssl-images-amazon.com/images/I/519jtQKAQCL._AC_US200_.jpg,B08CV658HM,Automotive:Replacement Parts:Body & Trim:Body:Clips,Automotive,"10,484","8,469",81%,Automotive Clips,69,564,-600%,"5,634",-6%,9.99,9,37%,4.75,423,2.66%,4.60,15,2020-07-12,FBA,9,1,1,Hedou,CN,"公司名称：Guangzhou Hedou Technology Co. LTD
电话号码：1-587-654-2087
办公地址：
南村镇番禺大道北383号写字楼4栋902
广州
番禺区
广东
510650
CN",FBA,,Y,,Y,,Automotive Clips by FEBRYTOLD,5.3 ounces,9.57 x 6.38 x 1.77 inches,2023-07-04
,B00VC1IXO6,,Bosch Automotive,"Bosch Automotive 5286WS Workshop Engine Air Filter-Compatible With Select Lexus SC300,SC400;Toyota 4Runner,Supra,Tacoma",https://images-na.ssl-images-amazon.com/images/I/51SGVSjXRfL._AC_US200_.jpg,B00VC1IXO6,Automotive:Replacement Parts:Filters:Air Filters & Accessories:Air Filters,Automotive,"8,068","2,032",25%,Automotive Replacement Air Filters,103,562,"1,900%","2,821",19%,5.02,6,24%,5.40,523,2.67%,4.70,15,2015-03-27,AMZ,9,1,4,Amazon,,,AMZ,,Y,,Y,,toyota air filter,0.9 pounds,10.5 x 7.3 x 9.1 inches,2023-07-04
,B0868JBXXY,Color: Black,Gledewen,"Gledewen Exterior Door Handle Front Left &amp; Right Pair with Key Hole | Replacement for 1995-2004 Toyota Tacoma | Replaces# 69220-35020, 69210-35020",https://images-na.ssl-images-amazon.com/images/I/41gOP7+E-+L._AC_US200_.jpg,B09V3349DH,Automotive:Replacement Parts:Body & Trim:Trim:Exterior Door Handles,Automotive,"17,435","-9,430",-54%,Automotive Exterior Door Handles,38,556,"-1,400%","10,002",-14%,17.99,4,59%,4.75,"1,366",30.22%,4.30,168,2020-03-22,FBA,8,3,1,GledewenDirect,CN,公司名称：ruianshihongyidianzishangwushanghang,FBA,,Y,,,,Automotive Exterior Door Handles by Gledewen,14.9 ounces,8 x 3.2 x 3.2 inches,2023-07-04
,B0B8YXSVH4,Color: Red,JKCOVER,"JKCOVER Interior Decorated Button Knob Covers Compatible with Toyota Tacoma 2023 2022 2021 2020 2019 2018 2017 2016, 4WD Temp Air Conditioner AC Switch Audio CD Aluminum Alloy Knob Ring (Red,4pcs)",https://images-na.ssl-images-amazon.com/images/I/517eL4ea+aL._AC_US200_.jpg,B0BMVFY8CC,Automotive:Replacement Parts:Switches & Relays:Switches:Air Conditioning:Air Conditioning & Heater Control,Automotive,"11,520","-3,443",-30%,Automotive Replacement Heater Control Switches,3,552,-900%,"9,372",-9%,16.98,4,62%,3.86,257,7.43%,4.40,41,2022-08-07,FBA,10,3,1,JKCOVER,CN,"公司名称：Guangzhou Songxianjun Trading Co.,LTD",FBA,Y,,,Y,,,1.13 Ounces,1.6 x 1.6 x 0.6 inches,2023-07-03
