主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B0BYNLMGTX,Color: black,TACOBRO,"TACORBO Center Console Organizer Compatible with Chevy Colorado/GMC Canyon Accessories 2015-2020 2021 2022 Armrest Secondary Storage Box, ABS Materials,Black Trim",https://m.media-amazon.com/images/I/51lsj8gxbRL._AC_US200_.jpg,B0BYNPNT3T,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"165,899","-26,369",-13%,Automotive Center Consoles,1350,63,"73,300%",944,733%,14.99,,49%,5.40,6,3.17%,5.00,2,2023-03-15,FBA,9,3,2,TACOBRO,CN,公司名称：chaozhou yibeimaoyi youxiangongsi,FBA,,,,Y,,,9.5 ounces,9.25 x 8.19 x 2.68 inches,2023-06-28
,B09QRD6WGT,,TAC TRUCK ACCESSORIES COMPANY,TAC Sidewinder Running Boards Fit 2015-2023 Chevy Colorado/GMC Canyon Crew Cab 4” Drop Side Steps Nerf Bars Rock Slider Pickup Truck Fine Texture Black Off-Road Accessories (2pcs),https://m.media-amazon.com/images/I/41Vj-TVUHHL._AC_US200_.jpg,B09QRD6WGT,Automotive:Exterior Accessories:Running Boards & Steps:Running Boards,Automotive,"45,122","7,355",13%,Running Boards,37,61,"-3,600%","17,079",-36%,279.99,7,68%,46.35,98,18.03%,4.90,11,2022-01-18,FBA,9,1,2,TSS_USA,US,公司名称：California,FBA,,Y,,Y,,Running Boards by TAC TRUCK ACCESSORIES COMPANY,500 Pounds,89.8 x 11.8 x 6.7 inches,2023-07-02
,B0BW4NJV1Z,,MALOOS,4 PCS Car Wheel Air Cover Exterior Accessories Tire Stem Valve Caps Dust Cover Black Metal Tyre Valve Stem Cap Accessory for GMC Terrain Acadia Yukon Canyon Sierra Savana,https://images-na.ssl-images-amazon.com/images/I/51L-jyBhHBS._AC_US200_.jpg,B0BW4NJV1Z,Automotive:Tires & Wheels:Accessories & Parts:Valve Stems & Caps:Stem Caps,Automotive,"428,922","-187,640",-44%,Tire Valve Stem Caps,1518,58,"-6,500%",579,-65%,9.99,,53%,3.22,3,3.45%,4.30,2,2023-02-16,FBA,7,1,1,ChunYuLanXia(ChengDou)DianQiXiaoShouYouXianGongSi,CN,"公司名称：chunyulanxiachengdudianqixiaoshouyouxiangongsi
办公地址：
百官街道
城南春天30幢3单元1201
绍兴市
浙江
312300
CN",FBA,,,,,,,0.317 ounces,4.72 x 2.83 x 0.39 inches,2023-06-12
,B0BTVN6RQD,,APPERFiT,"APPERFiT Tie Down Anchor Truck Bed Accessories Compatible with 2014-2022 Chevy Silverado &amp; GMC Sierra 1500 2500 HD 3500 HD, 2015-2022 Colorado &amp; Canyon Cargo Accessories Replaces 23146899",https://images-na.ssl-images-amazon.com/images/I/41Kf2exrzuL._AC_US200_.jpg,B0BTVN6RQD,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tie Downs & Anchors,Automotive,"104,666","139,962",134%,Truck Tie Downs & Anchors,158,46,0%,"1,517",0%,32.99,,67%,6.10,2,2.17%,5.00,1,2023-02-03,FBA,7,1,1,APPERFiT,CN,"公司名称：rui an shi xi en kai mao yi you xian gong si
办公地址：
安阳街道祥星嘉园4幢1401室
温州市
瑞安市
浙江省
325200
CN",FBA,,,,,,,2.16 pounds,6.1 x 5.08 x 3.03 inches,2023-07-04
,B09FT2YC3G,,3W,"3W Floor Mats Fit for 2015-2022 Chevrolet Colorado Crew Cab/GMC Canyon Crew Cab, Full TPE All Weather Chevy Colorado Car Mats 1st &amp; 2nd Row Custom Fit Accessories for Chevy/GMC, Black",https://m.media-amazon.com/images/I/41vUwM2wGkL._AC_US200_.jpg,B09FT2YC3G,Automotive:Interior Accessories:Floor Mats & Cargo Liners:Floor Mats,Automotive,"160,460","55,663",78%,Automotive Floor Mats,1491,38,"70,000%","4,939",700%,129.99,,70%,19.39,13,2.63%,4.20,1,2021-09-08,FBA,10,1,1,3W Auto Accessory,US,"公司名称：3W Auto Accessory Inc
办公地址：
29-24 213th street
BAYSIDE
NY
11360
US",FBA,,,,Y,,,10.78 pounds,30 x 22 x 5 inches,2023-07-03
,B0BNN5XTYT,Color: White,RUNROAD,"RUNROAD Center Console Organizer Tray Compatible with Chevy Colorado/GMC Canyon 2015 2016-2020 2021 2022 Accessories, Insert ABS Secondary Storage Box Armrest Tray Coin Holder White",https://m.media-amazon.com/images/I/51oJZ-nHWpL._AC_US200_.jpg,B0BNN5PSLG,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"84,217","-330,263",-78%,Automotive Center Consoles,787,35,"-1,800%",559,-18%,15.99,,51%,5.40,18,25.71%,4.30,9,2022-11-29,FBA,10,3,1,RUNROAD,CN,"公司名称：chaozhouzhongfamaoyiyouxiangongsi
办公地址：
下东埔村下东路5号
综合楼第3层301室
潮州市
枫溪区
广东省
521000
CN",FBA,,,,Y,,,9.6 ounces,9.37 x 6.5 x 2.72 inches,2023-06-27
,B0BG1F9Z2D,Color: White,OFFCURVE,"OFFCURVE Key Fob Cover for Chevy Chevrolet Colorado Silverado Silverado Suburban Tahoe GMC Canyon Sierra 1500 2500 3500 HD TPU Remote Keyless Key Fob Case Protection Shell Accessories, White","https://m.media-amazon.com/images/I/41gziPhc++L._AC_SR200,200_.jpg",B0BG1JCK2D,Automotive:Interior Accessories:Key Shells,Automotive,"183,201","330,191",200%,Key Shells,1748,34,-400%,339,-4%,9.99,,46%,3.86,12,0.00%,4.90,0,2022-09-20,FBA,7,4,1,OFF CURVE,CN,"公司名称：Xinghe Meteorite Technology (Shenzhen) Co., Ltd.",FBA,,,,,,,0.634 ounces,2.4 x 0.6 x 1.5 inches,2023-06-29
,B08CG9RWGF,Color: Red Trim,CupHolderHero,"CupHolderHero for Chevy Colorado &amp; GMC Canyon Accessories 2015-2022 Premium Custom Interior Non-Slip Anti Dust Center Console Organizer Tray with Liner Mats, 3-pc Set (Red Trim)",https://m.media-amazon.com/images/I/41-fInhj+VL._AC_US200_.jpg,B08CG29DFN,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"110,802","-369,972",-85%,Automotive Center Consoles,1024,32,"4,200%",617,42%,19.31,,57%,5.40,238,6.25%,4.80,2,2020-10-30,FBA,9,5,1,CupHolderHero,US,"公司名称：Suma Brands Funding I, LLC
办公地址：
310 4th Ave S Suite 5010 PMB 95932
Minneapolis
MN
55415
US",FBA,,,,Y,,,5 ounces,9.84 x 6.81 x 2.8 inches,2023-06-26
,B0BP6YK6SD,Size: 4 Buttons-Black,Slohif,"Slohif for Chevy Chevrolet Leather Key Fob Cover Accessories for Silverado Colorado GMC Sierra Canyon 2014-2019 4 Buttons, Leather Case+D-Ring+Hook(Black)",https://m.media-amazon.com/images/I/51TbQPffoGL._AC_US200_.jpg,B0BP71D32H,Automotive:Interior Accessories:Key Shells,Automotive,"205,805","-282,339",-72%,"Antitheft Keyless Entry Systems
Key Shells","1684
1919",32,"11,900%",479,119%,14.99,,59%,3.86,10,6.25%,4.70,2,2022-12-05,FBA,8,3,1,SSSHUANG.CASE,CN,"公司名称：hengyangxiangexingdianzishangwuyouxiangongsi
办公地址：
曲兰镇杨柳村楼底组7号
衡阳市
衡阳县
湖南省
421200
CN",FBA,,,,,,,1.76 ounces,5.12 x 2.44 x 1.34 inches,2023-06-29
,B09XT4R6PF,,Korlot,Carbon Fiber Central Control Gear Shift Panel Cover Trim Accessories for Chevrolet Colorado 2015-2022 for GMC Canyon 2015-2022,https://images-na.ssl-images-amazon.com/images/I/51h5qQoPo0L._AC_US200_.jpg,B09XT4R6PF,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"31,916","62,315",61%,Automotive Center Consoles,318,30,"-2,700%",987,-27%,32.90,,68%,5.69,51,20.00%,4.60,6,2022-04-12,FBA,8,1,2,Just-AutoTrims,CN,公司名称：CHEN SUN,FBA,,Y,,,,chevy gear shift panel cover,9.1 ounces,13.39 x 10.04 x 1.69 inches,2023-07-03
,B098N9C94N,Color: Red,MECHCOS,Compatible with 2021 2020 Chevy Suburban Tahoe Colorado Silverado 1500 2500 3500 HD GMC Sierra Canyon Yukon TPU Key Fob Cover Case Remote Holder Skin Protector Keyless Entry Sleeve Accessories,https://m.media-amazon.com/images/I/41ejZfROvnS._AC_US200_.jpg,B099RCDLK6,Automotive:Interior Accessories,Automotive,"138,387","-115,710",-46%,Automotive Interior Accessories,20062,29,"-3,100%",317,-31%,10.96,,56%,3.22,90,13.79%,4.30,4,2021-07-04,FBA,8,4,1,Mechcos,CN,"公司名称：Shenzhenshi Yuyuan Keji Youxiangongsi
办公地址：
民治街道民治大道567号优城(宜水商业广场）A栋1502号
深圳市
龙华新区
广东省
518000
CN",FBA,,,,,,,0.634 ounces,1 x 1 x 0.7 inches,2023-07-03
,B0C33V9SML,,Linskip,"Linskip Center Console Hanging Box Compatible with 2014-2023 Chevy Colorado &amp; GMC - Canyon 2014-2022, Colorado Center Console Organizer, Colorado Interior Accessories",https://m.media-amazon.com/images/I/41dMqzvYgiL._AC_US200_.jpg,B0C33V9SML,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"186,066",,,Automotive Center Consoles,1484,28,,598,,21.39,,63%,4.75,,,,,2023-04-09,NA,7,1,1,,,,NA,,,,Y,,,1 pounds,5 x 4 x 4 inches,2023-06-29
,B081R67KCK,,YEE PIN,YEE PIN Glove Compartment Chevy Colorado Glove Box Organizer Interval Storage Insert Divider Fit for 2015-2020 2021 2022 Chevy Colorado Z71/GMC Canyon Glovebox Interior Accessories,https://m.media-amazon.com/images/I/513RWzhz46L._AC_US200_.jpg,B0BCW92BJQ,Automotive:Interior Accessories:Consoles & Organizers:Glove Box Organizers,Automotive,"221,201","215,682",312%,Glove Box Organizers,285,26,500%,672,5%,25.86,6,64%,4.75,220,7.69%,4.10,2,2019-11-18,FBM,9,1,1,YEE PIN,CN,"公司名称：Shenzhen hongxinyuan tradinglimited company
办公地址：
大浪街道高峰社区三合路1号
5栋310
深圳市
龙华区
广东
518083
CN",FBM,,,,Y,,,15.3 ounces,"6""D x 5""W x 3""H",2023-06-29
,B09XDXP62W,,Korlot,Carbon Fiber Central Navigation Screen Panel Middle Air Outlet AC Vent Cover Trims molding Accessories for Chevrolet Colorado 2015-2022 for GMC Canyon 2015-2022,https://m.media-amazon.com/images/I/511Pp9u9zFL._AC_US200_.jpg,B09XDXP62W,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"154,314","155,713",137%,Automotive Center Consoles,1412,26,"-4,000%","1,167",-40%,44.90,3,69%,7.49,68,15.38%,4.70,4,2022-04-06,FBA,8,1,2,Just-AutoTrims,CN,公司名称：CHEN SUN,FBA,,,,,,,13.4 ounces,17.2 x 11.97 x 2.64 inches,2023-06-27
,B09QH2YT75,Color: 4.25 inch Black,TAC TRUCK ACCESSORIES COMPANY,TAC Side Steps Running Boards Compatible with 2015-2022 Chevy Colorado/GMC Canyon Extended Cab Truck Pickup 4.25&quot; Texture Black Side Bars Nerf Bars Off Road Accessories (2pcs),https://images-na.ssl-images-amazon.com/images/I/41QGbOnOytL._AC_US200_.jpg,B09TNGWH16,Automotive:Exterior Accessories:Running Boards & Steps:Running Boards,Automotive,"273,532","-70,476",-26%,Running Boards,630,22,0%,"4,179",0%,189.99,7,65%,37.53,129,9.09%,4.60,2,2022-01-13,FBM,9,2,1,TSS_USA,US,公司名称：California,FBM,,,,Y,,,44.2 pounds,76.5 x 10.2 x 7 inches,2023-07-02
,B0C174GH6V,Color: Black+Blue,Aduds,Silicone Protector Smart Remote Key Fob Case Cover Compatible with Chevy Chevrolet Colorado Silverado Silverado Suburban Tahoe GMC Canyon Sierra 1500 2500 3500 HD Shell Accessories (Black+Blue),https://m.media-amazon.com/images/I/412fD3EHiFL._AC_US200_.jpg,B0C1764CHF,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"83,607","-168,405",-44%,Antitheft Keyless Entry Systems,774,19,0%,220,0%,11.59,,57%,3.22,,,,,2023-03-31,FBA,,3,1,QIYANUA,CN,"公司名称：ningbochangkaikejiyouxiangongsi
办公地址：
锦屏街道南山路175号2049-10
宁波市
奉化区
浙江省
315000
CN",FBA,,,,,,,2.52 ounces,5.2 x 3.5 x 0.5 inches,2023-07-02
,B0BQ2424BT,,RT-TCZ,"RT-TCZ Carbon Fiber Center Console Control Emergency Light Switch Panel Trim Cover Decoration Interior Accessories for Chevrolet Colorado 2014-2023,for GMC Canyon 2014-2022",https://images-na.ssl-images-amazon.com/images/I/417Zu+AqhiL._AC_US200_.jpg,B0BQ2424BT,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"194,875","444,594",228%,Automotive Center Consoles,4693,15,,404,,26.99,,69%,4.24,,,,,2022-12-13,FBM,,1,2,AutoHeaven,CN,"公司名称：shenzhenshirongtongqicheyongpinzhizaoyouxiangongsi
电话号码：1-772-242-0923
办公地址：
平湖街道白泥坑麻布路12号20栋2楼
深圳市
龙岗区
广东
518000
CN",FBM,,,,Y,,,2.89 ounces,11.42 x 5.47 x 1.34 inches,2023-06-29
,B091KTQ8SX,Size: Universal Button | Color: Silver,TANGSEN,TANGSEN Smart Key Fob Case Silver TPU Protective Cover Compatible with Chevrolet Chevy Colorado Silverado Suburban Tahoe for GMC Canyon Sierra 3 4 5 6 Button Keyless Entry Remote Control Accessories,https://images-na.ssl-images-amazon.com/images/I/41S1qcBzd8S._AC_US200_.jpg,B091KWN79K,Automotive:Interior Accessories,Automotive,"229,480","-79,643",-35%,Automotive Interior Accessories,32969,14,"-10,000%",195,-100%,13.99,,57%,3.86,12,0.00%,4.60,0,2021-04-02,FBA,7,4,1,TANGSEN,CN,"公司名称：DAI WEI
办公地址：
永福路45号大院自编A33号
利远汽配城四层D036号商铺
广州市
越秀区
广东省
510095
CN",FBA,,,,,,,2.39 ounces,4.61 x 3.43 x 0.91 inches,2023-06-12
