主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B07T72NLGC,Color: Silver,Orion Motor Tech,"Orion Motor Tech Compatible with 15-23 F150 Tailgate Assist Accessories, Truck Tail Gate Lift Assist Tailgate Shock Compatible with Ford F150 2015 2016 2017 2018 2019 2020 2021 2022 2023",https://images-na.ssl-images-amazon.com/images/I/41hW7mO7fnL._AC_US200_.jpg,B0C661BSQY,Automotive:Replacement Parts:Body & Trim:Body:Truck Beds & Tailgates,Automotive,"11,064","-2,009",-16%,Truck Beds & Tailgates,19,450,"5,400%","8,995",54%,19.99,49,58%,5.40,"1,627",10.89%,4.50,49,2019-06-16,FBA,10,2,1,Orion Motor Tech Direct,CN,公司名称：ShangHaiYunHuimaoyiyouxiangongsi,FBA,,Y,,Y,,2016 f150 tailgate assist,0.01 ounces,11.02 x 3.07 x 1.38 inches,2023-07-03
,B07D9L2HPP,,3W,"3W Floor Mats Fit for Ford F150/F-150 Lightning SuperCrew Cab 2015-2023, TPE All Weather Custom Fit Car Accessories 1st and 2nd Row Full Set Car Liners Black (Not for Fold Flat Storage &amp; Vinyl Floor)",https://images-na.ssl-images-amazon.com/images/I/41dt8rf4rAL._AC_US200_.jpg,B09MDGNYMC,Automotive:Interior Accessories:Floor Mats & Cargo Liners:Floor Mats,Automotive,"21,918","-5,497",-25%,Automotive Floor Mats,190,432,"1,800%","56,155",18%,126.99,31,64%,26.95,443,6.02%,4.60,26,2018-05-24,FBA,10,1,1,3W Auto Accessory,US,"公司名称：3W Auto Accessory Inc
办公地址：
29-24 213th street
BAYSIDE
NY
11360
US",FBA,,Y,,Y,,Automotive Floor Mats by 3W,16.46 pounds,40 x 22 x 5 inches,2023-07-04
,B08VN4TQW8,Color: Pink,MECHCOS,Compatible with Ford Edge Escape Expedition Explorer Fusion Mustang Ranger F-150 F-250 Smart 3 4 5 Buttons Pink TPU Key Fob Cover Case Remote Holder Skin Protector Keyless Entry Sleeve Accessories,https://images-na.ssl-images-amazon.com/images/I/41xwV2A63cL._AC_US200_.jpg,B08XJSR6W8,Automotive:Interior Accessories:Keychains,Automotive,"16,906","-5,818",-34%,Keychains,136,418,"5,200%","4,999",52%,11.96,3,58%,3.22,"1,024",5.74%,4.70,24,2021-02-01,FBA,8,4,1,Mechcos,CN,"公司名称：Shenzhenshi Yuyuan Keji Youxiangongsi
办公地址：
民治街道民治大道567号优城(宜水商业广场）A栋1502号
深圳市
龙华新区
广东省
518000
CN",FBA,,Y,,,,Keychains by MECHCOS,0.317 ounces,4.25 x 3.19 x 0.75 inches,2023-07-03
,B0BYW7KMS7,Color: F-black,SINLAKUA,SINLAKUA F150 Keychain with Raised Details for Ford Key chain Ring Accessories 3D Model Pickup truck Stylish 1.3&quot; Metal/Enamel Black Black,https://images-na.ssl-images-amazon.com/images/I/41Zk1jEjNkL._AC_US200_.jpg,B0BYW7Z3RK,Automotive:Interior Accessories:Keychains,Automotive,"21,437","1,231",8%,Keychains,193,418,"9,700%","5,011",97%,11.99,,58%,3.22,40,3.11%,4.70,13,2023-03-17,FBA,8,4,1,SINLAKUA,CN,"公司名称：guangzhouxinchengguojimaoyiyouxiangongsi
办公地址：
乐寿北街5号
广州
白云
广东
510000
CN",FBA,,,,,,,0.669 ounces,3.54 x 2.75 x 0.19 inches,2023-07-04
,B09DKDLBNC,Size: for ford,CarQiWireless,"Auto Car Steering Wheel Tray for Ford F150 F250 F350 Transit Ranger Bronco Explorer Fusion Mustang Truck Accessories 2004-2023,for Laptop, Tablet, iPad Or Notebook Car Travel Table",https://images-na.ssl-images-amazon.com/images/I/51qEEhyQnmL._AC_US200_.jpg,B0B5GZGC6W,Automotive:Interior Accessories:Consoles & Organizers:Trays & Bags,Automotive,"13,415",843,6%,Automotive Trays & Bags,79,394,-200%,"7,876",-2%,19.99,11,54%,6.10,372,6.09%,4.20,24,2021-08-24,FBA,9,2,1,CarQiWireless,CN(HK),"公司名称：Hongkong Kingwei Network Co., Limited
办公地址：
FLAT C 9/F WINNING HOUSE 72-76 WING LOK STREET
SHEUNG WAN
HK
51800
HK",FBA,,,,Y,,,1.53 pounds,17.44 x 13.23 x 1.34 inches,2023-07-04
,B08VNN443C,Color: Black,MECHCOS,Compatible with Ford Edge Escape Expedition Explorer Fusion Mustang Ranger F-150 F-250 Smart 3 4 5 Buttons Black TPU Key Fob Cover Case Remote Holder Skin Protector Keyless Entry Sleeve Accessories,https://images-na.ssl-images-amazon.com/images/I/41+AIwNgotL._AC_US200_.jpg,B08XJSR6W8,Automotive:Interior Accessories:Keychains,Automotive,"11,391","1,444",13%,Keychains,85,381,"-1,900%","4,556",-19%,11.96,3,53%,3.86,"1,016",5.77%,4.70,22,2021-02-01,FBA,8,5,1,Mechcos,CN,"公司名称：Shenzhenshi Yuyuan Keji Youxiangongsi
办公地址：
民治街道民治大道567号优城(宜水商业广场）A栋1502号
深圳市
龙华新区
广东省
518000
CN",FBA,,Y,,,,Keychains by MECHCOS,0.317 ounces,3.82 x 3.15 x 0.87 inches,2023-06-27
,B07SGFRDCV,"Size: For F150 15-20, SuperCrew, In-channel",Goodyear,"Goodyear Shatterproof in-Channel Window Deflectors for Ford F150 2015-2020 SuperCrew (fit for Ford F250-F550 17-23), Rain Guards, Window Visors, Vent Deflector, Truck Accessories, 4 pcs- GY003407",https://images-na.ssl-images-amazon.com/images/I/51s-C+hUGXL._AC_US200_.jpg,B0C69P7Z73,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"17,167",-120,-1%,Side Window Wind Deflectors & Visors,33,366,"-1,200%","29,276",-12%,79.99,24,68%,13.51,"1,106",6.56%,4.30,24,2019-05-30,FBA,9,6,5,GrandWheel,US,"公司名称：GrandWheel, Inc
办公地址：
3651 Lindell Road Ste. D1119
Las Vegas
NV
89103-1200
US",FBA,,,,Y,,,3.9 pounds,46.4 x 14.5 x 2.7 inches,2023-07-04
,B09KH4R5PD,Color: Bucket Seat Leather Cover,PIMCAR,"PIMCAR Center Console Cover Compatible with Ford 2015-2020 F150, 2017-2022 F250 F350 F450, 2018-2023 Expedition Interior Accessories Custom PU Leather Armrest Cushion Protector (Bucket Seat Only)",https://images-na.ssl-images-amazon.com/images/I/51DFdt307fL._AC_US200_.jpg,B0C2PRY2LZ,"Automotive:Replacement Parts:Body & Trim:Trim:Interior:Armrests, Parts & Accessories:Armrests",Automotive,"9,523","4,805",50%,"Automotive Armrests
Automotive Center Consoles","43
74",346,100%,"11,760",1%,33.99,19,63%,7.33,249,4.62%,4.80,16,2021-10-26,FBA,9,3,1,PIMCAR,CN,"公司名称：guangzhouhuangannamaoyiyouxiangongsi
办公地址：
鹤龙街鹤边通达创意园西区二横路1号7号楼5楼506
广州市
白云区
广东省
510000
CN",FBA,,Y,,Y,,Automotive Armrests by PIMCAR,1.43 pounds,17.5 x 12.4 x 1.8 inches,2023-07-03
,B07FY9K92S,Color: Black,JDMCAR,"JDMCAR Center Console Organizer Compatible with 2015-2020 Ford F150 / 2017-2022 F250 F350 SuperDuty Accessories, ABS Material Insert Tray Storage Box- (Full Console w/Bucket Seats ONLY)- Black",https://images-na.ssl-images-amazon.com/images/I/51fd5lNrZcL._AC_US200_.jpg,B09M8CVYMY,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"15,763","-4,511",-29%,Automotive Center Consoles,172,340,"1,400%","4,960",14%,14.59,43,48%,5.40,"2,299",5.59%,4.40,19,2018-08-16,FBA,9,2,1,JDMCAR,CN,"公司名称：Guangzhouzhigongmaoyiyouxiangongsi
办公地址：
嘉禾街鹤泰路
五社通达创意园7号507房
广州市
白云区
广东省
510000
CN",FBA,,Y,,Y,,Automotive Center Consoles by JDMCAR,0.67 pounds,13.2 x 5.1 x 2.4 inches,2023-07-04
,B0BLZHMLZW,Color: Black-5,AYATANA,Car Cup Holder Coaster Compatible with Ford F150 F250 F350 F450 F550 Recessed Silicone Non-Slip Fashion Car Interior Accessories Crystal Drink Coaster 2.76in 2Pieces,https://m.media-amazon.com/images/I/51NIPf+85lL._AC_US200_.jpg,B0BRNTQQ4V,Automotive:Interior Accessories:Cup Holders,Automotive,"6,086","4,127",68%,Automotive Cup Holders,129,315,"-5,300%","3,458",-53%,10.98,,50%,3.86,109,6.03%,4.60,19,2022-11-09,FBA,7,5,1,,,,FBA,,Y,,,,Automotive Cup Holders by AYATANA,1.44 ounces,"2.76""L x 2.76""W",2023-07-04
,B0BS71YYVX,Size: 5.5 inch | Color: Black,HVSTTPK,Truck Car Bullet Antenna Universal Short Antenna Mast for GM Chevy Silverado 1500 2500 3500 HD Avalanche Ford F150 F250 F350 Denali Heavy Duty Pickup Jeep Trucks Accessories (Black) - Skull Desgin,https://images-na.ssl-images-amazon.com/images/I/41v5W+2kIQL._AC_US200_.jpg,B0C3M1KPXB,Automotive:Exterior Accessories:Antenna Toppers,Automotive,"16,876","-2,847",-19%,Antenna Toppers,11,314,"1,600%","3,764",16%,11.99,7,57%,3.40,79,4.78%,4.20,15,2023-01-23,FBA,10,11,1,HVSTTPK,CN,"公司名称：shenzhenshijiawanlikejiyouxiangongsi
办公地址：
沙头街道天安社区
深南大道6007号安徽大厦八层809
深圳市
福田区
广东省
518000
CN",FBA,,,Y,Y,,,5.3 ounces,5.55 x 2.99 x 0.67 inches,2023-07-03
,B0B5XQ8WFT,Size: 2015-2022 F150/250/350 Tie Downs & Plates,Forccord,Forccord Custom Fit for Tie Down Anchors Ford F150 F250 F350 &amp; Raptor 2022 2021-2015 Truck Bed Tie Downs Car Accessories Replace# FL3Z-99000A64-B FL3Z-9928408-AB Bed Tie Downs for Truck-4 Pack,https://images-na.ssl-images-amazon.com/images/I/410rOSjSPdL._AC_US200_.jpg,B0C4GZBCB5,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tie Downs & Anchors,Automotive,"15,927","5,766",36%,Truck Tie Downs & Anchors,35,311,300%,"12,091",3%,38.88,4,64%,7.97,59,6.11%,4.70,19,2022-07-05,FBA,9,5,1,YI JIA YI SHI YE,CN,公司名称：Guang zhou yi jia yi shi ye you xian gong si,FBA,,Y,,Y,,ford f150 bed tie down anchors,5.46 pounds,9.53 x 6.85 x 5.2 inches,2023-07-03
,B08DKN4XYZ,Size: For F150 15-20,CLIM ART,"CLIM ART in-Channel Incredibly Durable Rain Guards for Ford F150 2015-2020 SuperCrew, Original Window Deflectors, Vent Deflector, Vent Window Visors, Dark Smoke Truck Accessories, 4 pcs- 615010LP",https://images-na.ssl-images-amazon.com/images/I/51EuLqp-3PL._AC_US200_.jpg,B0C6689J8J,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"17,370",-617,-4%,Side Window Wind Deflectors & Visors,58,306,"1,500%","21,416",15%,69.99,37,67%,12.25,"1,119",5.88%,4.30,18,2020-07-23,FBA,9,6,3,Spark Lines Inc,US,"公司名称：Spark Lines Inc
办公地址：
1 S Corporate Drive, Suite C
RIVERDALE
NJ
07457
US",FBA,,Y,,Y,,clim art in-channel incredibly durable rain guards,2.44 pounds,45.9 x 13.8 x 1.4 inches,2023-07-04
,B07QP1H9V7,,Wheel Accessories Parts,Wheel Accessories Parts 24 Pcs 14mm 1.50 14x1.50 Thread Bulge Acorn 1.90&quot; Long Lug Nuts Chrome 3/4&quot; 19mm Hex Fits Chevy Silverado GMC Sierra 1500 2016+ Ford F 150 2019+ Ram 1500,https://images-na.ssl-images-amazon.com/images/I/41M+HLWTNxL._AC_US200_.jpg,B07QP1H9V7,Automotive:Tires & Wheels:Accessories & Parts:Lug Nuts & Accessories:Lug Nuts,Automotive,"38,264","-12,035",-31%,Wheel & Tire Lug Nuts,101,289,-500%,"6,993",-5%,24.20,13,59%,6.39,988,4.84%,4.50,14,2019-04-10,FBA,10,1,1,Wheel Accessories Parts,US,"公司名称：MAS Franchising Inc
电话号码：1-877-514-0889
办公地址：
2901 W MacArthur Blvd
111
Santa Ana
CA
92704
US",FBA,,,,Y,,,2.79 pounds,6.69 x 4.84 x 2.44 inches,2023-07-04
,B07PZD7GKP,Size: For F150 15-23,CLIM ART,"CLIM ART Incredibly Durable Rain Guards for Ford F150 2015-2023 SuperCrew, Original Tape-on Window Deflectors, Vent Deflector, Vent Window Visors for cars, Dark Smoke, Truck Accessories, 4 pcs- 415010",https://images-na.ssl-images-amazon.com/images/I/51wW9-Vl0gL._AC_US200_.jpg,B0C667PHF2,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"13,779","6,036",44%,Side Window Wind Deflectors & Visors,73,284,"13,000%","19,877",130%,69.99,6,67%,12.25,374,3.52%,4.40,10,2019-03-25,FBA,9,6,2,Spark Lines Inc,US,"公司名称：Spark Lines Inc
办公地址：
1 S Corporate Drive, Suite C
RIVERDALE
NJ
07457
US",FBA,,,,Y,,,2.73 pounds,45.7 x 10 x 1.8 inches,2023-07-03
,B01MFBBXJO,Color: Smoked Housing & Amber LED,Guoord,"5pcs Smoke Lens With Amber LED Cab Roof Marker Lights, Roof Top Lamp Running Light Replacement Accessories For Ford 1999-2016 F150 F250 F350 F450 F550 Super Duty Pickup Trucks SUV",https://images-na.ssl-images-amazon.com/images/I/51kRHkp1GoL._AC_US200_.jpg,B0BK98KWK4,Lights & Lighting Accessories:Lighting Assemblies & Accessories:Signal Light Assemblies:Marker Light Assemblies:Top Clearance Marker Assemblies,Lights & Lighting Accessories,"21,404","-3,862",-18%,Automotive Vehicle Top Clearance Light Assemblies,20,272,0%,"10,333",0%,36.99,61,71%,5.40,"1,371",4.78%,4.40,13,2016-10-22,FBM,9,3,2,,,,FBM,,Y,,Y,,ford f250 led cab roof light,0.13 pounds,3.9 x 1.8 x 2.9 inches,2023-07-04
,B09SYSS3BH,Color: White,FEYOUN,"FEYOUN Key Fob Cover Compatible with Ford Escape Expedition Explorer F-150 F-250 F-350 F-450 F-550 Maverick Mustang Lincoln Aviator TPU Remote Keyless Key Fob Case Protection Shell Accessories, White",https://images-na.ssl-images-amazon.com/images/I/41eZ-KeRgcL._AC_US200_.jpg,B09V2S9X5D,Automotive:Interior Accessories:Key Shells,Automotive,"15,644","-6,978",-32%,Key Shells,131,270,"-1,200%","2,959",-12%,10.96,,56%,3.22,206,4.81%,4.60,13,2022-02-20,FBA,10,3,1,,,,FBA,,Y,,Y,,Key Shells by FEYOUN,0.81 ounces,3 x 3 x 0.2 inches,2023-07-03
,B094CWV29N,,KARCOCA,FL3Z19N619A Cabin Air Filter HEPA Air Conditioner with Activated Carbon Replacement Cabin Air Filter Accessories Compatible with Ford F-150 F-250 F-350 F-450 F-550 SUPER DUTY 2015-2022,https://images-na.ssl-images-amazon.com/images/I/51uF0VeBQhL._AC_US200_.jpg,B094CWV29N,Automotive:Replacement Parts:Filters:Air Filters & Accessories:Passenger Compartment Air Filters,Automotive,"12,699","9,843",78%,Automotive Replacement Passenger Compartment Air Filters,204,268,"-1,300%","5,732",-13%,21.39,9,60%,5.40,73,1.87%,4.30,5,2021-05-06,FBA,10,1,1,karcoca,CN,"公司名称：PINGYANGJIUTUODIANZISHANGWUYOUXIANGONGSI
办公地址：
万全镇文馨路悦景豪园3幢401室
温州市
平阳县
325400
CN",FBA,,Y,,Y,,Automotive Replacement Passenger Compartment Air F,13.4 ounces,10.75 x 9.8 x 1.54 inches,2023-06-30
,B0C4DWP8SG,Color: for-G,SAITOW,4 PC Tire Air Valve Caps Stem Cover for Ford F150 F250 F350 Explorer Escape Focus Fusion 2018 Explorer 2012 Edge All Models with Logo Styling Decoration Car Accessories,https://images-na.ssl-images-amazon.com/images/I/412E1NPu40L._AC_US200_.jpg,B0C4F1FLLV,Automotive:Tires & Wheels:Accessories & Parts:Valve Stems & Caps:Stem Caps,Automotive,"18,294","-8,190",-45%,Tire Valve Stem Caps,213,266,"55,800%","2,391",558%,8.99,,49%,3.22,1,,5.00,,2023-05-04,FBA,5,6,1,ChiJinkaiGYEUWFIRE,CN,"公司名称：ShanXiYaFeiJiBeiShangMaoYouXianGongSi
办公地址：
胶州市
苏州路178号御润茗茶旗舰店
青岛市
山东
266000
CN",FBA,,,,,,,0.317 ounces,3.78 x 2.2 x 0.43 inches,2023-07-03
,B0BGYLQ18T,,EcoAuto,"EcoAuto Short Antenna Ford Fits F150 F250 F350 Super Duty, Bronco, Ford Raptor Accessories &amp; Dodge RAM Car Antenna- Anti-Theft Design - Carwash Safe Antenna for Truck 4 Inch Long (Black)",https://images-na.ssl-images-amazon.com/images/I/41k3xyaH0vL._AC_US200_.jpg,B0BGYLQ18T,Automotive:Exterior Accessories:Antenna Toppers,Automotive,"23,764","17,805",75%,Antenna Toppers,20,258,"1,100%","3,857",11%,14.95,,63%,3.22,64,0.00%,4.20,0,2022-09-29,FBA,10,1,1,EcoAuto,US,"公司名称：Import Global LLC
办公地址：
1728 NE Miami Gardens Dr
Suite 151
MIAMI
FL
33179
US",FBA,,Y,,Y,,Antenna Toppers by EcoAuto,1.13 ounces,7.56 x 3.35 x 0.43 inches,2023-07-04
,B0B1DRTCSC,Size: For F150 15-23,Goodyear,"Goodyear Shatterproof Side Window Deflectors for Trucks Ford F150 2015-2023 SuperCrew, Vent Visor, Truck Accessories, Tape-on Rain Guards, Window Visors, Vent Deflector, 4 pcs - GY003282",https://images-na.ssl-images-amazon.com/images/I/51mUQLqNssL._AC_US200_.jpg,B0C788LWQD,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"28,618","-5,439",-19%,Side Window Wind Deflectors & Visors,47,234,"2,000%","23,397",20%,99.99,16,72%,12.67,431,51.28%,4.30,120,2022-05-15,FBM,9,6,1,,,,FBM,,Y,,Y,,ford f150 rain guards for windows,4.39 pounds,46.3 x 10.7 x 2.2 inches,2023-07-04
,B096XQ9KJK,,JDMCAR,"JDMCAR Center Console Organizer Compatible with Ford F150 Accessories 2023 2022 2021,Center Console Tray for F-150 Interior Accessories, Matte Black -(Full Console w/Bucket Seats ONLY)",https://images-na.ssl-images-amazon.com/images/I/51DC01hBbfL._AC_US200_.jpg,B096XQ9KJK,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"15,434","7,168",46%,Automotive Center Consoles,253,233,"3,000%","4,424",30%,18.99,8,60%,4.75,189,2.58%,4.30,6,2021-06-08,FBA,10,1,1,JDMCAR,CN,"公司名称：Guangzhouzhigongmaoyiyouxiangongsi
办公地址：
嘉禾街鹤泰路
五社通达创意园7号507房
广州市
白云区
广东省
510000
CN",FBA,,Y,,Y,,Automotive Center Consoles by JDMCAR,0.6 pounds,13.5 x 4.69 x 2.13 inches,2023-07-04
