主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B08FMVTMKH,Size: For Silverado 1500 19-23,Voron Glass,"Voron Glass in-Channel Extra Durable Rain Guards for Trucks Chevrolet (Chevy) Silverado/GMC Sierra 1500 2019-2022 Crew Cab, Window Deflectors, Vent Window Visors, 4 Pieces - 220089",https://images-na.ssl-images-amazon.com/images/I/5100MrSRaaL._AC_US200_.jpg,B0C865YWH3,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"5,264","-1,111",-21%,Side Window Wind Deflectors & Visors,3,"1,109",600%,"66,528",6%,59.99,44,65%,12.25,"2,071",5.95%,4.30,66,2020-06-10,FBA,8,6,2,Spark Lines Inc,US,"公司名称：Spark Lines Inc
办公地址：
1 S Corporate Drive, Suite C
RIVERDALE
NJ
07457
US",FBA,Y,Y,,,,hood visor bug deflector,1.02 pounds,41.3 x 11.4 x 1.4 inches,2023-07-04
,B01I89CPFM,Size: Front Driver Side (LH),A-Premium,A-Premium Front Driver Side Power Window Regulator w/Motor Replacement for Chevrolet Silverado Tahoe GMC Yukon XL Sierra Escalade Pickup Truck SUV 2000-2006,https://images-na.ssl-images-amazon.com/images/I/41u1o7yzvaL._AC_US200_.jpg,B0BHLFPQTS,Automotive:Replacement Parts:Window Regulators & Motors:Window Regulator & Motor Assemblies,Automotive,"3,236",-415,-11%,Automotive Replacement Window Regulator & Motor Assemblies,1,"1,100","-1,300%","51,689",-13%,46.99,71,58%,12.67,"5,707",3.64%,4.60,40,2016-07-09,FBA,10,2,3,PremiumpartsWhosale,CN(HK),"公司名称：CENTURY HUATENG NETWORK OVERSEAS LIMITED
办公地址：
FLAT/RM 02, 7/F, SPA CENTRE
NO. 53-55 LOCKHART ROAD
WAN CHAI
HongKong
999077
HK",FBA,Y,,,Y,,,0.01 ounces,25.4 x 11.6 x 3.5 inches,2023-07-05
,B07MLXMV8Y,Color: Black,JOJOMARK,"JOJOMARK Center Console Organizer Tray Compatible with 2014-2018 GMC Sierra Accessories, (2015-2020) Yukon/Chevy Tahoe Silverado Suburban, Armrest Storage Box Replaces 22817343(Black)",https://images-na.ssl-images-amazon.com/images/I/51ZgyiykFhL._AC_US200_.jpg,B09DB7N73M,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"3,060",445,15%,Automotive Center Consoles,11,"1,098",-100%,"18,655",-1%,16.99,21,49%,6.10,"4,563",5.56%,4.70,61,2019-01-07,FBA,9,3,1,JOJOMARK,CN,"公司名称：Shenzhen LianTaiying electronic Technology Co.,LTD
办公地址：
红星社区
红星国际新城一期2-31D
深圳市
宝安区松岗街道
广东
518000
CN",FBA,,,,Y,,,1.21 pounds,13.1 x 7.1 x 1.5 inches,2023-07-04
,B0B3RK5MFD,Size: For 2019-2023 GMC Sierra/Chevrolet Silverado,WDG,Bed Rail Stake Pocket Covers for GMC Sierra 1500/Chevy Silverado 1500 2019-2023 &amp; Silverado/Sierra 2500/3500HD 2020 2021 2022 2023 Rear Truck Tonneau Covers Stake Holes Cap Plugs(2 Packs),https://images-na.ssl-images-amazon.com/images/I/41R35wkQjIL._AC_US200_.jpg,B0BVW9YQV6,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"3,508",188,5%,Truck Tonneau Covers,5,"1,090","4,500%","16,339",45%,14.99,12,59%,3.86,499,5.05%,4.10,55,2022-06-09,FBA,10,3,1,YingYan Shop,CN,"公司名称：shenzhen yingyan Apparel co., LTD.
电话号码：+86 189 3889 2102",FBA,Y,Y,Y,Y,,Truck Tonneau Covers by WDG,2.39 ounces,4.88 x 4.84 x 1.46 inches,2023-07-04
,B07VKF332M,"Size: 5'8"" (69"") Bed | Pattern Name: Truck Bed | Configuration: 2019-2023 Silverado / Sier",Tyger Auto,Tyger Auto T3 柔软三折卡车车厢后座盖兼容 2019-2023 款雪佛兰索罗德 GMC Sierra 1500 新车身（经典款除外）| 5'10&quot; (70&quot;) 床| TG-BC3C1053,https://images-na.ssl-images-amazon.com/images/I/51DlHMJXe6L._AC_US200_.jpg,B0C4CPPMSJ,汽车:外部配件:卡车底板和尾门配件:后座盖,汽车,"4,597",-611,-13%,Truck Tonneau Covers,9,"1,061","3,600%","248,274",36%,234.00,121,47%,89.98,"3,081",2.64%,4.70,28,2017-08-01,FBM,9,2,4,亚马逊网站,US,"公司名称：Tyger Auto Inc.
电话号码：866-340-3038
办公地址：
1313 E. Maple Street
STE 201-565
BELLINGHAM
WA
98225
US",FBM,,Y,,Y,,Truck Tonneau Covers by Tyger Auto,31.73 pounds,71 x 27 x 4 inches,2023-07-05
,B0C16HLFSJ,Color: Bd-.4,Labstandard,"for GMC Car Cup Holder Coaster,Cup Holder Insert Coaster for GMC Sierra Denali Canyon Terrain Yukon Jimmy Acadia,Anti Slip Car Cup Coaster for Audi Interior Accessories,Black",https://images-na.ssl-images-amazon.com/images/I/51YGCnBFkhL._AC_US200_.jpg,B0C16GFZXV,Automotive:Interior Accessories:Cup Holders,Automotive,"3,977","1,815",49%,Automotive Cup Holders,63,"1,023","21,300%","12,265",213%,11.99,,58%,3.22,17,1.08%,4.80,11,2023-03-31,FBA,7,3,1,GOGEBAKAN,US,公司名称：HKODYB OCERD INC,FBA,,Y,Y,,,Automotive Cup Holders by Labstandard,0.81 ounces,"2.75""L x 2.75""W",2023-07-05
,B01LXZIPG0,"Size: 6'6"" (78"") Bed | Pattern Name: T1 Soft Roll-Up | Configuration: 1988-2006 Silverado",Tyger Auto,Tyger Auto T1 Soft Roll Up Truck Bed Tonneau Cover Compatible with 1988-2006 Chevy Silverado / GMC Sierra 1500 2500 HD 3500 HD | 2007 Classic ONLY | Fleetside 6'6&quot; Bed (78&quot;) | TG-BC1C9009,https://images-na.ssl-images-amazon.com/images/I/51FhzQqEokL._AC_US200_.jpg,B0BY2NZGSY,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"3,820",-612,-14%,Truck Tonneau Covers,6,989,900%,"204,723",9%,207.00,732,71%,29.97,"9,454",3.13%,4.70,31,2016-09-25,AMZ,9,17,2,Amazon,US,"公司名称：Tyger Auto Inc.
电话号码：866-340-3038
办公地址：
1313 E. Maple Street
STE 201-565
BELLINGHAM
WA
98225
US",AMZ,Y,Y,,Y,,Truck Tonneau Covers by Tyger Auto,220.46 pounds,77.1 x 7.5 x 2.9 inches,2023-07-04
,B0B1V892B9,,VASTAUTO,"Cabin Air Filter Kit Fits for 2007-2014 GMC Chevy Silverado Sierra Tahoe Yukon Avalanche Suburban Cadillac Escalade,Replaces# 22759208 259-200 22759203 103948 Cabin Air Filter Retrofit Kit",https://images-na.ssl-images-amazon.com/images/I/41C1hncIlFL._AC_US200_.jpg,B0B1V892B9,Automotive:Replacement Parts:Filters:Air Filters & Accessories:Passenger Compartment Air Filters,Automotive,"5,682","13,144",231%,Automotive Replacement Passenger Compartment Air Filters,76,982,"3,500%","15,211",35%,15.49,,50%,5.40,171,3.05%,4.20,30,2022-05-19,FBA,8,1,1,KANKENT AUTO PARTS,CN,公司名称：wenzhouxianfengqipeimaoyiyouxiangongsi,FBA,,,Y,,,,12.3 ounces,12.56 x 11.46 x 1.38 inches,2023-07-05
,B0814M7S3N,Color: Black 2014-2018,Moonlinks,Moonlinks Bed Rail Stake Pocket Covers Compatible with 2014-2018 GMC Sierra 1500 and Chevrolet Silverado Stake Pocket Hole Plug Covers 1500/2500/2500HD/3500HD(Set of 2),https://images-na.ssl-images-amazon.com/images/I/51ZYJJh4l-L._AC_US200_.jpg,B08GLDG92T,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"3,861","1,387",54%,Truck Tonneau Covers,6,963,-500%,"9,620",-5%,9.99,39,46%,3.86,"4,347",5.92%,4.30,57,2019-11-05,FBA,10,4,1,Moonlinks,CN,"公司名称：Shenzhen Ju Ming Jia Xing Industrial Co., Ltd.
办公地址：
西丽万科云城三期6栋2505
深圳市
南山区
广东
518000
CN",FBA,Y,Y,,Y,,Truck Tonneau Covers by Moonlinks,3.2 ounces,4.84 x 4.65 x 1.34 inches,2023-07-04
,B06XSQ7NP1,,USARemote,"Key Fob Keyless Entry Remote fits Chevy Silverado Traverse Equinox Avalanche/GMC Sierra/Pontiac Torrent/Saturn Outlook Vue 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016, 15913421",https://images-na.ssl-images-amazon.com/images/I/512fSrOHkYL._AC_US200_.jpg,B06XSQ7NP1,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"4,714",643,13%,Antitheft Keyless Entry Systems,15,957,"-1,000%","14,307",-10%,14.95,79,63%,3.33,"5,991",4.39%,4.30,42,2017-03-22,FBM,8,1,2,USAREMOTE,US,"公司名称：Wholesale-24-7 LLC
办公地址：
1 Industrial Way West
Building E Suite F
Eatontown
NJ
07724
US",FBM,,Y,,,,2008 chevy silverado key fob,0.04 pounds,1.3 x 0.5 x 2 inches,2023-07-04
,B07D4KN8RW,Size: 2007-2014 | Style: Passenger Window Switch,ATRACYPART,"Power Window Switch Passenger Front Right, Rear Left or Right | Window Buttons | Fits GMC Acadia, Sierra, Chevy Silverado, Tahoe &amp; More Year Model 2006-2015 | #22895545, 15888174",https://images-na.ssl-images-amazon.com/images/I/41vv+KFsC3L._AC_US200_.jpg,B0BJZFK12Z,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Interior Switches:Power Window,Automotive,"3,922",-153,-4%,Automotive Power Window Switches,3,951,-400%,"12,353",-4%,12.99,21,55%,3.86,"4,049",3.36%,4.70,32,2018-05-16,FBA,9,7,1,ATRACYPART,CN,公司名称：Ruianshiweiruimaoyiyouxiangongsi,FBA,Y,,,Y,,,2.08 Ounces,3.5 x 1.5 x 2.5 inches,2023-07-05
,B00OL0F2VC,Size: Polycarbonate,T1A TruBuilt 1 Automotive,"Tailgate Handle Latch and Bezel Trim with Rod Clips Fits 1999 - 2007 Chevy Silverado / GMC Sierra, Also Fits 1500, 2500, 3500 HD Truck, Replaces Part #s 15228539 15997911 15228541 15228540",https://images-na.ssl-images-amazon.com/images/I/5129UHgC0eL._AC_US200_.jpg,B09Y2HWDFR,Automotive:Replacement Parts:Body & Trim:Trim:Exterior Door Handles,Automotive,"5,933",237,4%,"Automotive Exterior Door Handles
Automotive Body Parts","10
169",945,"29,500%","17,926",295%,18.97,36,46%,7.33,"10,039",29.52%,4.60,279,2014-10-15,FBA,9,4,1,Global Automotive Distribution,US,"公司名称：Global Automotive Distribution LLC
办公地址：
3079 S BALDWIN RD PMB 5033
LAKE ORION
MI
48359
US",FBA,,Y,,Y,,Automotive Exterior Door Handles by T1A TruBuilt 1,0.69 pounds,7 x 5 x 5 inches,2023-07-05
,B0BN84JB59,Style: Black and Black,TANDRIVE,"TANDRIVE Key Fob Cover for 2022 2023 Chevy Silverado 1500 GMC Sierra 1500, Silicone, 2-Pack, Black",https://images-na.ssl-images-amazon.com/images/I/51ULKwZjsKL._AC_US200_.jpg,B0BWT6LYH4,Automotive:Interior Accessories:Keychains,Automotive,"5,069","-1,795",-35%,Keychains,34,938,800%,"12,184",8%,12.99,3,60%,3.22,194,4.80%,4.80,45,2022-06-05,FBA,9,4,1,Tandrive,CN,"公司名称：Hebei Kuyu Maoyi Youxian Zeren Gongsi
办公地址：
柳林镇仙人村村南（阿尔卡迪亚酒店对面）
邢台市
内丘县
河北省
054200
CN",FBA,,Y,,Y,,Keychains by TANDRIVE,3.2 ounces,7.5 x 5.1 x 0.6 inches,2023-07-04
,B06XW8QYGC,Color: g-421 46-key [2],USARemote,"Car Key Fob Keyless Entry Remote with Ignition Key fits Chevy Silverado Avalanche Traverse / GMC Sierra Acadia / Pontiac Torrent / Suzuki XL-7, Set of 2",https://images-na.ssl-images-amazon.com/images/I/51qscVIfOEL._AC_US200_.jpg,B06XWFNLN2,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"5,272",618,12%,Antitheft Keyless Entry Systems,21,914,"-1,200%","27,374",-12%,29.95,326,71%,4.19,"7,345",6.13%,4.40,56,2017-03-26,FBM,8,7,2,USAREMOTE,US,"公司名称：Wholesale-24-7 LLC
办公地址：
1 Industrial Way West
Building E Suite F
Eatontown
NJ
07724
US",FBM,,Y,,,,car key programmer,0.06 pounds,1.3 x 0.5 x 2 inches,2023-07-04
,B07QXMMN55,,Gledewen,"Exterior Chrome Door Handle Front Left Driver Side | Replacement for 2007-2013 Chevy Silverado Suburban Tahoe Avalanche GMC Sierra Yukon Cadillac Escalade | Replaces# 20828258, 22738721, 25960525",https://images-na.ssl-images-amazon.com/images/I/31Y36J+uIzL._AC_US200_.jpg,B07QXMMN55,Automotive:Replacement Parts:Body & Trim:Trim:Exterior Door Handles,Automotive,"4,074","1,021",25%,Automotive Exterior Door Handles,4,909,"-5,300%","17,261",-53%,18.99,22,63%,4.24,"6,763",0.00%,4.50,0,2019-04-21,FBA,8,1,1,GledewenDirect,CN,公司名称：ruianshihongyidianzishangwushanghang,FBA,Y,,,,,,0.11 pounds,"2.5""L x 12""W",2023-07-05
,B085MVRX8W,Size: Front Left & Right | Color: Black,Gledewen,"Exterior Door Handle Front Left &amp; Right Pair with Key Hole | for 1999-2007 Chevy Silverado Suburban Tahoe Avalanche GMC Sierra Yukon Cadillac Escalade | Replaces# 15034985, 15034986",https://images-na.ssl-images-amazon.com/images/I/41H9azesd+L._AC_US200_.jpg,B0BCFQK57M,Automotive:Replacement Parts:Body & Trim:Trim:Exterior Door Handles,Automotive,"4,521",-567,-10%,Automotive Exterior Door Handles,7,901,"-1,400%","18,010",-14%,19.99,13,57%,5.69,"2,052",6.44%,4.60,58,2020-03-06,FBA,8,10,1,GledewenDirect,CN,公司名称：ruianshihongyidianzishangwushanghang,FBA,,,,,,,1.28 pounds,11 x 6.1 x 6.1 inches,2023-07-05
,B06XTB9HFF,,SWITCHDOCTOR,"SWITCHDOCTOR Window Master Switch for 2007-2013 Chevrolet Silverado 1500 2500 3500 and GMC Sierra 1500 2500 3500, 2009-2017 Traverse",https://images-na.ssl-images-amazon.com/images/I/41-hLICTX9L._AC_US200_.jpg,B06XTB9HFF,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Interior Switches:Power Window,Automotive,"4,879",-78,-2%,Automotive Power Window Switches,4,894,-400%,"13,410",-4%,15.00,24,58%,4.08,"7,142",5.82%,4.80,52,2017-03-22,FBA,9,1,2,Switch Doctor,US,"公司名称：SWITCH DOCTOR
电话号码：678-389-6725
办公地址：
5348 Vegas Dr
LAS VEGAS
NV
89108
US",FBA,,Y,,Y,,Automotive Power Window Switches by SWITCHDOCTOR,4.7 ounces,4.84 x 2.83 x 2.24 inches,2023-07-05
,B0BLHCPZ94,Model: Black Black with red,REPROTECTING,REPROTECTING Silicone Rubber Key Fob Cover Compatible with 2022 2023 Chevrolet Silverado 1500 GMC Sierra 1500 (Black Black with red),https://images-na.ssl-images-amazon.com/images/I/413udmlZSsL._AC_US200_.jpg,B0BLHCSJFJ,Automotive:Interior Accessories:Key Shells,Automotive,"5,586","1,120",21%,Key Shells,23,857,600%,"9,418",6%,10.99,,56%,3.22,232,4.43%,4.80,38,2022-11-03,FBA,7,11,1,REPROTECTING,CN,公司名称：WANG YAOQIANG,FBA,,Y,,,,Key Shells by REPROTECTING,1.62 ounces,3.1 x 2 x 0.6 inches,2023-07-04
,B0825X9XWD,Pattern Name: Plastic Left & Right,Gledewen,"Extended Cab Door Handle Rear Left Driver and Right Passgenger Side | for 1999-2007 Chevy Silverado GMC Sierra 1500 2500 3500 | Replaces# 15758171, 15758172",https://images-na.ssl-images-amazon.com/images/I/41vQgW8t1jL._AC_US200_.jpg,B0BPNPTNQK,Automotive:Replacement Parts:Body & Trim:Trim:Exterior Door Handles,Automotive,"5,557","-2,388",-34%,Automotive Exterior Door Handles,11,846,"-1,300%","14,373",-13%,16.99,,53%,5.40,"2,435",6.97%,4.60,59,2019-11-29,FBA,7,3,1,GledewenDirect,CN,公司名称：ruianshihongyidianzishangwushanghang,FBA,,Y,,,,Automotive Exterior Door Handles by Gledewen,1.1 pounds,7.9 x 5.5 x 3.2 inches,2023-07-04
,B081W9FHHS,Color: black,JKCOVER,JKCOVER Center Console Organizer Tray Compatible with (2019-2022) Chevy Silverado 1500/GMC Sierra 1500 and 2020-2023 Silverado/Sierra 2500/3500 HD - Full Console w/Bucket Seats ONLY，Black Trim,https://images-na.ssl-images-amazon.com/images/I/51W70CQuniL._AC_US200_.jpg,B08LRCKCNV,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"5,279",-459,-9%,Automotive Center Consoles,31,840,"-1,200%","18,471",-12%,21.99,55,59%,5.69,"8,332",5.48%,4.70,46,2019-12-02,FBA,9,3,1,JKCOVER,CN,"公司名称：Guangzhou Songxianjun Trading Co.,LTD",FBA,,Y,,Y,,Automotive Center Consoles by JKCOVER,1.06 pounds,13.43 x 7.44 x 2.72 inches,2023-07-04
,B07DRC4LVG,Size: Rear Driver Side,YHTAUTO,Rear Left Driver Side Power Window Regulator with Motor for Chevrolet Silverado 1500 3500 2001-2006 GMC Sierra 1500 2500 HD 3500,https://images-na.ssl-images-amazon.com/images/I/41Qpk9h3LlL._AC_US200_.jpg,B07KJGG99F,Automotive:Replacement Parts:Window Regulators & Motors:Window Regulator & Motor Assemblies,Automotive,"4,927","1,202",24%,Automotive Replacement Window Regulator & Motor Assemblies,2,805,"1,000%","40,129",10%,49.85,23,57%,13.93,"1,739",3.48%,4.60,28,2018-06-13,FBA,9,2,1,YTAUTOPARTS,CN,"公司名称：Xiamen Zanyu Information Technology Co., Ltd",FBA,Y,Y,,Y,,Automotive Replacement Window Regulator & Motor As,6.64 pounds,26.8 x 14.3 x 4 inches,2023-07-04
