主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B0BFB4Z8LD,Color: Red,JWWY,"JWWY for Colorado Radio AC Knobs Air Conditioner Switch Button for 2015-2022 Chevrolet Colorado, Center Console 4WD Switch Knob for GMC Chevy Colorado GMC Canyon Accessories Aluminum Alloy Red",https://m.media-amazon.com/images/I/51rOJzQJlfL._AC_US200_.jpg,B0BZVBF8QN,Automotive:Replacement Parts:Switches & Relays:Switches:Air Conditioning:Air Conditioning & Heater Control,Automotive,"155,848","90,881",115%,Automotive Replacement Heater Control Switches,152,63,"5,100%","1,637",51%,25.99,,70%,3.86,34,6.35%,4.30,4,2022-09-13,FBA,10,7,1,JWWY,CN,"公司名称：ShenZhen BaiShunTongDa Technology Co. Ltd
办公地址：
平湖街道平新北路
融湖中心城1栋A单元403室
深圳
龙岗区
广东
518111
CN",FBA,,,Y,Y,,,2.18 ounces,4.09 x 3.98 x 1.3 inches,2023-07-01
,B0BVRVNVY5,Color: Xue Sarahs,SARAHS,2 PCS Car Interior Accessories Cup Holder Insert Coaster Silicone Anti Slip Cup Mat for Chevrolet Chevy Silverado Colorado Tahoe Malibu Suburban Camaro Cruze Equinox Sonic,https://images-na.ssl-images-amazon.com/images/I/41CxEgB+gSL._AC_US200_.jpg,B0BVRT7NPK,Automotive:Interior Accessories:Cup Holders,Automotive,"69,106","-33,089",-48%,Automotive Cup Holders,1019,57,"-1,600%",581,-17%,10.20,,53%,3.22,11,0.00%,4.70,0,2023-02-13,FBA,7,4,1,changchunshiqitengriyongpinxiaoshouyouxiangongsi,CN,"公司名称：changchunshiqitengriyongpinxiaoshouyouxiangongsi
办公地址：
二道区
洋浦大街聚宝家园1栋2单元
长春市
吉林
130000
CN",FBA,,,,,,,0.634 ounces,"2.75""L x 2.75""W",2023-06-26
,B0BNLNXT84,,MUNDIK,MUNDIK Metal Auto Tire Valve Stem Compatible with Chevrolet Silverado Colorado Tahoe Malibu Suburban Trim Accessories 4pcs Black,https://m.media-amazon.com/images/I/4131C5sGsFL._AC_US200_.jpg,B0BNLNXT84,Automotive:Tires & Wheels:Accessories & Parts:Valve Stems & Caps:Stem Caps,Automotive,"234,986","106,472",227%,Tire Valve Stem Caps,997,53,"-1,300%",529,-13%,9.99,,53%,3.22,19,5.66%,4.10,3,2022-11-28,FBA,8,1,1,yuxihongtaquminxiushangmaoyouxiangongsi,CN,"公司名称：yuxihongtaquminxiushangmaoyouxiangongsi
办公地址：
老观桥丽阳时代小区
巴中市
巴州区
四川省
636000
CN",FBA,,,,,,,0.35 ounces,3.78 x 2.6 x 0.43 inches,2023-06-30
,B0B1WYQZ8H,Size: For Chevy Colorado 2015-2020 | Color: Black Edge,YOFAMO,YOFAMO Dashboard Cover Dash Cover Mat Pad Carpet Custom Fit for Chevrolet/Chevy Colorado 2015 2016 2017 2018 2019 2020 Accessories Anti-Skid Center Console Protector Cover Mat(Black Edge),https://images-na.ssl-images-amazon.com/images/I/514W4tmeEbL._AC_US200_.jpg,B0BQDTCPYW,Automotive:Interior Accessories:Covers:Dash Covers,Automotive,"255,037","-165,578",-65%,Interior Dash Covers,120,46,"15,500%","1,512",155%,32.88,,66%,6.39,53,4.35%,3.80,2,2022-05-20,FBM,9,18,2,LeryTrims,CN,"公司名称：ShenZhen Lery Technology Co.Ltd.
办公地址：
平湖街道良安田社区平安大道309号2栋5A-501-12
深圳市
龙岗区
广东省
518100
CN",FBM,,,,Y,,,1.1 pounds,14.13 x 11.54 x 2.28 inches,2023-06-28
,B0C3CHHF2B,,Autorder,Autorder Custom Fit for Center Console Cover 2015-2022 Chevrolet Colorado Accessories Armrest Cover Anti-Scratch Leather Protector Center Console Pad,https://images-na.ssl-images-amazon.com/images/I/21BR3iOM5DL._AC_US200_.jpg,B0C3CHHF2B,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"450,376","-388,140",-86%,Automotive Center Consoles,1965,42,,839,,19.99,,64%,4.24,,,,,2023-04-23,FBA,,1,1,Autorder-US,CN,"公司名称：Guangzhou Huadi Auto Supplies Co., Ltd.
办公地址：
均禾街清湖苏元庄街三横路1号一栋2楼201
广州市
白云区
广东省
510440
CN",FBA,,,,Y,,,3.2 ounces,8.43 x 5.31 x 1.65 inches,2023-06-26
,B09FT2YC3G,,3W,"3W Floor Mats Fit for 2015-2022 Chevrolet Colorado Crew Cab/GMC Canyon Crew Cab, Full TPE All Weather Chevy Colorado Car Mats 1st &amp; 2nd Row Custom Fit Accessories for Chevy/GMC, Black",https://m.media-amazon.com/images/I/41vUwM2wGkL._AC_US200_.jpg,B09FT2YC3G,Automotive:Interior Accessories:Floor Mats & Cargo Liners:Floor Mats,Automotive,"160,460","55,663",78%,Automotive Floor Mats,1491,38,"70,000%","4,939",700%,129.99,,70%,19.39,13,2.63%,4.20,1,2021-09-08,FBA,10,1,1,3W Auto Accessory,US,"公司名称：3W Auto Accessory Inc
办公地址：
29-24 213th street
BAYSIDE
NY
11360
US",FBA,,,,Y,,,10.78 pounds,30 x 22 x 5 inches,2023-07-03
,B0BY4X9M97,,FOIDL,Leather Car Keychain Set For Chevrolet Silveirado Colorado Tahoe Malibu Suburban Comaro Cruze Equinox Sonic r Men's and Women's Family Gift Keychain Keychain Lanyard Accessories (BLACK-X),https://images-na.ssl-images-amazon.com/images/I/51jqm2eXbZL._AC_US200_.jpg,B0BY4X9M97,Automotive:Interior Accessories:Keychains,Automotive,"107,654","-53,048",-49%,Keychains,1071,37,"22,800%",403,228%,10.90,,50%,3.86,2,2.70%,4.50,1,2023-03-10,FBA,7,1,1,,,,FBA,,,,,,,0.07 pounds,6.22 x 2.09 x 0.91 inches,2023-06-20
,B0BG1F9Z2D,Color: White,OFFCURVE,"OFFCURVE Key Fob Cover for Chevy Chevrolet Colorado Silverado Silverado Suburban Tahoe GMC Canyon Sierra 1500 2500 3500 HD TPU Remote Keyless Key Fob Case Protection Shell Accessories, White","https://m.media-amazon.com/images/I/41gziPhc++L._AC_SR200,200_.jpg",B0BG1JCK2D,Automotive:Interior Accessories:Key Shells,Automotive,"183,201","330,191",200%,Key Shells,1748,34,-400%,339,-4%,9.99,,46%,3.86,12,0.00%,4.90,0,2022-09-20,FBA,7,4,1,OFF CURVE,CN,"公司名称：Xinghe Meteorite Technology (Shenzhen) Co., Ltd.",FBA,,,,,,,0.634 ounces,2.4 x 0.6 x 1.5 inches,2023-06-29
,B0BP6YK6SD,Size: 4 Buttons-Black,Slohif,"Slohif for Chevy Chevrolet Leather Key Fob Cover Accessories for Silverado Colorado GMC Sierra Canyon 2014-2019 4 Buttons, Leather Case+D-Ring+Hook(Black)",https://m.media-amazon.com/images/I/51TbQPffoGL._AC_US200_.jpg,B0BP71D32H,Automotive:Interior Accessories:Key Shells,Automotive,"205,805","-282,339",-72%,"Antitheft Keyless Entry Systems
Key Shells","1684
1919",32,"11,900%",479,119%,14.99,,59%,3.86,10,6.25%,4.70,2,2022-12-05,FBA,8,3,1,SSSHUANG.CASE,CN,"公司名称：hengyangxiangexingdianzishangwuyouxiangongsi
办公地址：
曲兰镇杨柳村楼底组7号
衡阳市
衡阳县
湖南省
421200
CN",FBA,,,,,,,1.76 ounces,5.12 x 2.44 x 1.34 inches,2023-06-29
,B09XT4R6PF,,Korlot,Carbon Fiber Central Control Gear Shift Panel Cover Trim Accessories for Chevrolet Colorado 2015-2022 for GMC Canyon 2015-2022,https://images-na.ssl-images-amazon.com/images/I/51h5qQoPo0L._AC_US200_.jpg,B09XT4R6PF,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"31,916","62,315",61%,Automotive Center Consoles,318,30,"-2,700%",987,-27%,32.90,,68%,5.69,51,20.00%,4.60,6,2022-04-12,FBA,8,1,2,Just-AutoTrims,CN,公司名称：CHEN SUN,FBA,,Y,,,,chevy gear shift panel cover,9.1 ounces,13.39 x 10.04 x 1.69 inches,2023-07-03
,B09G9BYZ8C,,T TGBROS,T TGBROS Windshield Sun Shade Custom Fit for 2015-2022 Chevrolet Colorado Accessories 2Dr 4Dr Foldable Sun Shield Reflective Polyester Sun Visor Cover Block Heat and Sun Protection,https://images-na.ssl-images-amazon.com/images/I/31NRQ6wfBmL._AC_US200_.jpg,B09G9BYZ8C,Automotive:Interior Accessories:Sun Protection:Sunshades:Windshield Sunshades,Automotive,"518,770","-404,829",-78%,Automotive Windshield Sunshades,2637,28,"-3,600%",640,-36%,22.88,,58%,6.10,21,0.00%,4.50,0,2021-09-14,FBA,9,1,2,TGBROS,US,"公司名称：xie lina
办公地址：
2302 fainridge pl
rowland hghts
ca
91748
US",FBA,,Y,,Y,,Automotive Windshield Sunshades by T TGBROS,10.5 ounces,12.83 x 11.1 x 2.28 inches,2023-06-24
,B09GFCX58V,,Korlot,Carbon Fiber Outlook Steering Wheel Interior Cover Trim Accessories for Chevrolet Traverse 2018-2022/Colorado 2015-2022,https://m.media-amazon.com/images/I/41l196Uco+L._AC_US200_.jpg,B09GFCX58V,Automotive:Interior Accessories:Steering Wheels & Accessories:Steering Accessories,Automotive,"90,654","-83,014",-24%,Steering Wheel Accessories,762,26,"7,300%","1,037",73%,39.90,,71%,5.69,43,0.00%,4.30,0,2021-09-15,FBA,8,1,2,Just-AutoTrims,CN,公司名称：CHEN SUN,FBA,,,,,,,6.7 ounces,15.2 x 7.36 x 2.32 inches,2023-06-29
,B09XDXP62W,,Korlot,Carbon Fiber Central Navigation Screen Panel Middle Air Outlet AC Vent Cover Trims molding Accessories for Chevrolet Colorado 2015-2022 for GMC Canyon 2015-2022,https://m.media-amazon.com/images/I/511Pp9u9zFL._AC_US200_.jpg,B09XDXP62W,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"154,314","155,713",137%,Automotive Center Consoles,1412,26,"-4,000%","1,167",-40%,44.90,3,69%,7.49,68,15.38%,4.70,4,2022-04-06,FBA,8,1,2,Just-AutoTrims,CN,公司名称：CHEN SUN,FBA,,,,,,,13.4 ounces,17.2 x 11.97 x 2.64 inches,2023-06-27
,B0C174GH6V,Color: Black+Blue,Aduds,Silicone Protector Smart Remote Key Fob Case Cover Compatible with Chevy Chevrolet Colorado Silverado Silverado Suburban Tahoe GMC Canyon Sierra 1500 2500 3500 HD Shell Accessories (Black+Blue),https://m.media-amazon.com/images/I/412fD3EHiFL._AC_US200_.jpg,B0C1764CHF,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"83,607","-168,405",-44%,Antitheft Keyless Entry Systems,774,19,0%,220,0%,11.59,,57%,3.22,,,,,2023-03-31,FBA,,3,1,QIYANUA,CN,"公司名称：ningbochangkaikejiyouxiangongsi
办公地址：
锦屏街道南山路175号2049-10
宁波市
奉化区
浙江省
315000
CN",FBA,,,,,,,2.52 ounces,5.2 x 3.5 x 0.5 inches,2023-07-02
,B0BQ2424BT,,RT-TCZ,"RT-TCZ Carbon Fiber Center Console Control Emergency Light Switch Panel Trim Cover Decoration Interior Accessories for Chevrolet Colorado 2014-2023,for GMC Canyon 2014-2022",https://images-na.ssl-images-amazon.com/images/I/417Zu+AqhiL._AC_US200_.jpg,B0BQ2424BT,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"194,875","444,594",228%,Automotive Center Consoles,4693,15,,404,,26.99,,69%,4.24,,,,,2022-12-13,FBM,,1,2,AutoHeaven,CN,"公司名称：shenzhenshirongtongqicheyongpinzhizaoyouxiangongsi
电话号码：1-772-242-0923
办公地址：
平湖街道白泥坑麻布路12号20栋2楼
深圳市
龙岗区
广东
518000
CN",FBM,,,,Y,,,2.89 ounces,11.42 x 5.47 x 1.34 inches,2023-06-29
,B091KTQ8SX,Size: Universal Button | Color: Silver,TANGSEN,TANGSEN Smart Key Fob Case Silver TPU Protective Cover Compatible with Chevrolet Chevy Colorado Silverado Suburban Tahoe for GMC Canyon Sierra 3 4 5 6 Button Keyless Entry Remote Control Accessories,https://images-na.ssl-images-amazon.com/images/I/41S1qcBzd8S._AC_US200_.jpg,B091KWN79K,Automotive:Interior Accessories,Automotive,"229,480","-79,643",-35%,Automotive Interior Accessories,32969,14,"-10,000%",195,-100%,13.99,,57%,3.86,12,0.00%,4.60,0,2021-04-02,FBA,7,4,1,TANGSEN,CN,"公司名称：DAI WEI
办公地址：
永福路45号大院自编A33号
利远汽配城四层D036号商铺
广州市
越秀区
广东省
510095
CN",FBA,,,,,,,2.39 ounces,4.61 x 3.43 x 0.91 inches,2023-06-12
,B09XTSMMF6,,Korlot,Carbon Fiber Inner Front Door Handle Patch Cover Trims Accessories for Chevrolet Colorado 2015-2022 for GMC Canyon 2015-2022,https://m.media-amazon.com/images/I/41RkDT6afBL._AC_US200_.jpg,B09XTSMMF6,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Door Handles,Automotive,"227,181","75,327",22%,Automotive Interior Door Handles,674,13,"13,300%",271,133%,20.90,,65%,4.08,35,15.38%,4.60,2,2022-04-12,FBA,8,1,2,Just-AutoTrims,CN,公司名称：CHEN SUN,FBA,,,,,,,2.39 ounces,9.45 x 4.06 x 1.3 inches,2023-06-30
,B0BYDTNPG8,,Canvcle,Canvcle Sunshades for 2015-2022 Chevrolet/Chevy Colorado Accessories Windshield Sunshade Side Rear Windows Sun Visor Privacy Protection Keep Vehicle Cool Black 6PCS,https://images-na.ssl-images-amazon.com/images/I/41NhRB7R0vL._AC_US200_.jpg,B0BYDTNPG8,Automotive:Interior Accessories:Sun Protection:Sunshades:Windshield Sunshades,Automotive,"128,549",-512,0%,Automotive Windshield Sunshades,2123,13,,860,,66.18,,66%,12.25,,,,,2023-03-13,FBA,7,1,1,XINI,CN,"公司名称：Guangzhou Xi Ni trade co., LTD
办公地址：
广州大道中1268号803A (3036室)",FBA,,,,Y,,,1 pounds,19 x 16 x 3 inches,2023-06-23
,B07GHYZVVH,,YHTAUTO,"YHTAUTO Set of 4 Mud Flaps Splash Guards Accessories Replacement for Chevrolet Colorado GMC Canyon 2015-2023, Without Fender Flares and Cladding, Front and Rear LH RH, Black",https://images-na.ssl-images-amazon.com/images/I/41h+5XiW+XL._AC_US200_.jpg,B07GHYZVVH,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,"479,914","-117,766",-25%,Wheel & Tire Mud Flaps & Splash Guards,897,11,"70,000%",637,700%,57.98,,61%,13.93,29,18.18%,4.50,2,2018-08-14,FBA,10,1,2,YTAUTOPARTS,CN,"公司名称：Xiamen Zanyu Information Technology Co., Ltd",FBA,,,,Y,,,3.79 pounds,18.25 x 12 x 6.5 inches,2023-06-26
,B0BQ1P8VV4,,RT-TCZ,"RT-TCZ Carbon Fiber Center Console Gear Shift Panel Side Trim Cover Decoration Interior Accessories for Chevrolet Colorado 2014-2023,for GMC Canyon 2014-2022",https://m.media-amazon.com/images/I/51akN5rHK6L._AC_US200_.jpg,B0BQ1P8VV4,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"192,495","640,978",531%,Automotive Center Consoles,1618,8,,399,,49.99,,77%,4.24,,,,,2022-12-13,FBA,,1,1,AutoHeaven,CN,"公司名称：shenzhenshirongtongqicheyongpinzhizaoyouxiangongsi
电话号码：1-772-242-0923
办公地址：
平湖街道白泥坑麻布路12号20栋2楼
深圳市
龙岗区
广东
518000
CN",FBA,,,,Y,,,3.53 ounces,12.6 x 6.3 x 1.18 inches,2023-06-30
,B08V89ZHX8,Color: Silver,BTOZRF,Replacement Key Fob Case Shell Fit for GMC Sierra Canyon Chevy Chevrolet Silverado Colorado M3N-32337100 Accessories 4 Buttons Keyless Entry Remote Car Key Housing Casing Outer Cover (Silver),https://images-na.ssl-images-amazon.com/images/I/41vp85xJUNL._AC_US200_.jpg,B08V93BDXD,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"303,568","-122,487",-29%,"Antitheft Keyless Entry Systems
Key Shells","2220
2628",7,"-3,300%",66,-33%,9.49,,51%,3.22,92,0.00%,4.10,0,2020-11-23,FBA,7,2,1,BTOZRF,CN,公司名称：HU BIBIN,FBA,,,,,,,0.95 ounces,4.8 x 2.6 x 0.6 inches,2023-06-08
,B0BQ1RHS1K,,RT-TCZ,"RT-TCZ Carbon Fiber Headlight Switch Button Panel Trim Cover Decoration Interior Accessories for Chevrolet Colorado 2014-2023,for GMC Canyon 2014-2022",https://images-na.ssl-images-amazon.com/images/I/41KI1MQTZ1L._AC_US200_.jpg,B0BQ1RHS1K,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Interior Switches:Headlight,Automotive,"660,465","-383,851",-58%,Automotive Headlight Switches,446,6,,149,,24.99,,70%,3.86,,,,,2022-12-13,FBA,,1,1,AutoHeaven,CN,"公司名称：shenzhenshirongtongqicheyongpinzhizaoyouxiangongsi
电话号码：1-772-242-0923
办公地址：
平湖街道白泥坑麻布路12号20栋2楼
深圳市
龙岗区
广东
518000
CN",FBA,,,,Y,,,2.39 ounces,8.66 x 3.15 x 0.79 inches,2023-06-29
,B0BQ1WF43V,,RT-TCZ,"RT-TCZ Carbon Fiber Center Console Multimedia Navigation GPS Panel Trim Cover Decoration Sticker Interior Accessories for Chevrolet Colorado 2014-2023,for GMC Canyon 2014-2022",https://images-na.ssl-images-amazon.com/images/I/51BZk1aKcDL._AC_US200_.jpg,B0BQ1WF43V,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"1,065,421","-592,182",-56%,Automotive Center Consoles,5383,5,,269,,53.99,,76%,4.75,1,0.00%,5.00,0,2022-12-13,FBA,7,1,1,AutoHeaven,CN,"公司名称：shenzhenshirongtongqicheyongpinzhizaoyouxiangongsi
电话号码：1-772-242-0923
办公地址：
平湖街道白泥坑麻布路12号20栋2楼
深圳市
龙岗区
广东
518000
CN",FBA,,,,Y,,,14.4 ounces,14.96 x 11.81 x 0.79 inches,2023-06-21
